Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 11,5. Which of the following is not a pure form of matter?,a) Element,b) Compound,c) Solution,d) Both Compound and Solution,c,Explanation: Different samples of the same element or compound will have an exactly same composition and hence both – element and compound are considered pure forms of matter.
Question 12,6. Which if the following is not an SI unit?,a) Kilogram,b) Mole,c) Atomic Mass Unit,d) Coulomb,c,Explanation: Because the SI unit of mass is a kilogram.
Question 13,7. One unified atomic mass unit equals:,a) 1/12 of molar mass of Carbon,b) 1/16 of atomic mass of Oxygen,c) molecular mass of Hydrogen,d) all of the mentioned,b,Explanation: 1 amu = 1/12 of atomic(not molar) mass of carbon = 1/16 of the atomic mass of Oxygen = 1/2 of molecular mass of Hydrogen
Question 14,"1. In the wave-mechanical model of an atom, degenerate energy levels have:",a) Equal energy,b) Equal number of electrons,c) Same shape,d) Electrons with the same spin,a,"Explanation: Degenerate energy levels have equal energy. In an atom, the orbitals in the same subshell are degenerate in absence of external magnetic field."
Question 15,3. Protons attract electrons. Then why do electrons not fall on the nucleus?,a) Neutrons repel the electrons,b) Electrons in ground state cannot radiate energy,"c) At very small distances, protons repel electrons",d) Inner electrons repel those in outer orbitals,b,"Explanation: In the ground state, electrons form standing waves. Standing waves are those in which energy is not transferred. Hence, electrons are bound to revolve around the nucleus with constant potential energy."
Question 16,4. Number of atomic orbitals in nth shell is:,a) n2,b) 2n2,c) 2n + 1,d) n _ 1,a,Explanation: Every shell contains n2 orbitals and every orbital can accommodate a maximum of 2 electrons. Hence a maximum of 2n2 electrons can reside in nth shell.
Question 17,5. Electronic configuration of Cu is [Ar] 3d10 4s1. Which rule is violated in this configuration?,a) Aufbau Principle,b) Hund’s Rule of Maximum Multiplicity,c) Pauli’s Exclusion Principle,d) None of the mentioned,a,"Explanation: According to the Aufbau principle, orbitals of lower energy are completely filled before electrons start occupying higher energy orbitals. But in copper, higher energy 3d is filled before lower energy 4s. Such violation of the Aufbau principle appears in about 20 elements. "
Question 18,"6. When an electron shifts to an inner shell, it:",a) Absorbs photon,b) Emits a photon,c) Emits a positron,d) Absorbs a positron,b,"Explanation: Generally, lower potential energy means more stability. Excited electrons lose energy in the form of photons to shift to stable empty inner shells. Positron is anti-particle of an electron."
Question 19,"7. Around 1911, Rutherford suggested a planetary model of atomic structure. Which of the following was not a proposition of this model?",a) Electrons revolve in circular orbits around the nucleus,b) Nucleus consists of protons and neutrons,c) Mass of atom is concentrated in the nucleus,d) Most of the volume in an atom is void,b,"Explanation: Neutrons were not discovered by then. Rutherford only suggested that the nucleus has a positive charge, but did not comment on its structure."
Question 20,8. Which of the Bohr’s postulates was incorrect?,a) Energy of electrons is quantized,b) Momentum of electrons is quantized,c) Electrons release energy when shifting from excited state to ground state,d) Electrons revolve around the nucleus in fixed circular orbits,d,"Explanation: Heisenberg uncertainty principle implies that exact position and momentum of electrons cannot be known with certainty and hence, definite circular paths are not feasible. Certain regions around the nucleus (called orbitals) have a high probability of the existence of electrons."
Question 21,10. Which of the following orbitals do not exist?,a) 3p,b) 4s,c) 2s,d) 3f,d,"Explanation: For principal quantum number 3, only possible values of azimuthal quantum number are 0, 1, and 2. Azimuthal quantum number of an f-orbital is 3."
Question 22,1. Which of the following is a secondary bond?,a) Metallic bond,b) Hydrogen bond,c) Covalent bond,d) Ionic bond,b,"Explanation: Metallic, covalent, and ionic bonds are strong in nature, hence primary; hydrogen bond has comparatively lower bond energies; hence secondary."
Question 23,2. VSEPR stands for Valence Shell Electron Pair Repulsion. This theory helps us predict:,a) Bond angles,b) Bond length,c) Electron energy,d) Shell radius,a,"Explanation: VSEPR theory implies that electrons in valence shell arrange themselves in a manner so as to experience minimum repulsion from other electrons. For e.g., in a CH4 molecule, all the bonds are symmetrically arranged at approximately 109°."
Question 24,"3. In water, the bond angle between the H-O H-O bond is less than 109° Why?",a) The H atoms attract each other,b) Oxygen atom is much larger than Hydrogen atoms,c) Lone pair-bond pair repulsion is greater than bond pair-bond pair repulsion,d) VSEPR theory does not apply for planar molecules like water,c,"Explanation: Bond angle is 109° for symmetric molecules like methane. However, it is known that repulsion between a lone pair and a bond pair is more than that between two bond pairs. Hence, bond angle is reduced from 109° so as to experience minimum repulsion from lone pairs."
Question 25,"5. If E1 is the bond enthalpy of a sigma-bond and E2 is that of a pi-bond, then:",a) E1 > E2,b) E1 &equals; E2,c) E1 < E2,d) Can’t be predicted,a,"Explanation: Since the overlap of orbitals in a sigma-bond is along the internuclear axis contrary to sideways overlap in pi-bonds, the bonding is more effective in a sigma-bond. Hence, E1 > E2. Though, the total energy of a double bond is more than a single bond)"
Question 26,6. Which of the following molecules is non-linear?,a) Hbr,b) CO2,c) C2H2,d) H2S,d,Explanation: H2S is non-linear due to presence of lone pairs on S atom. Hbr being a binary molecule is linear. Double bonds in CO2 and C2H2 also leads to linear geometry.
Question 27,"7. With an increase in bond length, bond energy:",a) increases,b) decreases,c) may either increase or decrease,d) does not change,b,"Explanation: The coulombic force of attraction is inversely proportional to the square of a distance between the charges. As the internuclear distance in a bond increases, the force of attraction between nuclei and electrons decreases."
Question 28,8. sp3 hybridization is present in which of the following molecules?,a) BeCl2,b) H2O,c) C2H4,d) BCl3,b,"Explanation: Hybridization takes place between one 2s and three 2p orbitals of Oxygen so as to minimize electronic repulsion. BeCl2, C2H4, and BCl3 have sp, sp2, and sp2 hybridization respectively."
Question 29,9. Which of the following is the correct order for bonding energies of molecular orbitals?,a) _1s < _2s < _*2s < _*1s,b) _1s < _2s < _*1s < _*2s,c) _1s < _*1s < _2s < _*2s,d) none of the mentioned,c,"Explanation: Energy of bonding MO is less than that of anti-bonding MO formed from same atomic orbitals. Also, MO formed from atomic orbitals of higher energy possess higher energy."
Question 30,10. Which of the following molecules is diamagnetic?,a) O2,b) CO,c) N2,d) NO,b,"Explanation: Out of the above species, only CO does not have unpaired electrons. Others have partially filled molecular orbitals and hence are attracted by external magnetic fields."
Question 31,1. Elements in the same column of the periodic table have:,a) Similar valence shell electron configuration,b) Same value of highest principal quantum number,c) Same number of nucleons,d) All of the mentioned,a,"Explanation: The elements having similar valence shell electrons have similar chemical properties like reactivity, nature of bonds in their molecules etc. Hence in the modern periodic table, they were grouped in vertical columns called ‘groups’."
Question 32,"2. As we move down a group, electronegativity of elements generally:",a) Increases,b) Decreases,c) Increases and then decreases,d) Decreases and then increases,a,"Explanation: As we move down a group, atomic size increases which means that the valence electrons are much farther from the nucleus and hence experience less force of attraction. Hence the electronegativity decreases down the group."
Question 33,3. How many periods are there in a modern periodic table?,a) 5,b) 6,c) 7,d) 8,c,"Explanation: Modern periodic table places elements having the same maximum principal quantum number in one period. There are seven periods, though the seventh period consists of many unstable artificial elements."
Question 34,4. Temporary IUPAC systematic symbol for the synthetic element 117 is:,a) Uuh,b) Uns,c) Uus,d) Une,c,"Explanation: IUPAC has assigned temporary systematic name Ununseptium [=Un(1) +un(1) + sept(7) + ium] to the element with atomic number 117. It belongs to group 17 of the periodic table and is predicted to be a halogen. As of 2015, its discovery has not been officially confirmed."
Question 35,"5. There are seventeen non-metals in the periodic table. Unlike metals in the same period, they have higher:",a) Atomic number,b) Atomic size,c) Electropositivity,d) All of the mentioned,a,"Explanation: Non-metals are located at the right end of their respective periods. As we move from left to right in a period or from top to bottom in a group, atomic number increases. Due to increasing charge on the nucleus, atomic size also decreases on moving right in a period. This is also the reason of increasing electronegativity or decreasing electropositivity."
Question 36,6. d-block elements generally show multiple oxidation states. An exception to this is:,a) Zinc,b) Mercury,c) Copper,d) None of the mentioned,d,"Explanation: Due to a small increase in successive ionization enthalpies, most d-block elements exist in multiple oxidation states. However, Zn(I) compounds are very rare and the ion exists in dimeric form."
Question 37,7. Uranium and Thorium are two important elements in the nuclear power industry. In which block of the modern periodic table are they placed?,a) s-block,b) p-block,c) d-block,d) f-block,d,Explanation: Ground state Uranium and Thorium atoms have partially or totally empty 5f-orbitals. They are members of the actinide family and their naturally occurring isotopes are radioactive.
Question 38,"8. Moving down a group, which of the following properties generally diminishes?",a) Electronegativity,b) Metallic character,c) Atomic radius,d) Molar mass,a,"Explanation: Due to the addition of one shell on moving down a group, the neighbourhood of the atom is better shielded by the electrons from an attractive pull of the nucleus."
Question 39,"9. Radon is the sixth member of group 18 of the modern periodic table. Unlike other members of this group, Radon:",a) is solid near room temperature,b) is radioactive,c) possess high chemical reactivity,d) all of the mentioned,b,"Explanation: Radon is a radioactive noble-gas at room temperatures. It is one of densest gases and the only naturally occurring radioactive gas. However, its daughter nuclei are solids. Not many compounds of Radon are known."
Question 40,1. Allotropes differ in which of the following properties:,a) Atomic Number,b) Atomic Mass,c) Crystal Structure,d) Electronegativity,c,"Explanation: Allotropes are different crystalline structures of the same element. Hence, they have a same atomic number, atomic mass and electronegativity. For e.g., graphite and diamond are allotropes of carbon."
Question 41,2. Co-ordination number of a crystalline solid is:,a) Number of particles in the unit cell,b) Number of nearest neighbours of a particle,c) Number of octahedral voids in a unit cell,d) Number of tetrahedral voids in a unit cell,b,Explanation: Coordination number of a crystal structure is the number of particles with which a given particle is in direct contact.
Question 42,3. Packing efficiency of a crystal structure is the ratio of:,a) Volume occupied by particles to the total volume of the unit cell,b) Volume occupied by particles to that by voids,c) Total volume of unit cell to the volume occupied by particles,d) Volume occupied by voids to that by particles,a,Explanation: Packing efficiency represents the fraction of the unit cell volume that is utilized to hold the particles.
Question 43,4. HCP and BCC are called close-packed structures. Close packed structures have:,a) Highest packing efficiency,b) Highest void fraction,c) Highest density,d) All of the mentioned,a,"Explanation: Due to the largest number of particles in a unit cell, close-packed structures have the highest packing efficiency and hence, lest void fraction. Density is NOT a property of the crystal structure but the substance and depends also on molar mass."
Question 44,5. An octahedral void is surrounded by:,a) 8 atoms,b) 18 atoms,c) 6 atoms,d) 16 atoms,c,Explanation: An octahedral void resembles a regular octahedron with atoms situated at all the six vertices.
Question 45,6. Which of the following is a property of amorphous solids?,a) Sharp melting point,b) Isotropy,c) Long range order,d) Definite heat of fusion,b,"Explanation: Due to irregularity in structure, the average of physical properties like density, thermal and electrical conductivity etc. is same along any direction for a particular amorphous solid."
Question 46,7. Which of the following is a crystalline solid?,a) Copper wire,b) Glass bottle,c) Polythene bag,d) Rubber ball,a,"Explanation: Copper wires are made of crystalline copper. In fact, most metallic objects are crystalline. However, research for the large-scale production of amorphous metals is in progress."
Question 47,8. The smallest portion of a crystal which when repeated in different directions generates the entire crystal is called:,a) Lattice points,b) Crystal lattice,c) Unit cell,d) None of the mentioned,c,Explanation: Unit cell is the smallest unit of a crystal which repeats itself to generate the crystal. Lattice point represents the centres of atoms in a unit cell. Crystal lattice refers to the entire structure of a crystalline solid.
Question 48,9. Which of the following is not a property of metal glass?,a) Transparent,b) Poor thermal conductivity,c) High magnetic susceptibility,d) None of the mentioned,a,"Explanation: Metal glass is a form of metal which like glass, is amorphous but not transparent. Most of the metal glasses are alloys, having high yield strength and high elastic strain limits. High magnetic susceptibility, low coercivity and comparatively higher electrical resistance than their crystalline counterparts make them an ideal material for power transformers."
Question 49,1. Most Bravais lattice are of the type:,a) Primitive unit cell,b) Body centered unit cell,c) End centered unit cell,d) Face centered unit cell,a,"Explanation: Out of 14 naturally occurring Bravais lattices, 7 are primitive. Remaining seven consist of 3 body centered, 2 face centered and 2 end centered unit cells."
Question 50,"2. In which of the following Bravais lattices, not all axial angles are right angles?",a) Tetragonal,b) Rhombohedral,c) Orthorhombic,d) Cubic,b,Explanation: A rhombohedral is a prism whose base is shaped as a non-square rhombus. Hence two of its six faces are rhombuses while others are rectangles. This results in a geometry for which two of the axial angles are right angles but the third is not.
Question 51,3. Which of the following Bravais lattices exist as face centered unit cell?,a) Orthorhombic,b) Monoclinic,c) Tetragonal,d) None of the mentioned,a,"Explanation: Orthorhombic lattice exists as all four types of unit cells. Besides primitive cell, monoclinic lattice exists only as end centered cell while tetragonal exists only as body centered lattices."
Question 52,4. Coordination number for an ideal BCC metallic crystal is:,a) 8,b) 6,c) 12,d) Varies for different metals,a,Explanation: Consider the atom at the body center. It is touched by all the atoms present at the vertices of the cubic unit cell. We know that a cube has 8 vertices.
Question 53,5. Number of particles in primitive cubic unit cell is:,a) 1,b) 2,c) 3,d) 4,1,"Explanation: In a primitive cubic cell, 8 atoms are present at the eight vertices of the cube. However, each atom is shared by eight unit cells. Hence, only one-eighth of each of the eight atoms is present in one primitive cubic cell."
Question 54,6. In which of the following Bravais lattices none of the sides are equal?,a) Triclinic,b) Monoclinic,c) Orthorhombic,d) All of the mentioned,d,"Explanation: Each of the above mentioned lattices have all axial distances unequal. Moreover, triclinic, monoclinic, and orthorhombic lattices have none, two and all axial angles as right angles respectively."
Question 55,7. Graphite is a common allotrope of Carbon. Its crystal structure is:,a) Cubic,b) Monoclinic,c) Orthorhombic,d) Hexagonal,d,Explanation: Graphite crystals consist of several planar layers of Carbon atoms arranged in interconnected hexagonal rings. Each atom makes three &sigma bonds and one &pi bond. VSEPR theory predicts a trigonal planar molecular structure with respect to each Carbon atom.
Question 56,8. Which of the following lattices has the highest void fraction?,a) Hexagonal close packed,b) Body centered cubic,c) Face centered cubic,d) Primitive cubic,d,"Explanation: Void fraction = 1 _ packing efficiencySince primitive cubic unit cell has least packing efficiency out of those mentioned above, hence it has highest void fraction of (1 _ 0.52 = ) 0.48 or 48% ."
Question 57,9. Which of the following unit cells do not exist for tetragonal lattices?,a) Primitive centered unit cell,b) Body centered unit cell,c) Face centered unit cell,d) All of the mentioned exist,c,Explanation: Tetragonal lattices exist only in primitive and body centered unit cells. Face centered unit cells occur only for cubic and orthorhombic lattices.
Question 58,10. Most unsymmetrical Bravais lattice in terms of axial distances and angles is:,a) Monoclinic,b) Triclinic,c) Rhombohedral,d) Hexagonal,b,"Explanation: For triclinic lattice, none of the adjacent sides are equal in length; neither are any axial angles equal. Hydrated copper (II) sulphate and boric acid have triclinic crystals."
Question 59,1. Coordination number of HCP and FCC lattices respectively are:,"a) 12, 12","b) 4, 4","c) 12, 8","d) 8, 8",a,Explanation: Coordination number is the number of atoms that are in direct contact of any particular atom or it is the number of nearest neighbours.
Question 60,2. Number of particles in one unit cell of HCP lattice is:,a) 1,b) 2,c) 4,d) 6,d,Explanation: Consider the top and bottom layers. One-sixth of each of the 12(=6_2) atoms located at the vertices of the two hexagons belong to the cell. Also half of the atoms at the centre of each of the two hexagons are also part of the cell. Three more atoms are present between two hexagonal planes.
Question 61,3. Standard axial ratio for metallic HCP lattice is 2√( 2/3). It is the ratio of,a) Atomic radius to hexagon edge length,b) Hexagon height length to atomic radius,c) Atomic radius to hexagon height,d) None of the mentioned,d,"Explanation: Ratio of the height of the hexagonal unit cell to its edge length is called the axial ratio, usually expressed as (c/a)."
Question 62,"4. The void fraction is the ratio of unfilled volume to total volume of a structure. For ideal metallic FCC crystal, it is:",a) 0.22,b) 0.26,c) 0.32,d) 0.38,b,"Explanation: Void fraction = 1 _ packing efficiencyPacking efficiency for FCC lattice is 0.74 and hence, void fraction is 1 _ 0.74."
Question 63,"5. If N is the number of tetrahedral voids in a close-packed structure, then the number of octahedral voids is:",a) N/4,b) 4N,c) 2N,d) N/2,d,Explanation: Tetrahedral voids are formed when triangular voids of one close-packed layer do not overlap while octahedral ones when they overlap. The above relation is valid for both ABAB type(HCP) and ABCABC type(FCC) packing.
Question 64,6. An octahedral void is present at each edge of the FCC lattice. How much of each of these voids belong to each unit cell?,a) One-eighth,b) One-sixth,c) One-fourth,d) Half,c,"Explanation: In a cubic lattice, each edge is shared by four adjacent cubes. Hence, the octahedral voids present at these edges are equally divided among the four cells."
Question 65,7. The edge length of an FCC lattice is X times the atomic radius. Value of X is:,a) 2,b) 2√2,c) 4/√3,d) 3/√2,b,"Explanation: In FCC unit cell, the atoms at face diagonal touch each other; thus diagonal is four times the atomic radius(r). Diagonal of the square faces is also equal to √ times of the edge length(a). Hence, √2a = 4r."
Question 66,"8. Density is the ratio of the mass of crystal to its volume. For a perfect FCC metallic crystal, the mass of a unit cell is 4 times M0. M0 is:",a) specific mass,b) molar mass,c) atomic mass,d) none of the mentioned,c,Explanation: Mass of an ideal FCC metallic crystal unit cell is four times the atomic mass of the metal since there are four atoms per unit cell.
Question 67,10. Which of the following quantities is larger in HCP as compared to FCC if the constituting atoms are similar?,a) Number of particles per unit cell,b) Volume per unit cell,c) Mass per unit cell,d) All of the mentioned,d,"Explanation: An HCP unit cell contains 6 atoms rather than only 4 present in FCC. Also, both structures are assumed to be comprised of similar atoms thus HCP being heavier. However, the HCP unit cell is also larger in volume than an FCC one such that both have same packing efficiency."
Question 68,1. Which of the following is not true for crystallographic axes?,a) They must be parallel to the edges of the unit cell,b) They must be perpendicular to each other,c) They must originate at one of the vertices of the cell,d) They form a right-handed co-ordinate system,b,"Explanation: The axes must be parallel to the edges of the unit cell, which in case of some crystal systems like monoclinic, hexagonal etc. are not mutually perpendicular."
Question 69,"2. The point coordinate indices q, r, and s are multiples of:",a) Unit cell edge lengths,b) Distance between nearest neighbours,c) Cosine of angles between unit cell edges,d) None of the mentioned,a,"Explanation: Point coordinate indices are the fractions which when multiplied by the corresponding unit cell edge lengths, provide the location of a given point in the crystallographic coordinate system."
Question 70,3. The point coordinates of the vertex just opposite to the origin are,a) 0 0 0,b) 0 0 1,c) 0 1 1,d) 1 1 1,d,Explanation: Since the opposite vertex is located at distances equal to the edge lengths along the coordinate axes.
Question 71,"6. In cubic crystals, crystallographic directions are arranged in families. Which of the following directions does not belong to the family <110>?",a) [1 0 1],b) [1_ 1 0],c) [1_ 0 1_],d) None of these,d,"Explanation: Since the cubic lattice is symmetrical about all the three axes, the above directions are equivalent irrespective of order & sign and are part of same direction family."
Question 72,7. Convert [2 1_ 1_ 1] from four-index system to three-index system.,a) [2 1 0],b) [3 0 1],c) [1_ 1_ 1],d) [1_ 2 1],b,Explanation: [u v t w] can be converted to [U V W] using the formulae: i) U = 2u+v ii) V = 2v+u iii) W = w. Four-index systems are generally used for hexagonal lattices.
Question 73,9. Which of the following is a property of Miller indices?,a) They uniquely identify a plane,b) They are always positive,c) They are not fractions,d) None of the mentioned,c,"Explanation: Two or more planes can have same Miller indices which can be negative, zero or positive depending on the intercept on the axes. If the ratios of intercepts to lattice constants come out be fractional, then they are scaled to lowest integers to be represented as Miller indices."
Question 74,1. X-rays have larger wavelengths than which of the following?,a) Gamma rays,b) Beta rays,c) Microwave,d) Visible light,a,Explanation: Larger wavelengths mean less energy. Only gamma rays have higher energy (or shorter wavelengths) than x-rays. Beta rays are actually streaming of particles and have much less energy than x-rays.
Question 75,2. X-ray diffraction patterns are used for studying crystal structure of solids because,"a) They have very high energy, hence they can penetrate through solids","b) They are electromagnetic radiation, and hence do not interact with matter (crystals)",c) Their wavelengths are comparable to inter-atomic distances,d) Their high frequency enables rapid analysis,c,"Explanation: For diffraction to occur, the obstacle size should be comparable to the wavelength of the incident radiation."
Question 76,"3. For destructive interference to take place, the path difference between the two waves should be:",a) n_,b) 2n_,c) (n + 1/2)_,d) (2n + 1)_,a,"Explanation: Constructive interference occurs when the phase difference between two interfering waves is an integral multiple of 2π. Also, the ratio of path difference to wavelength equals that of phase difference to 2π."
Question 77,"5. The Miller indices h, k, and l of parallel planes in a BCC lattice should satisfy which of the following X-ray diffraction reflection rules?",a) h + k + l should be even,"b) h, k, and l should all be either even or odd","c) h, k, and l should form Pythagoras triplet",d) all planes allow reflections,a,"Explanation: If the sum of Miller indices becomes odd for a BCC lattice, destructive interference occurs. See here."
Question 78,6. Minimum interplanar spacing required for Bragg’s diffraction is:,a) _/4,b) _/2,c) _,d) 2_,b,Explanation: Maximum value of incident angle can be 90° for which sine is 1. Hence d = _/2 ( n_ = 2.d.sin_)
Question 79,7. Laue’s model pictures XRD as reflection from parallel crystalline planes. Reflection is different from refraction as:,a) diffraction occurs throughout the bulk,b) intensity of diffracted beams is less,c) diffraction in crystals occurs only at Bragg’s angles,d) all of the mentioned,d,"Explanation: Reflection is a surface phenomenon, and large portions of the incident waves can be reflected. Moreover, reflection can occur at any angle of incidence whereas diffraction patterns (alternative dark and bright bands) occur only at Bragg’s angles."
Question 80,"8. In Bragg’s equation [n_ = 2.d.sin_], _ is the angle between:",a) specimen surface and incident rays,b) normal to specimen surface and incident rays,c) parallel lattice surfaces d distance apart and incident rays,d) normal to parallel lattice surfaces d distance apart and incident rays,c,"Explanation: In the following figure, one can easily deduce that the path difference (PQ + QR) between the two incident waves is 2.d.sin_ using simple trigonometry. "
Question 81,"9. In the powder method of XRD, the intensities of various bright lines are compared to determine the crystal structure. For simple cubic lattice the ratio of intensities at first two maxima are:",a) 1⁄2,b) 3⁄4,c) 1⁄2,d) None of the mentioned,a,"Explanation: For simple cubic lattice, the intensities at subsequent maxima are in the ratio 1:2:3:4:5:6:8"
Question 82,1. Which of the following properties is generally exhibited by amorphous solids?,a) Anisotropy,b) Glass-transition,c) Equal strength of all bonds,d) All of the mentioned,b,"Explanation: Due to random organization of particles, amorphous solids have the same physical properties along all directions, or are isotropic. Random organization of particles also results in unequal bond strengths. Upon cooling, amorphous solids turn into a brittle glass-like state from a flexible rubber-like state. This is called glass-transition."
Question 83,2. Metal glass was first prepared at:,a) California Institute of Technology,b) Massachusetts Institute of Technology,c) Technion,d) University of Michigan,a,"Explanation: Metal glass or amorphous metal was reportedly first produced by W. Klement (Jr.), Willens and Duwez in 1960 at Caltech. It was prepared by rapid cooling (~ 1 MK/s) of molten metal alloys."
Question 84,4. Metal glasses differ from their crystalline counterparts in many ways. Chief application(s) of metal glasses include(s):,a) Bullet-proof glasses,b) Power transformers,c) Conducting wires,d) All of the mentioned,b,"Explanation: Amorphous metals are not transparent and have relatively lower electrical conductivity. However, most metal glasses possess high magnetic susceptibility and low coercivity."
Question 85,6. Soda-lime glass is the most common type of glass. The component present in largest w/w percentage is:,a) SiO2,b) Al2O3,c) Na2O,d) CaO,a,"Explanation: Glass inherits its transparency from crystalline SiO2, also called quartz. However, quartz has very high and narrow glass-transition. To overcome this, small amount of Na2 is added. CaO is also added to prevent water-solubility imparted by soda."
Question 86,7. Lead-oxide glass is called “crystal glass” because:,a) It contains crystalline Pb,b) It contains SiO2 crystals,c) It contains PbO crystals,d) None of the mentioned,d,"Explanation: Well, crystal glass is amorphous, not crystalline. This glass earns its name from its excellent decorative properties and high refractive index."
Question 87,1. Frenkel defect belongs to which of the following classes?,a) Point defect,b) Linear dislocation,c) Interfacial defect,d) Bulk defect,a,Explanation: Frenkel defect occurs when some of the smaller ions shift from their lattice point to interstitial positions.
Question 88,"2. The ratio of the number of vacancies to a total number of lattice points for a metal near melting temperature is of the order of 10-4. For lower temperatures, the ratio:",a) increases,b) decreases,c) remains the same,d) may increase or decrease depending on the metal,b,"Explanation: At lower temperature, less energy is available in the system which means less number of atoms are able to leave their lattice sites to create vacancies."
Question 89,3. Foreign species is present in which of the following defects?,a) Interstitial,b) Vacancy,c) Substitution,d) All of the mentioned,c,"Explanation: In substitution defect, particles of other species having similar sizes replace the host particles in a lattice whereas interstitial defect occurs when particles of the same species are present at interstitial voids."
Question 90,5. Burger vectors are relevant to which of the following crystalline defects?,a) Point defects,b) Line defects,c) Interfacial defects,d) Bulk defects,b,Explanation: Burger vector denotes the magnitude and direction of a line defect.
Question 91,7.  Ferromagnetic material shows strong para-magnetic behaviour due to the formation of domains. These domains belong to:,a) Point defects,b) Linear defects,c) Interfacial defects,d) Bulk defects,c,"Explanation: In ferromagnetic materials, the alignment of magnetic dipoles vary across domain walls. These walls spread across large surfaces but have negligible thickness."
Question 92,8. Electrical conductivity of the specimen is a requirement for which of the following microscopic examination techniques?,a) Optical microscopy,b) Transmission electron microscopy,c) Scanning electron microscopy,d) Scanning probe microscopy,c,Explanation: Non-conducting specimen will develop electrostatic charge due to an incident electron beam. This field tends to produce faults in the signal interpretation.
Question 93,9. Which of the following point defects is non-stoichiometric in nature?,a) Schottky defect,b) Metal excess defect,c) Interstitial defect,d) Impurity defect,b,"Explanation: When alkali halides are heated in an atmosphere of the constituent metal, halide ions diffuse to the surface to react with the vapour particles. This results in excess of cations over anions."
Question 94,10. The solubility of solute in a solvent in a solid solution is governed by Hume-Rothery rules. The solubility is more if:,a) radii of solute are much smaller than that of solvent,b) solute an solvent have a similar crystal structure,c) solute has low valence,d) all of the mentioned,b,"Explanation: For high solubility, the solute-solvent pair should have similar radii, crystal structure, and electronegativity. Moreover, for other factors being equal, a solute with higher valence is more soluble than one having lower valence. "
Question 95,1. Which type of defect are point defects?,a) One dimensional defect,b) Zero dimensional defect,c) Two dimensional defect,d) Three dimensional defect,b,Explanation: Point defects are zero dimensional defects as they cannot extend in any direction in space. Point defects occur where an atom is missing or misplaced in a crystal lattice. The limit of the size of point defect is not defined.
