Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 11,"2. When _ is optical wavelength in vacuum, k is given by k=2_/_. What does k stand for in the above equation?",a) Phase propagation constant,b) Dielectric constant,c) Boltzmann’s constant,d) Free-space constant,a,"Explanation: In the above equation, k= 2_/_, also termed as wave equation, k gives us the direction of propagation and also the rate of change of phase with distance. Hence it is termed as phase propagation constant."
Question 12,3. Constructive interference occurs when total phase change after two successive reflections at upper and lower interfaces is equal to? (Where m is integer),a) 2_m,b) _m,c) _m/4,d) _m/6,a,"Explanation: The component of phase waves which is in x direction is reflected at the interference between the higher and lower refractive index media. It is assumed that such an interference forms a lowest order standing wave, where electric field is maximum at the center of the guide, decaying towards zero."
Question 13,"4. When light is described as an electromagnetic wave, it consists of a periodically varying electric E and magnetic field H which are oriented at an angle",a) 90 degree to each other,b) Less than 90 degree,c) Greater than 90 degree,d) 180 degree apart,a,"Explanation: In case of electromagnetic wave which occur only in presence of both electric and magnetic field, a particular change in magnetic field will result in a proportional change in electric field and vice versa. These changes result in formation of electromagnetic waves and for electromagnetic waves to occur both fields should be perpendicular to each other in direction of wave travelling."
Question 14,5. A monochromatic wave propagates along a waveguide in z direction. These points of constant phase travel in constant phase travel at a phase velocity Vp is given by,a) Vp=_/_,b) Vp=_/c,c) Vp=C/N,d) Vp=mass/acceleration,a,Explanation: Velocity is a function of displacement. Phase velocity Vp is a measure of angular velocity.
Question 15,6. A most important velocity in the study of transmission characteristics of optical fiber is,a) Phase velocity,b) Group velocity,c) Normalized velocity,d) Average velocity,b,Explanation: Group velocity is much important in relation to transmission characteristics of optical fiber. This is because the optical wave propagates in groups or form of packets of light. 
Question 16,7. Refraction is the,a) Bending of light waves,b) Reflection of light waves,c) Diffusion of light waves,d) Refraction of light waves,a,"Explanation: Unlike reflection, refraction involves penetration of a light wave from one medium to another. While penetrating, as it passes through another medium it gets deviated at some angle."
Question 17,8. The phenomenon which occurs when an incident wave strikes an interface at an angle greater than the critical angle with respect to the normal to the surface is called as,a) Refraction,b) Partial internal reflection,c) Total internal reflection,d) Limiting case of refraction,c,"Explanation: Total internal reflection takes place when the light wave is in the more dense medium and approaching towards the less dense medium. Also, the angle of incidence is greater than the critical angle. Critical angle is an angle beyond which no propagation takes place in an optical fiber."
Question 18,1. A multimode step index fiber has a normalized frequency of 72. Estimate the number of guided modes.,a) 2846,b) 2592,c) 2432,d) 2136,b,Explanation: A step-index fiber has a constant refractive index core. The number of guided modes in a step-index fiber are given by M = (V*V)/2. Here M denotes the number of modes and V denotes normalized frequency.
Question 19,"2. A graded-index fiber has a core with parabolic refractive index profile of diameter of 30_m,  NA=0.2, _=1_m. Estimate the normalised frequency.",a) 19.32,b) 18.84,c) 16.28,d) 17.12,b,"Explanation: Normalized frequency for a graded index fiber is given by V= 2_a(NA)/_. Substituting and calculating the values, we get option b. Here, V denotes normalized frequency and NA= numerical aperture."
Question 20,3. A step-index fiber has core refractive index 1.46 and radius 4.5_m. Find the cutoff wavelength to exhibit single mode operation. Use relative index difference as 0.25%.,a) 1.326_m,b) 0.124_m,c) 1.214_m,d) 0.123_m,c,"Explanation: The cutoff wavelength is the wavelength beyond which no single mode operation takes place. On solving _c= 2_an12∆/ V, we get option c. Here, V=2.405, n1= refractive index of core, a=radius of core."
Question 21,5. One of the given statements is true for intermodal dispersion. Choose the right one.,a) Low in single mode and considerable in multimode fiber,b) Low in both single mode and multimode fiber,c) High in both single mode and multimode fiber,d) High in single mode and low in multimode fiber,a,"Explanation: Single mode propagates only one wave or only one mode is transmitted. Therefore, intermodal dispersion is low in single mode. In multimode fibers, higher dispersion may occur due to varying group velocities of propagating modes."
Question 22,"6. For lower bandwidth applications,",a) Single mode fiber is advantageous,b) Photonic crystal fibers are advantageous,c) Coaxial cables are advantageous,d) Multimode fiber is advantageous,d,"Explanation: In multimode fibers, intermodal dispersion occurs. The group velocities often differ which gradually restricts maximum bandwidth attainability in multimode fibers."
Question 23,8. Meridional rays in graded index fibers follow,a) Straight path along the axis,b) Curved path along the axis,c) Path where rays changes angles at core-cladding interface,d) Helical path,b,"Explanation: Meridional rays pass through axis of the core. Due to the varying refractive index at the core, the path of rays is in curved form."
Question 24,9. What is the unit of normalized frequency?,a) Hertz,b) Meter/sec,c) Coulombs,d) It is a dimensionless quantity,d,Explanation: Normalized frequency of optical fiber is the frequency which exists at cut-off condition. There is no propagation and attenuation above cut-off. It is directly proportional to numerical aperture which is a dimensionless quantity; hence itself is a dimensionless quantity.
Question 25,10. Skew rays follow a,a) Hyperbolic path along the axis,b) Parabolic path along the axis,c) Helical path,d) Path where rays changes angles at core-cladding interface,c,"Explanation: The ray which does not pass through the fiber axis is termed as skew ray. Unlike Meridional rays, skew rays are more in number which makes them follow a round path called as helical path."
Question 26,1. An optical fiber has core-index of 1.480 and a cladding index of 1.478. What should be the core size for single mode operation at 1310nm?,a) 7.31_m,b) 8.71_m,c) 5.26_m,d) 6.50_m,d,Explanation: Normalized frequency V<=2.405 is the value at which the lowest order Bessel function J=0. Core size(radius) .
Question 27,3. What is needed to predict the performance characteristicsics of single mode fibers?,a) The intermodal delay effect,b) Geometric distribution of light in a propagating mode,c) Fractional power flow in the cladding of fiber,d) Normalized frequency,b,"Explanation: A mode field diameter (MFD) is a fundamental parameter of single mode fibers. It tells us about the geometric distribution of light. MFD is analogous to core diameter in multimode fibers, except in single mode fibers not all the light that propagates is carried in the core."
Question 28,4. Which equation is used to calculate MFD?,a) Maxwell’s equations,b) Peterman equations,c) Allen Cahn equations,d) Boltzmann’s equations,b,"Explanation: Mode field diameter is an important parameter for single mode fibers because it is used to predict fiber properties such as splice loss, bending loss. The standard technique is to first measure the far-field intensity distribution and then calculating mode field diameter using Peterman equations."
Question 29,5. A single mode fiber has mode field diameter 10.2_mand V=2.20. What is the core diameter of this fiber?,a) 11.1_m,b) 13.2_m,c) 7.6_m,d) 10.1_m,d,"Explanation: For a single mode fiber, MFD=2w0. Here, core radius   Solving this equation, we get a=5.05_m. Core-diameter =2a=10.1_m."
Question 30,6. The difference between the modes’ refractive indices is called as,a) Polarization,b) Cutoff,c) Fiber birefringence,d) Fiber splicing,c,"Explanation: There are two propagation modes in single mode fibers. These two modes are similar but their polarization planes are orthogonal. In actual fibers, there are imperfections such as variations in refractive index profiles. These modes propagate with different phase velocities and their difference is given by Bf =ny – nx. Here, ny and nx are refractive indices of two modes."
Question 31,7. A single mode fiber has a beat length of 4cm at 1200nm. What is birefringence?,a) 2*10-5,b) 1.2*10-5,c) 3*10-5,d) 2,c,"Explanation: Bf=ny– nx= _/Lp. Here, _=wavelength and Lp= beat length. Solving this equation, we will get the answer."
Question 32,8. How many propagation modes are present in single mode fibers?,a) One,b) Two,c) Three,d) Five,b,"Explanation: For a given optical fiber, the number of modes depends on the dimensions of the cable and the variations of the indices of refraction of both core and cladding across the cross section. Thus, for a single mode fiber, there are two independent, degenerate propagation modes with their polarization planes orthogonal."
Question 33,1. Photonic crystal fibers also called as,a) Conventional fibers,b) Dotted fibers,c) Stripped fibers,d) Holey fibers,d,Explanation: Photonic crystal fibers contain a fine array of air holes running longitudinally down the fiber cladding. The microstructure within the fiber is highly periodic. 
Question 34,3. Losses in photonic crystal fibers are reduced to a level of,a) 0.1dB/km,b) 0.2dB/km,c) 0.3dB/km,d) 0.4dB/km,c,Explanation: Conventional fibers have losses of several hundred decibels per km. The invention of photonic crystal tubes has reduced the losses by hundreds of decibels.
Question 35,4. The high index contrast enables the PCF core to be reduced from around 8 _min conventional fiber to,a) Less than 1_m,b) More than 5_m,c) More than 3_m,d)  More than 2_m,a,"Explanation: PCF’s have a wider range of optical properties in comparison with standard fibers. The lesser the core, more is the intensity of light in the core and enhances the non-linear effects. "
Question 36,5. The periodic arrangement of cladding air holes in photonic band gap fibers provides for the formation of a photonic band gap in the,a) H-plane of fiber,b) E-plane of fiber,c) E-H-plane of fiber,d) Transverse plane of fiber,d,"Explanation: Photonic band gap fibers are a class of micro structured fiber in which periodic arrangement of air holes is required. As a PBG fiber exhibits a 2-dimensional band gap, than the wavelengths within this band gap cannot propagate perpendicular to the fiber axis."
Question 37,"6. In index-guided photonic crystal fiber structure, the dark areas are air holes. What does white areas suggests?",a) Air,b) Silica,c) Water,d) Plasma,d,Explanation: Index-guided photonic crystal fibers have greater index contrast because the cladding contains air-holes having refractive index 1. Both index guided and conventional fibers arises from the manner in which guided mode interacts with the cladding region. 
Question 38,7. The unit of measurement of attenuation in optical fibers is,a) km,b) dB,c) dB/km,d) Coulomb’s,c,"Explanation: Attenuation is also referred to as transmission loss. Channel attenuation helped to determine the maximum transmission distance prior to signal restoration. Attenuation is usually expressed in logarithmic unit of decibel. It is given by_dBL = 10 log10Pi / PoWhere _dB= signal attenuation per unit lengthPi & Po = Input and output power"
Question 39,8. The optical fiber incurs a loss in signal power as light travels down the fiber which is called as,a) Scattering,b) Attenuation,c) Absorption,d) Refraction,b,"Explanation: When the light is passed through the fiber, it travels a large amount of distance before it starts fading. It needs restoration in the path. This loss or fading is called as Attenuation."
Question 40,"9. If the input power 100_W is launched into 6 km of fiber, the mean optical power at the fiber output is 2_W. What is the overall signal attenuation through the fiber assuming there are no connectors or splices?",a) 15.23dB,b) 16.98dB,c) 17.12dB,d) 16.62dB,b,"Explanation: Signal attenuation is usually expressed in decibels. It is given bySignal attenuation=10 log10Pi / PoWhere,	 Pi & Po = Input and output power."
Question 41,10. A device which reduces the intensity of light in optical fiber communications is,a) compressor,b) Optical attenuator,c) Barometer,d) Reducer,b,Explanation: A compressor compresses the signal before transmission. It does not affect the intensity of light. Optical attenuator is a device that affects the intensity of light and incurs a loss in transmission.
Question 42,12. When the input and output power in an optical fiber is 120_W & 3_W respectively and the length of the fiber is 8 km. What is the signal attenuation per km for the fiber?,a) 3dB/km,b) 2dB/km,c) 1dB/km,d) 4dB/km,b,"Explanation: Signal attenuation per unit length is given by		_dBL = 10 log10Pi / Po		_dBL = 16 dB                _dB= 16 dB/L= 2dB/km. "
Question 43,1. Which of the following statements best explain the concept of material absorption?,a) A loss mechanism related to the material composition and fabrication of fiber.,b) A transmission loss for optical fibers.,c) Results in attenuation of transmitted light.,d) Causes of transfer of optical power,a,Explanation: Material absorption is a loss mechanism which results in dissipation of transmitted optical power as heat in a waveguide. It can be caused by impurities or interaction with other components of core.
Question 44,2. How many mechanisms are there which causes absorption?,a) One,b) Three,c) Two,d)  Four,b,"Explanation: Absorption is a loss mechanism. It may be intrinsic, extrinsic and also caused by atomic defects."
Question 45,3. Absorption losses due to atomic defects mainly include-,a) Radiation,"b) Missing molecules, oxygen defects in glass",c) Impurities in fiber material,d) Interaction with other components of core,b,"Explanation: Atomic defects are imperfections in the atomic structure of fiber material. Atomic structure includes nucleus, molecules, protons etc. Atomic defects thus contribute towards loss of molecules, oxygen etc."
Question 46,4. The effects of intrinsic absorption can be minimized by-,a) Ionization,b) Radiation,c) Suitable choice of core and cladding components,d) Melting,c,"Explanation: Intrinsic absorption is caused by interaction of light with one or more components of the glass i.e. core. Thus, if the compositions of core and cladding are chosen suitably, this effect can be minimized. "
Question 47,5. Which of the following is not a metallic impurity found in glass in extrinsic absorption?,a) Fe2+,b) Fe3+,c) Cu,d) Si,d,"Explanation: In the optical fibers, prepared by melting techniques, extrinsic absorption can be observed. It is caused from transition metal element impurities. In all these options, Si is a constituent of glass and it cannot be considered as an impurity to glass itself."
Question 48,"7. In the given equation, state what _r suggests;",a) Radius of curvature,b) Refractive index difference,c) Radiation attenuation coefficients,d) Constant of proportionality,c,Explanation: Above equation represents the fiber loss. This loss is seen at bends and curves as the fibers suffer radiation losses at curves. These radiation losses are represented by a radiation attenuation coefficient (_r).
Question 49,"8. A multimode fiber has refractive indices n1= 1.15, n2=1.11 and an operating wavelength of 0.7_m. Find the radius of curvature?",a) 8.60_m,b) 9.30_m,c) 9.1_m,d) 10.2_m,b,"Explanation: The radius of curvature of the fiber bend of a multimode fiber is given byWhere, Rc = radius of curvaturen1, n2= refractive indices_= wavelength."
Question 50,"9. A single mode fiber has refractive indices n1=1.50, n2= 2.23, core diameter of 8_m, wavelength=1.5_m cutoff wavelength= 1.214_m. Find the radius of curvature?",a) 12 mm,b) 20 mm,c) 34 mm,d) 36 mm,c,"Explanation: The radius of curvature of the fiber bend of a single mode fiber is given by-Where R= radius of curvature,n1, n2= refractive indices,_c= cutoff wavelength,_= operating wavelength."
Question 51,1. Rayleigh scattering and Mie scattering are the types of, a) Linear scattering losses, b) Non-linear scattering losses, c) Fiber bends losses, d) Splicing losses,a, Explanation: Rayleigh scattering and Mie scattering both result from non-ideal physical properties of the fiber. These losses may be impossible to eradicate. Linear scattering mechanisms cause the transfer of optical power contained within one propagating mode to be transferred linearly into a different mode.
Question 52,2. Dominant intrinsic loss mechanism in low absorption window between ultraviolet and infrared absorption tails is,a) Mie scattering,b) Rayleigh scattering,c) Stimulated Raman scattering,d) Stimulated Brillouin scattering,b,"Explanation: Rayleigh scattering results from non-ideal physical properties of fiber. It is a type of linear scattering loss and is difficult or impossible to eradicate. Hence, it is termed as dominant intrinsic mechanism."
Question 53,"4. The scattering resulting from fiber imperfections like core-cladding RI differences, diameter fluctuations, strains, and bubbles is",a) Rayleigh scattering,b) Mie scattering,c) Stimulated Brillouin scattering,d) Stimulated Raman scattering,b,Explanation: Linear scattering also occurs at inhomogeneity which are comparable in size with the guided wavelength. These results from non-perfect cylindrical structures of the waveguide and hence caused by fiber imperfections.
Question 54,5. Mie scattering has in-homogeneities mainly in,a) Forward direction,b) Backward direction,c) All direction,d) Core-cladding interface,a,"Explanation: In Mie scattering, the scattering in-homogeneities size is greater than_/10. Also, the scattered intensity has an angular dependence which is very large. The in-homogeneities are mainly in the direction of guided wavelength i.e. in forward direction."
Question 55,7. Raman and Brillouin scattering are usually observed at,a) Low optical power densities,b) Medium optical power densities,c) High optical power densities,d) Threshold power densities,c,"Explanation: Raman and Brillouin scattering mechanism are non-linear. They provide optical gain but with a shift in frequency, thus contributing to attenuation for light transmission at a particular wavelength. They can be seen at high optical power densities."
Question 56,9. A single-mode optical fiber has an attenuation of 0.3dB/km when operating at wavelength of 1.1_m. The fiber core diameter is 4_mand bandwidth is 500 MHz. Find threshold optical power for stimulated Brillouin scattering.,a) 11.20 mw,b) 12.77 mw,c) 13.08 mw,d) 12.12 mw,b,"Explanation: The threshold optical power stimulated Brillouin scattering is given by-                                PB= 4.4*10-3d2_2_dBv		Where,  PB= threshold optical power			d= diameter of core			_= wavelength			_dB=attenuation."
Question 57,"10. 0.4 dB/km, 1.4_m, 6_m, 550MHz. Find threshold optical power for stimulated Raman scattering.",a) 1.98 W,b) 1.20 W,c) 1.18 W,d) 0.96 W,c,"Explanation: The threshold optical power stimulated Raman scattering is given by- PR= 5.9*10-2d2__dB Where, PR= optical power for Raman scattering d= diameter of core _= wavelength _dB=attenuation."
Question 58,11. Stimulated Brillouin scattering is mainly a,a) Forward process,b) Backward process,c) Upward process,d) Downward process,b,Explanation: The incident photon in Stimulated Brillouin scattering reduces a phonon of acoustic frequency as well as scattered photon. This produces an optical frequency shift which varies with the scattering angle. This frequency shift is max. in backward direction reducing to zero in forward direction making Stimulated Brillouin scattering a backward process.
Question 59,13. Stimulated Raman scattering occur in,a) Forward direction,b) Backward direction,c) Upward direction,d) Forward and backward direction,d,Explanation: Stimulated Raman scattering is similar to Stimulated Brillouin scattering except that a high frequency phonon is generated in Stimulated Raman scattering. Stimulated Raman scattering can occur in forward and backward direction as it has optical power threshold higher than Stimulated Brillouin scattering. 
Question 60,14. Stimulated Raman scattering may have an optical power threshold of may be three orders of magnitude,a) Lower than Brillouin threshold,b) Higher than Brillouin threshold,c) Same as Brillouin threshold,d) Higher than Rayleigh threshold,b,"Explanation: Stimulated Raman scattering involves generation of high- frequency phonon. Stimulated Brillouin scattering on the other hand, involves generation of an acoustic phonon in a scattering process."
Question 61,1. What is dispersion in optical fiber communication?,a) Compression of light pulses,b) Broadening of transmitted light pulses along the channel,c) Overlapping of light pulses on compression,d) Absorption of light pulses,b,"Explanation: Dispersion of transmitted optical signal causes distortion of analog as well as digital transmission. When the optical signal travels along the channel, the dispersion mechanism causes broadening of light pulses and thus in turn overlaps with their neighboring pulses. "
Question 62,2. What does ISI stands for in optical fiber communication?,a) Invisible size interference,b) Infrared size interference,c) Inter-symbol interference,d) Inter-shape interference,c,Explanation: Dispersion causes the light pulses to broaden and overlap with other light pulses. This overlapping creates an interference which is termed as inter-symbol interference.
Question 63,"3. For no overlapping of light pulses down on an optical fiber link, the digital bit rate BT  must be:",a) Less than the reciprocal of broadened pulse duration,b) More than the reciprocal of broadened pulse duration,c) Same as that of than the reciprocal of broadened pulse duration,d) Negligible,a,"Explanation: The digital bit rate and pulse duration are always inversely proportional to each other.B T < = _ _Where B T = bit rate           2_= duration of pulse."
Question 64,5. 3dB optical bandwidth is always ___________ the 3dB electrical bandwidth.,a) Smaller than,b) Larger than,c) Negligible than,d) Equal to,b,"Explanation: Optical bandwidth is half of the maximum data rate. For non-return:0 (NRZ), bandwidth is same as bit rate. The bandwidth B for metallic conductors is defined by electrical 3dB points. Optical communication uses electrical circuitry where signal power has dropped to half its value due to modulated portion of modulated signal."
Question 65,"6. A multimode graded index fiber exhibits a total pulse broadening of 0.15_sover a distance of 16 km. Estimate the maximum possible bandwidth, assuming no intersymbol interference.",a) 4.6 MHz,b) 3.9 MHz,c) 3.3 MHz,d) 4.2 MHz,c,"Explanation: The maximum possible bandwidth is equivalent to the maximum possible bitrate. The maximum bit rate assuming no inter-symbol interference is given by B T = _ _Where B T = bandwidth."
Question 66,"7. What is pulse dispersion per unit length if for a graded index fiber, 0.1_s pulse broadening is seen over a distance of 13 km?",a) 6.12ns/km,b) 7.69ns/km,c) 10.29ns/km,d) 8.23ns/km,b,"Explanation: The dispersion mechanism causes broadening of light pulses. The pulse dispersion per unit length is obtained by dividing total dispersion of total length of fiber.Dispersion = 0.1*10-6/13= 7.69 ns/km."
Question 67,10. The optical source used in a fiber is an injection laser with a relative spectral width __/_ of 0.0011 at a wavelength of 0.70_m. Estimate the RMS spectral width.,a) 1.2 nm,b) 1.3 nm,c) 0.77 nm,d) 0.98 nm,c,"Explanation: The relative spectral width __/_= 0.01 is given. The rms spectral width can be calculated as follows:__ /_ = 0.0011__ = 0.0011_    = 0.0011*0.70*10-6    = 0.77 nm."
Question 68,"11. In waveguide dispersion, refractive index is independent of",a) Bit rate,b) Index difference,c) Velocity of medium,d) Wavelength,d,"Explanation: In material dispersion, refractive index is a function of optical wavelength. It varies as a function of wavelength. In wavelength dispersion, group delay is expressed in terms of normalized propagation constant instead of wavelength. "
Question 69,1. Intermodal dispersion occurring in a large amount in multimode step index fiber results in,a) Propagation of the fiber,b) Propagating through the fiber,c) Pulse broadening at output,d) Attenuation of waves,c,"Explanation: Pulse broadening due to intermodal dispersion is caused due to difference in propagation delay between different modes in the multimode fiber. As different modes travel with different group velocities, the pulse width at output depends on transmission time of all modes. This creates difference in overall dispersion which results in pulse broadening."
Question 70,2. After Total Internal Reflection the Meridional ray,a) Makes an angle equal to acceptance angle with the axial ray,b) Makes an angle equal to critical angle with the axial ray,c) Travels parallel equal to critical angle with the axial ray,d) Makes an angle equal to critical angle with the axial ray,d,"Explanation: The Meridional ray travels along the axis of the fiber. When the ray is incident, makes an angle equal to acceptance angle and thus it propagates through the fiber. As the propagating ray gets refracted from the boundary, it makes an angle (i.e. critical angle) with the normal. "
Question 71,3. Consider a single mode fiber having core refractive index n1= 1.5.,The fiber length is 12m. Find the time taken by the axial ray to travel along the fiber,a) 1.00_sec,b) 0.06_sec,c) 0.90_sec,b,"Explanation: The time taken by the axial ray to travel along the fiber gives the minimum delay timeTmin= Ln1/c Where L= length of the fibern1= Refractive index of corec= velocity of light in vacuum."
Question 72,4. A 4 km optical link consists of multimode step index fiber with core refractive index of 1.3 and a relative refractive index difference of 1%. Find the delay difference between the slowest and fastest modes at the fiber output.,a) 0.173 _sec,b) 0.152 _sec,c) 0.96 _sec,d) 0.121 _sec,a,"Explanation: The delay difference is given by_Ts = Ln1/cWhere _Ts = delay difference n1= core refractive index _ = Relative refractive index difference c= velocity of light in vacuum."
Question 73,5. A multimode step-index fiber has a core refractive index of 1.5 and relative refractive index difference of 1%. The length of the optical link is 6 km. Estimate the RMS pulse broadening due to intermodal dispersion on the link.,a) 92.6 ns,b) 86.7 ns,c) 69.3 ns,d) 68.32 ns,b,"Explanation: The RMS pulse broadening due to intermodal dispersion is obtained by the equation is given below: _s = Ln1_/2√3c Where  _s = RMS pulse broadening L = length of optical link C = velocity of light in vacuum n1 = core refractive index."
Question 74,7. The index profile of a core of multimode graded index fiber is given by-,a)  N (r) = n1 [1 – 2_(r2/a)2]1/2; r<a,b) N (r) = n1 [3 – 2_(r2/a)2]1/2; r<a,c)  N (r) = n1 [5 – 2_(r2/a)2]1/2; r>a,d)  N (r) = n1 [1 – 2_(r2/a)2]1/2; r<a,d,"Explanation: In multimode graded index fibers, many rays can propagate simultaneously. The Meridional rays follow sinusoidal trajectories of different path length which results from index grading."
Question 75,9. Estimate RMS pulse broadening per km due to intermodal dispersion for multimode step index fiber where length of fiber is 4 km and pulse broadening per km is 80.6 ns.,a) 18.23ns/km,b) 20.15ns/km,c) 26.93ns/km,d) 10.23ns/km,b,"Explanation:The RMS pulse broadening per km due to intermodal dispersion for multimode step index fiber is given by(_s(1 km)/L= 80.6/4=20.15Where L= length of fiber_s= pulse broadening."
Question 76,10. Practical pulse broadening value for graded index fiber lies in the range of,a) 0.9 to 1.2 ns/km,b) 0.2 to 1 ns/km,c) 0.23 to 5 ns/km,d) 0.45 to 8 ns/km,b,"Explanation: As all optical fiber sources have a finite spectral width, the profile shape must be altered to compensate for this dispersion mechanism. The minimum overall dispersion for graded index fiber is also limited by other intermodal dispersion mechanism. Thus pulse broadening values lie within range of 0.2 to 1 ns/km."
Question 77,11. The modal noise occurs when uncorrected source frequency is,a) _f>>1/_T,b) _f=1/_T,c) _f<<1/_T,d) Negligible,a,Explanation: Modal noise is dependent on change in frequency. Frequency is inversely proportional to time. The patterns are formed by interference of modes from a coherent source when coherence time of source is greater than intermodal dispersion time _T within fiber.
Question 78,"12. Disturbance along the fiber such as vibrations, discontinuities, connectors, splices, source/detectors coupling result in",a) Modal noise,b) Inter-symbol interference,c) Infrared interference,d) Pulse broadening,e,Answer: Disturbance along the fiber cause fluctuations in specific pattern. These speckle patterns have characteristics time longer than resolution time of detector and is known as modal noise.
Question 79,13. The modal noise can be reduced by,a) Decreasing width of signal longitudinal mode,b) Increasing coherence time,c) Decreasing number of longitudinal modes,d) Using fiber with large numerical aperture,d,"Explanation: Disturbances along fiber cause fluctuations in speckle patterns. Fibers with large numerical apertures support the transmission of large number of modes giving greater number of speckle, thereby reducing modal noise."
Question 80,1. A multimode step index fiber has source of RMS spectral width of 60nm and dispersion parameter for fiber is 150psnm-1km-1. Estimate rms pulse broadening due to material dispersion.,a) 12.5ns km-1,b) 9.6ns km-1,c) 9.0ns km-1,d) 10.2ns km-1,c,"Explanation: The RMS pulse broadening per km due to material dispersion is given by_m(1 km) = __LM      = 60*1* 150pskm-1      = 9.0nskm-1 Where __= rms spectral widthL= length of fiberM = dispersion parameter."
Question 81,2. A multimode fiber has RMS pulse broadening per km of 12ns/km and 28ns/km due to material dispersion and intermodal dispersion resp. Find the total RMS pulse broadening.,a) 30.46ns/km,b) 31.23ns/km,c) 28.12ns/km,d) 26.10ns/km,a,"Explanation:  The overall dispersion in multimode fibers comprises both chromatic and intermodal terms. The total RMS pulse broadening _T is given byWhere _m = RMS pulse broadening due to material dispersion              _i= RMS pulse broadening due to intermodal dispersion."
Question 82,3. _g= d_ / C*dk. What is _ in the given equation?,a) Attenuation constant,b) Propagation constant,c) Boltzmann’s constant,d) Free-space,b,Explanation: Above given equation is an equation of transit time or a group delay(_g) for a light pulse. This light pulse is propagating along a unit length of a single mode fiber.
Question 83,5. A single mode fiber has a zero dispersion wavelength of 1.21_m and a dispersion slope of 0.08 psnm-2km-1. What is the total first order dispersion at wavelength 1.26_m.,a) -2.8psnm-1 km-1,b) -3.76psnm-1 km-1,c) -1.2psnm-1 km-1,d)  2.4psnm-1 km-1,b,"Explanation:  The total first order dispersion for fiber at two wavelength is obtained byDT(1260 nm) = _S0/4 [1-(_0/_)4]= (1260*0.08*10-12)/4* (1-[1550/1260] 4)= -3.76psnm-1km-1Where_0= zero dispersion wavelength _= wavelength S0=dispersion slopeDT= total first order dispersion."
