Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 24,10. What the number that measures an object’s resistance to being deformed elastically when stress is applied to it?,a) Elastic modulus,b) Plastic modulus,c) Poisson’s ratio,d) Stress modulus,a,Explanation: The elastic modulus is the ratio of stress to strain.
Question 25,1. The law which states that within elastic limits strain produced is proportional to the stress producing it is known as,a) Bernoulli’s law,b) Hooke’s law,c) Stress law,d) Poisson’s law,b,Explanation: Hooke’s law states that strain is directly proportional to strain produced by the stress when a material is loaded within elastic limit.
Question 26,"2. For an isotropic, homogeneous and elastic material obeying Hooke’s law, number of independent elastic constants is",a) 2,b) 3,c) 9,d) 1,b,"Explanation: There are 3 constants Young’s modulus, Shear modulus and Bulk modulus."
Question 27,3. What is the factor of safety?,a) The ratio of stress to strain,b) The raio of permissible stress to the ultimate stress,c) The ratio of ultimate stress to the permissible stress,d) The ratio of lonitudinal strain to stress,c,Explanation: Factor of safety is the ratio of ultimate stress to the permissible stress.
Question 28,4. What is Hooke’s law for 1-D system?,a) The relation between normal stress and corresponding strain,b) The relation between shear stress and corresponding strain,c) The relation between lateral strain and corresponding stress,d) None of the mentioned,a,"Explanation: For 1-D system, the stress will be only of one direction. Lateral stress is for an area while normal stress is of a length."
Question 29,5. Limit of proportionality depends upon,a) Area of cross-section,b) Type of loading,c) Type of material,d) All of the mentioned,a,"Explanation: The proportionality limit is proportional to the area of cross-section. The material type, and loading type will have no influence on the proportionality limit."
Question 30,"6. The stress at which extension of a material takes place more quickly as compared to the increase in load, is called",a) Elastic point,b) Plastic point,c) Breaking point,d) Yielding point,d,"Explanation: On the stress strain curve, on the elastic point the stress of a material takes place more quickly. "
Question 31,7. Which of these is a non-hoookean material?,a) Steel,b) Rubber,c) Aluminium,d) Copper,b,Explanation: Rubber is generally regarded as a “non-hookean” material because its elasticity is stress dependent and sensitive to temperature and loading rate. 
Question 32,"8. Where in the stress-strain curve, the hooke’s law is valid?",a) Strain hardening region,b) Necking region,c) Elastic range,d) Valid everywhere,c,Explanation: The hooke’s law itself states that it is valid only up to the elastic range of the material I.e. only to that limit where the material is behaving elastic. 
Question 33,9. Highest value of stress for which Hooke’s law is applicable for given material is called,a) Stress limit,b) Strain limit,c) Proportional limit,d) Significant limit,c,"Explanation: The hooke’s law is valid only when the stress is proportional to the strain, that is only in the proportionality limit. "
Question 34,1. The slope of the stress-strain curve in the elastic deformation region is,a) Elastic modulus,b) Plastic modulus,c) Poisson’s ratio,d) None of the mentioned,a,Explanation: The elastic modulus is the ratio of stress and strain. So on the stress strain curve it is the slope. 
Question 35,2. What is the stress-strain curve?,a) It is the percentage of stress and stain,b) It is the relationship between stress and strain,c) It is the difference between stress and strain,d) None of the mentioned,b,Explanation: The relationship between stress and strain on a graph is the stress strain curve. It represents the change in stress with change in strain. 
Question 36,3. Which point on the stress strain curve occur after proportionality limit?,a) Upper yield point,b) Lower yield point,c) Elastic limit,d) Ultimate point,c,Explanation: The curve will be stress strain proportional upto the proportionality limit. After these the elastic limit will occur. 
Question 37,4. Which point on the stress strain curve occur after lower yield point?,a) Yield plateau,b) Upper yield point,c) Ultimate point,d) None of the mentioned,a,"Explanation: The points on the curve comes in the given order,   A. proportionality limit   B. elastic limit   C. upper yield point   D. lower yield point   E. yield plateau   F. ultimate point   G. breaking point.  "
Question 38,5. Which point on the stress strain curve occur after yield plateau?,a) lower yield point,b) Upper yield point,c) Ultimate point,d) Breaking point,c,Explanation: After the yield plateau the curve will go up to its maximum limit of stress which is its ultimate point. 
Question 39,6. Which point on the stress strain curve occur after the ultimate point?,a) last point,b) Breaking point,c) Elastic limit,d) Material limit,b,Explanations: After the ultimate point the value of stress will reduce on increasing of strain and ultimately the material will break. 
Question 40,7. Elastic limit is the point,a) up to which stress is proportional to strain,b) At which elongation takes place without application of additional load,"c) Up to which if the load is removed, original volume and shapes are regained",d) None of the mentioned,c,Explanation: The elastic limit is that limit up to which any material behaves like an elastic material. 
Question 41,11. Where is the necking region?,a) Area between lower yield point and upper yield point,b) Area between plastic limit and elastic limit,c) Area between ultimate point and initial point,d) Area between the ultimate point and rupture,d,Explanation: Necking is a tensile strain deformation which is cased in after the ultimate amount of stress occur in the material. 
Question 42,1. The property of a material by which it can be drawn into thin wires is?,a) Malleability,b) Plasticity,c) Ductility,d) Elasticity,c,Explanation: The ductile material can be drawn into wires because it can resist large deformation.Malleability is the property by which it can be made into thin sheets. 
Question 43,"2. If a material has identical elastic properties in all directions, it is called",a) Elastic,b) Isotropic,c) Plastic,d) Homogeneous,b,Explanation: An homogeneous material is that with uniform composition. An elastic and plastic are different on the criteria.
Question 44,3. Why is the strain the fundamental property but not the stress?,a) Because it is dimensionless,b) Because it is a ratio,c) Because it’s value is calculated in laboratory,d) No stress is the fundamental property,c,Explanation: The stress is the fundamental property because it is calculated in laboratory. It is a non dependable value. 
Question 45,4. The material in which large deformation is possible before absolute failure by rupture is called,a) Plastic,b) Elastic,c) Brittle,d) Ductile,d,Explanation: The ductile material can be drawn into wires because it can resist large deformation before it fails.
Question 46,5. What is creep?,a) Gradual increase of plastic strain with time at constant load,b) Gradual increase of elastic strain with time at constant load,c) Gradual increase of plastic strain with time at varying load,d) Gradual increase of elastic strain with time at varying load,a,"Explanation: Creep is the property by virtue of which a metal specimen undergoes additional deformation with the passage of time under sustained loading within elastic limit. It is permanent in nature and cannot be recovered after removal of load, hence is plastic in nature."
Question 47,"6. If a material has different elastic properties in perpendicular directions, it is called",a) Elastic,b) Isotropic,c) Orthotropic,d) Plastic,c,Explanation: Isotropic material has same elastic properties but ortho tropic material has same.
Question 48,7. Which one of the following pairs is NOT correctly matched?,a) Visco-elastic              : small plastic zone,b) Orthotropic material       :  different properties in three perpendicular directions,c) Strain hardening material  :  stiffening effect felt at some stage,d) Isotropic material         :  same physical property in all directions at a point,a,"Explanation: Visco-elastic material exhinit a mixture of creep and elastic after effects at room temperature. Thus their behaviour is time dependent .  Materials with different properties in different directions are called anisotropic. Orthotropic material is a special case of an anisotropic material in three mutually perpendicular directions. However, these are symmetric about any axis."
Question 49,"8. The phenomenon of slow extension of materials having constant load, I.e. increasing with the time is called",a) Creeping,b) Yielding,c) Breaking,d) None of the mentioned,a,"Explanation: The creeping is the phenomenon of deformation in materials which have been under load for several time. When the load is put on the material, initially it deforms but when the load is not removed, it causes a small amount of deformation which increases with time."
Question 50,1. What will be the elastic modulus of a material if the Poisson’s ratio for that material is 0.5?,a) equal to its shear modulus,b) Three times its shear modulus,c) Four times its shear modulus,d) Not determinable,b,"Explanation:Explanation: Elastic modulus = E          Shear modulus = G          E = 2G ( 1 + _ )  Given, _= 0.5 ,    E = 2_1.5xG           E = 3G."
Question 51,"3. A solid metal bat of uniform diameter D and length L is hung vertically from a ceiling. If the density of the material of the bar is 1 and the modulus of elasticity is E , then the total elongation of the bar due to its own weight will be",a) L/2E,b) L2/2E,c) E/2L,d) E/2L2,b,"Explanation: The elongation of bar due to its own weight is _= WL/2AE           Now  W = _AL            There fore  _= L2 / 2E."
Question 52,4. A bar of diameter 30mm is subjected to a tensile load such that the measured extension on a gauge length of 200mm is 0.09mm and the change in diameter is 0.0045mm. Calculate the Poissons ratio?,a) 1/3,b) 1/4,c) 1/5,d) 1/6,a,"Explanation:  Longitudinal strain = 0.09/200            Lateral strain = – 0.0045/30           Poissons ratio = – lateral strain/ longitudinal strain                       = 0.0045/30 x 200/0.09                       = 1/3.  "
Question 53,5. What will be the ratio of Youngs modulus to modulus of rigidity of a material having Poissons ratio 0.25?,a) 3.75,b) 3.00,c) 1.5,d) 2.5,d,"Explanation: Modulus of rigidity , G = E / 2(1 + _)   Therefore, E / G  =  2x(1+0.25)  =  2.5. "
Question 54,6. An experiment was done and it was found that the bulk modulus of a material is equal to its shear modulus. Then what will be its Poissons ratio ?,a) 0.125,b) 0.150,c) 0.200,d) 0.375,a,"Explanation:  We know that, _ = (3K – 2G) / (6K + 2G)           Here  K = G  Therefore, _ = 3-2 / 6+2  =  0.125."
Question 55,7. A bar of 40mm dia and 40cm length is subjected to an axial load of 100 kN. It elongates by 0.005mm. Calculate the Poissons ratio of the material of bar ?,a) 0.25,b) 0.28,c) 0.30,d) 0.33,d,"Explanation: Longitudinal strain = 0.150/400  =  0.000375          Lateral strain = – 0.005/40  = -0.000125         Poissons ratio = – lateral strain / longitudinal strain                     = 0.33. "
Question 56,8. What will be the approximate value of shear modulus of a material if the modulus of elasticity is 189.8 GN/m2 and its Poissons ratio is 0.30?,a) 73 GN/m2,b) 80 GN/m2,c) 93.3 GN/m2,d) 103.9 GN/m2,a,"Explanation: The relationship between E, G, and _ is given byis given by       E = 2G (1 + _ )       G = 189.8 / 2(1 + 0.30)       G = 73 GN/m2"
Question 57,9. What will be the modulus of rigidity if the value of modulus of elasticity is 200 and Poissons ratio is 0.25 ?,a) 70,b) 80,c) 125,d) 250,b,"Explanation: The relationship between E, G and  _ is E = 2G (1 + _) 	advertisement	    freestar.queue.push(function () { googletag.display('Sanfoundry_300x250_320x50_BTF_1'); });	            G = 200 / 2( 1 + 0.25)            G = 80. "
Question 58,1. A circular rod of dia 30 mm and length 200mm is extended to 0.09mm length and 0.0045 diameter through a tensile force. What will be its Poissons ratio ?,a) 0.30,b) 0.31,c) 0.32,d) 0.33,d,"Explanation: Poissons ratio =  lateral strain / longitudinal strain                   = _D/D x L/_L                   = 0.0045/30 x 200/0.09                   = 0.33."
Question 59,2. The Poissons ratio of a material is 0.3. what will be the ratio of Youngs modulus to bulk modulus ?,a) 1.4,b) 1.2,c) 0.8,d) 0.6,b,"Explanation: As we know E = 3k(1- 2_)So  E/K  =  3(1-2_0.3)  =  1.2."
Question 60,3. What is the bulk modulus of elasticity ?,a) The ratio of shear stress to shear strain,b) The ratio of direct stress to direct strain,c) The ratio of volumetric stress to volumetric strain,d) The ratio of direct stress to volumetric strain,d,"Explantion: When a body is subjected to the mutually perpendicular like and equal direct stresses, the ratio of direct stress to the corresponding volumetric strain strain is found to be constant for a given material when the deformation is within a certain limit. This ratio is known as bulk modulus. "
Question 61,"4. For a material, Youngs modulus is given as 1.2 x 105 and Poissons ratio 1/4. Calculate the bulk modulus.",a) 0.7 x 105,b) 0.8 x 105,c) 1.2 x 105,d) 1.2 x 105,b,"Explanation: The bulk modulus is given as   K = E / 3(1 – 2_)                                      = 1.2 x 105 / 3(1 – 2/4)                                      = 0.8 x 105."
Question 62,"5. Determine the Poissons ratio and bulk modulus of a material, for which Youngs modulus is 1.2 and modulus of rigidity is 4.8.",a) 7,b) 8,c) 9,d) 10,b,"Explanation: As we know,  E = 2C(1 + _)_= 0.25                 K  = E / 3(1 – 2_)                    = 8."
Question 63,6. The Youngs modulus of elasticity of a material is 2.5 times its modulus of rigidity. Then what will be its Poissons ratio?,a) 0.25,b) 0.33,c) 0.50,d) 0.60,a,Explanation: As we know E = 2G(1 + _) so putting the values of E = 2.5G then we get _= 0.25.
Question 64,7. How the elastic constants E and K are related ?,a) E = 2K(1 – 2_),b) E = 3K(1 – 2_),c) E = 2K(1 – _),d) E = K(1 – 2_),b,Explanation: As  E = 2G(1 + _) = 3K(1 – 2_). 
Question 65,"8. How many elastic constants does an isotropic, homogeneous ans linearly elastic material have ?",a) 1,b) 2,c) 3,d) 4,b,"Explanation: E, G, K and _ represents the elastic modulus, shear modulus, bulk modulus and poisson_s ratio respectively of a linearly elastic, isotropic and homogeneous material. To express the stress-strain relations completely for this material at lieat any two of the four must be known , E = 2G(1 + _) = 3K(1 – 2_) = 9KG / (3K + G). "
Question 66,9. The modulus of rigidity and the modulus of elasticity of a material are 80 GPa and 200 GPa. What will be the Poissons ratio of the material?,a) 0.25,b) 0.30,c) 0.40,d) 0.50,a,Explanation: As  E = 2G(1 + _) putting E = 200 and G = 80 we get  _ = 0.25.
Question 67,10. Which of the following is true if the value of Poissons ratio is zero?,a) The material is rigid,b) The material is perfectly plastic,c) The longitudinal strain in the material is infinite,d) There is no longitudinal strain in the material,a,Explanation: If the Poissons ratio is zero then the material is rigid.
Question 68,"1. How many elastic constants of a linear, elastic, isotropic material will be?",a) 2,b) 3,c) 1,d) 4,a,"Explanation: Isotropic materials have same properties in all directions. The number of independent elastic constants for such materials is 2. out of E, G, K, and _, if any two constants is known for any linear elastic and isotropic material than rest two can be derived. Examples are steel, aluminium, copper, gold.Orthotropic materials refers to layered stricture such as wood or plywood. The number of independent elastic constants for such materials is 9.Non isotropic or anisotropic materials have different properties in different directions. They show non- homogeneous behaviour. The number of elastic constants is 21. "
Question 69,"2. How many elastic constants of a non homogeneous, non isotropic material will be?",a) 9,b) 15,c) 20,d) 21,d,Explanation: Non isotropic or anisotropic materials have different properties in different directions. They show non- homogeneous behaviour. The number of elastic constants is 21.
Question 70,3. How can be the Poissons ratio be expressed in terms of bulk modulus(K) and modulus of rigidity(G) ?,a) (3K – 4G) / (6K + 4G),b) (3K + 4G) /( 6K – 4G),c) (3K -2G) / (6K + 2G),d) (3K + 2G) / (6K – 2G),a,"Explanation: There are four elastic modulus relationships . the relation between Poissons ration, bulk modulus and modulus of rigidity is given as_ = (3K – 4G) / (6K + 4G)."
Question 71,4. Calculate the modulus of resilience for a 2m long bar which extends 2mm under limiting axial stress of 200 N/mm2 ?,a) 0.01,b) 0.20,c) 0.10,d) 0.02,c,"Explanation: Modulus of resilience  =  f2/2E                               = 200_2/2_2000                              = 0.10 "
Question 72,"5. In an experiment , the bulk modulus of elasticity of a material is twice its modulus of rigidity. The Poissons ratio of the material is",a) 1/7,b) 2/7,c) 3/7,d) 4/7,b,"Explanation: As we know,  _= (3K – 2G) / (6K + 2G)           Given  K = 2G      Then,  _ = (6G – 2G) / (12G + 2G)  =  4/14  = 2/7."
Question 73,6. What will be the value of the Poisson_s ratio if the Youngs modulus E is equal to the bulk modulus K ?,a) 1/2,b) 1/4,c) 1/3,d) 3/4,c,"Explanation:   K = E / 3(1 – 2_)            Since K = E   So   (1-2_)  =  1/3   Therefore, _ = 1/3."
Question 74,7. What is the expression for modulus of rigidity in terms of modulus of elasticity and the Poissons ratio?,a) G = 3E / 2(1 + _),b) G = 5E / (1 + _),c) G = E / 2(1 + _),d) G = E/ (1 + 2_),c,"Explanation: The relation between the modulus of rigidity, modulus of elasticity and the Poissons ratio is given as      G = E / 2(1 + _)."
Question 75,"8. What is the relationship between Youngs modulus E , modulus of rigidity C, and bulk modulus K ?",a) E = 9KC / (3K + C),b) E = 9KC / (9K + C),c) E = 3KC / (3K + C),d) E = 3KC / (9K + C),a,"Explanation: The relationship between E, K, C is given by       E = 9KC / (3K + C)."
Question 76,9. What is the limiting values of Poissons ratio ?,a) -1 and 0.5,b) -1 and -0.5,c) -1 and -0.5,d) 0 and 0.5,d,"Explanation: The value of Poisson_s ratio varies from 0 to 0.5. For rubber, its value ranges from .45 to 0.50."
Question 77,10. What is the relationship between modulus of elasticity and modulus of rigidity?,a) C = E / 2(1 + _),b) C = E / (1 + _),c) C = 2E / (1 + _),d) C = 2E / 2(1 + _),c,"Explanation: The relation is given by calculating the tensile strain of square block is given by taking tensile strain in a diagonal. On equating that stains we get the relation,          C = E / 2(1 + _)."
Question 78,1. What is the ratio of Youngs modulus E to shear modulus G in terms of Poissons ratio?,a) 2(1 + _),b) 2(1 – _),c) 1/2 (1 – _),d) 1/2 (1 + _),a,Explanation: As we know     G = E / 2(1 +_) so  this gives the ratio of E to G = 2(1 + _).
Question 79,"2. The relationship between Youngs modulus E, bulk modulus K if the value of Poissons ratio is unity will be",a) E = -3K,b) K = -3E,c) E = 0,d) K = 0,a,Explanation: As E = 2G(1 + _) putting  _=1 we get E = -3K.
Question 80,3. A rod of length L and diameter D is subjected to a tensile load P. which of the following is sufficient to calculate the resulting change in diameter?,a) Youngs modulus,b) Poissons ratio,c) Shear modulus,d) Both Youngs modulus and shear modulus,a,Explanation: For longitudinal strain we need Youngs modulus and for calculating transverse strain we need Poissons ratio. We may calculate Poissons ratio from E = 2G(1 + _) for that we need shear modulus.
Question 81,"4. E, G, K and _ elastic modulus, shear modulus, bulk modulus and Poissons ratio respectively. To express the stress strain relations completely for this material, at least","a) E, G and _must be known","b) E, K and _must be known",c) Any two of the four must be known,d) All the four must be known,c,"Explanation: As  E = 2G(1 + _) = 3K(1 – 2_) = 9KG / (3K + G) ,  if any two of these four are known , the other two can be calculated by the relations between them."
Question 82,5. Youngs modulus of elasticity and Poissons ratio of a material are 1.25 x 102 MPa and 0.34 respectively. The modulus of rigidity of the material is,a) 0.9469 MPa,b) 0.8375 MPa,c) 0.4664 MPa,d) 0.4025 MPa,c,"Explanation: As E = 2G(1 + _)           1.25 x 102  = 2G(1 + 0.34)          G = 0.4664 x 102  MPa."
Question 83,"6. If E,G and K have their usual meanings , for an elastic material , then which one of the following be possibly true?",a) G =2K,b) G = K,c) K = E,d) G = E = K,c,"Explanation: As E = 2G(1 + _) = 3K(1 – 2_) = 9KG / (3K + G)          The value of _ must be between 0 to 0.5, so as E never equal to G but if _ = 1/3, then E=K ."
Question 84,7. If a material had a modulus of elasticity of 2.1 kgf/cm2 and a modulus of rigidity of 0.8 kgf/cm2 then what will be the approximate value of the Poissons ratio?,a) 0.26,b) 0.31,c) 0.47,d) 0.43,b,Explanation: on using E = 2G(1 + _) we can put the values of E and G to get the Poissons value.
Question 85,8. Consider the following statements:, X. Two-dimensional stresses applied to a thin plater in its own plane represent the plane stress condition., Y. Normal and shear stresses may occur simultaneously on a plane.," Z. Under plane stress condition, the strain in the direction perpendicular to the plane is zero.",Which of the above statements are correct?,d,"Explanation: Under plane stress condition, the strain in the direction perpendicular to the plane is not zero. It has been found experimentally that when a body is stressed within elastic limit, the lateral strain bears a constant ratio to the linear strain."
Question 86,"9. What is the relationship between the linear elastic properties Youngs modulus, bulk modulus and rigidity modulus?",a) 1/E = 9/k + 3/G,b) 9/E = 3/K + 1/G,c) 3/E = 9/K + 1/G,d) 9/E = 1/K + 3/G,d,"Explanation:  We can use E = 2G(1 + _) = 3K(1 – 2_) = 9KG / (3K + G) to get the relation between E,K and G."
Question 87,"10. Which of the relationship between E, G and K is true , where E, G and K have their usual meanings?",a) E = 9KC / (3K + C),b) E = 9KC / (9K + C),c) E = 3KC / (9K + C),d) E = 3KC / (3K + C),a,Explanation: As we know E = 2G(1 + _) = 3K(1 – 2_) = 9KG / (3K + G). 
Question 88,1. In the given figure a stepped column carries loads. What will be the maximum normal stress in the column at B in the larger diameter column if the ratio of P/A here is unity?,a) 1/1.5,b) 1,c) 2/1.5,d) 2,c,"Explanation: Normal stress at B = Total load acting at B / Area of cross-section at B                         = (P + P) / 1.5 A = 2P/ 1.5A = 2/1.5."
Question 89,2. The stress which acts in a direction perpendicular to the area is called,a) shear stress,b) Normal stress,c) Thermal stress,d) None of the mentioned,b,Explanations: Normal stress acts in direction perpendicular to the area. Normal stress is of two types tensile and compressive stress. 
Question 90,3. Which of these are types of normal stresses?,a) Tensile and compressive stresses,b) Tensile and thermal stresses,c) Shear and bending,d) Compressive and plane stresses,a,Explanation: The normal stress is divided into tensile stress and compressive stress. 
Question 91,"4. In a body loaded under plane stress conditions, what is the number of independent stress components ?",a) 1,b) 2,c) 3,d) 6,c,"Explanation: In a body loaded under plane stress conditions, the number of independent stress components is 3 I.e. two normal components and one shear component. "
Question 92,"5. If a bar of large length when held vertically and subjected to a load at its lower end, its won-weight produces additional stress. The maximum stress will be",a) At the lower cross-section,b) At the built-in upper cross-section,c) At the central cross-section,d) At every point of the bar,b,Explanation: The stress is the load per unit area. After the addition of weight in the bar due to its loading on the lower end the force will increase in the upper cross-section resulting the maximum stress at the built-in upper cross-section.
Question 93,6. Which type of stress does in a reinforcement bar is taken by the concrete ?,a) Tensile stress,b) Compressive stress,c) Shear stress,d) Bending stress,b,"Explanation: Concrete has the property of taking good amount of compressive stress. So, In the reinforcement bar the compressive stress is taken by the concrete."
Question 94,"7. A material has Poisson’s ratio of 0.5. If uniform pressure of 300GPa is applied to that material , What will be the volumetric strain of it?",a) 0.50,b) 0.20,c) 0.25,d) Zero,d,"Explanation: As volumetric strain = (1-2_)_/EHere the value of _ is 0.5 so 1 – 2 * 0.5 becomes zero.Therefore whatever be the stress the value of volumetric strain will be zero. "
Question 95,"8. A diagram which shows the variations of the axial load for all sections of the pan of a beam, is called",a) Bending moment diagram,b) Shear force diagram,c) Thrust diagram,d) Stress diagram,d,Explanation: The stress diagram shows the variation of the axial load for all sections of the pan. The bending moment diagram shows the variation of moment in a beam. The shear force diagram shows the variation in the shear force due to loading in the beam.
Question 96,"9. The stress induced in a body, when subjected to two equal and opposite forces which are acting tangentially across the resisting section resulting the shearing of the body across its section is called",a) Bending stress,b) Compressive stress,c) Shear strain,d) Shear stress,d,Explanation: Shear stress makes the body to shear off across section. It is tangential to the area over which it acts. The corresponding strain is the shear strain. 
Question 97,10. What is the formula for shear stress?,a) Shear resistance / shear area,b) Force / unit area,c) Bending strain / area,d) Shear stress / length,a,"Explanation: When force is applied, the twisting divides the body. The resistance is known as shear resistance and shear resistance per unit area is known as shear stress. "
Question 98,11. Which of the following stresses are associated with the tightening of nut on a bolt?,P. Crushing and shear stress in threads,Q. Bending stress due to the bending of bolt,R. Torsional shear stress due to frictional resistance between the nut and the bolt,Select the correct answer using the codes given below,a,Explanation: Bending stress comes when there is some kind of eccentric load. Torsional stress will come when the nut is rotating. Shear stress will come in tightening of nut on bolt. 
Question 99,"12. The transverse shear stress acting in a beam of rectangular cross-section, subjected to a transverse shear load, is",a) variable with maximum at the bottom of the beam,b) Variable with maximum at the top of the beam,c) Uniform,d) Variable with maximum on the neutral axis,d,"Explanation: Maximum value of shear stress at neutral axis is _ = 3/2 _mean So, transverse shear stress is variable with maximum in the neutral axis.  "
Question 100,13. A block 100mm x 100mm base and 10mm height. What will the direct shear stress in the element when a tangential force of 10kN is applied to the upper edge to a displacement 1mm relative to lower face?,a) 1Pa,b) 1MPa,c) 10MPa,d) 100Pa,b,Explanation: Shear stress = 10kN / 100mmx100mm  = 1 N/mm2  = 1MPa. 
Question 101,"1. A beam is said to be of uniform strength, if",a) B.M. is same throughout the beam,b) Shear stress is same through the beam,c) Deflection is same throughout the beam,d) Bending stress is same at every section along its longitudinal axis,d,"Explanation: Beam is said to be uniform strength if at every section along its longitudinal axis, the bending stress is same. "
