Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 14,4. Which of the following is not a step in data analysis ?,a) Obtain the data,b) Clean the data,c) EDA,d) None of the Mentioned,d,Explanation: EDA stands for Exploratory Data Analysis.
Question 15,5. Point out the wrong statement:,a) Simple linear regression is equipped to handle more than one predictor,b) Compound linear regression is not equipped to handle more than one predictor,c) Linear regression consists of finding the best-fitting straight line through the points,d) All of the Mentioned,a,Explanation: Simple linear regression is equipped to handle more than one predictor.
Question 16,6. Which of the following technique comes under practical machine learning ?,a) Bagging,b) Boosting,c) Forecasting,d) None of the Mentioned,b,Explanation: Boosting is an approach to machine learning based on the idea of creating a highly accurate predictor.
Question 17,7. Data Products shown in the below figure is built using which programming language ?,,a) S,b) Python,c) R,c,Explanation: Products mentioned in the figure are web application frameworks written in R.
Question 18,8. Which of the following technique is also referred to as Bagging ?,a) Bootstrap aggregating,b) Bootstrap subsetting,c) Bootstrap predicting,d) All of the Mentioned,a,Explanation: Bagging is used in statistical classification and regression.
Question 19,9. Which of the following is characteristic of Raw Data ?,a) Data is ready for analysis,b) Original version of data,c) Easy to use for data analysis,d) None of the Mentioned,b,Explanation: Raw data is data that has not been processed for use.
Question 20,10. Standard normal RVs are always labelled as Z.,TRUE,FALSE,none,none,b,Explanation: Standard normal RVs are often labelled as Z.
Question 21,1. Which of the following CLI command can also be used to rename files ?,a) rm,b) mv,c) rm -r,d) none of the mentioned,b,Explanation: mv stands for move.
Question 22,2. Point out the correct statement :,a) CLI can help you to organize messages,b) CLI can help you to organize files and folders,c) Navigation of directory is possible using CLI,d) None of the Mentioned,b,Explanation: CLI stands for Command Line Interface.
Question 23,3. Which of the following command allows you to change directory to one level above your parent directory ?,a) cd,b) cd.,c) cd..,d) none of the Mentioned,c,Explanation: cd stands for change directory.
Question 24,4. Which of the following is not a CLI command ?,a) delete,b) rm,c) clear,d) none of the Mentioned,a,Explanation: rm can be used to remove files and directories.
Question 25,5. Point out the wrong statement:,a) Command is the CLI command which does a specific task,b) There is one and only flag for every command in CLI,c) Flags are the options given to command for activating particular behaviour,d) All of the Mentioned,b,"Explanation: Depending on the command,there can be zero or more flags and arguments."
Question 26,6. Which of the following systems record changes to a file over time ?,a) Record Control,b) Version Control,c) Forecast Control,d) None of the mentioned,b,Explanation: Version control is also known as revision control.
Question 27,7. Which of the following is a revision control system ?,a) Git,b) NumPy,c) Slidify,d) None of the mentioned,a,Explanation: Git is a free and open source distributed version control system designed to handle everything from small to very large projects with speed and efficiency.
Question 28,8. Which of the following command line environment is used for interacting with Git ?,a) GitHub,b) Git Bash,c) Git Boot,d) All of the mentioned,b,Explanation: Git for Windows provides a BASH emulation used to run Git from the command line.
Question 29,9. Which of the following web hosting service use Git control system ?,a) GitHub,b) Open Hash,c) Git Bash,d) None of the mentioned,a,"Explanation: GitHub is a Web-based Git repository hosting service, which offers all of the distributed revision control and source code management (SCM) functionality of Git."
Question 30,10. cp command can be used to copy the content of directories.,TRUE,FALSE,none,none,a,Explanation: -r flag should be used for copying the content.
Question 31,1. Which of the following adds all new files to local repository ?,a) git add .,b) git add -u,c) git add -A,d) none of the Mentioned,a,Explanation: You should do this before committing.
Question 32,2. Point out the correct statement :,a) You don’t need GitHub to use Git,b) CLI can help you to organize files and folders,c) Navigation of directory is possible using CLI,d) None of the Mentioned,b,Explanation: CLI stands for Command Line Interface.
Question 33,3. Which of the following command updates tracking for files that are modified ?,a) git add .,b) git add -u,c) git add -A,d) none of the Mentioned,b,Explanation: The git add command adds a change in the working directory to the staging area.
Question 34,4. Which of the following command is used to give message description ?,a) git command -m,b) git command -d,c) git command -message,d) none of the Mentioned,a,Explanation: This only updates your local repository.
Question 35,5. Point out the wrong statement:,a) You need GitHub to use Git,b) GitHub allows you to share repositories with others,c) GitHub allows you to access others repositories,d) All of the Mentioned,a,Explanation: GitHub can store remote copy of your repository.
Question 36,6. Which of the following command allows you to update the repository ?,a) push,b) pop,c) update,d) none of the Mentioned,a,Explanation: The git branch command is your general-purpose branch administration tool.
Question 37,7. Which of the following is correct way of creating GitHub repository in to well labelled commits ?,a) Fork another user’s repository,b) Pop another user’s repository,c) Zip another user’s repository,d) None of the Mentioned,a,Explanation: A fork is a copy of a repository.
Question 38,8. Which of the following command is used to squash the commits  ?,a) rebase,b) squash,c) boot,d) all of the Mentioned,a,"Explanation: In Git, there are two main ways to integrate changes from one branch into another: the merge and the rebase."
Question 39,9. Which of the following statement would create branch named as ‘sanfoundry’ ?,a) git checkout -b sanfoundry,b) git checkout -c sanfoundry,c) git check -b sanfoundry,d) none of the Mentioned,a,Explanation: A branch in Git is simply a lightweight movable pointer to one of these commits.
Question 40,10. branch command is used to determine which branch you are currently in.,TRUE,FALSE,none,none,a,Explanation: -r flag should be used for copying the content.
Question 41,1. Which of the following principle characteristic is odd man out in the below figure ?,,a) Principle 1,b) Principle 2,c) Principle 3,c,Explanation: Multivariate Data is the only characteristic related to Principle 3.
Question 42,2. Point out the correct statement :,a) Descriptive analysis is first kind of data analysis performed,b) Descriptions can be generalized without statistical modelling,c) Description and Interpretation are same in descriptive analysis,d) None of the Mentioned,b,Explanation: Descriptive analysis describe a set of data.
Question 43,3. Which of the following allows you to find the relationship you didn’t about ?,a) Inferential,b) Exploratory,c) Causal,d) None of the Mentioned,b,"Explanation: In statistics, exploratory data analysis is an approach to analyzing data sets to summarize their main characteristics, often with visual methods."
Question 44,4. Which of the following command help us to give message description ?,a) git command -m,b) git command -d,c) git command -message,d) none of the Mentioned,a,Explanation: This only updates your local repository.
Question 45,5. Point out the wrong statement:,a) Exploratory analyses are usually the final way,b) Exploratory models are useful for discovering new connection,c) Exploratory analysis alone should not be used for predicting,d) All of the Mentioned,a,Explanation: Exploratory analyses are usually not the final way.
Question 46,6. Which of the following uses data on some object to predict values for other object ?,a) Inferential,b) Exploratory,c) Predictive,d) None of the Mentioned,c,"Explanation: A prediction is a forecast, but not only about the weather."
Question 47,7. Which of the following is common goal of statistical modelling ?,a) Inference,b) Summarizing,c) Subsetting,d) None of the Mentioned,a,Explanation: Inference is the act or process of deriving logical conclusions from premises known or assumed to be true.
Question 48,8. Which of the following model is usually gold standard for data analysis ?,a) Inferential,b) Descriptive,c) Causal,d) All of the Mentioned,c,Explanation: A causal model is an abstract model that describes the causal mechanisms of a system.
Question 49,9. Which of the following analysis should come in place of question mark in the below figure ?,,a) Inferential,b) Exploratory,c) Causal,a,Explanation: Inferential statistics is concerned with making predictions or inferences about a population from observations and analyses of a sample.
Question 50,10. Causal analysis is commonly applied to census data.,True ,FALSE,none,none,b,Explanation: Descriptive analysis is commonly applied to census data.
Question 51,1. Which of the following type of data science question is missing in the figure ?,,a) Correlative,b) Exploratory,c) Relative,b,Explanation: Exploratory analysis is used to find relationships about you didn’t know about.
Question 52,2. Point out the correct statement:,a) Descriptive analysis can be more useful for defining future studies,b) Correlation does imply causation,c) Inference is commonly the goal of statistical model,d) None of the Mentioned,b,Explanation: Inference depends heavily on sampling scheme.
Question 53,3. Which of the following uses relatively small amount of data to estimate about bigger population ?,a) Inferential,b) Exploratory,c) Causal,d) None of the Mentioned,a,Explanation: Inferential statistics is concerned with making predictions or inferences about a population from observations and analyses of a sample.
Question 54,4. Which of the following analysis helps out to find the effect of variable change ?,a) Inferential,b) Exploratory,c) Causal,d) None of the Mentioned,c,Explanation: Causal Analysis provides the real reason why things happen and hence allows focused change activity.
Question 55,5. Point out the correct statement:,a) Exploratory analyses are not usually the final way,b) Inferential models are useful for discovering new connection,c) Inference involves estimating uncertainty,d) All of the Mentioned,c,Explanation: Statistical inference is the process of deducing properties of an underlying distribution by analysis of data.
Question 56,6. Which of the following relationship are usually identified as average effects ?,a) Descriptive,b) Causal,c) Predictive,d) None of the Mentioned,b,Explanation: A correlation is a measure or degree of relationship between two variables.
Question 57,7. Which of the following is more applicable to the below figure ?,,a) Descriptive,b) Causal,c) Predictive,a,Explanation: Google trends helps to describe the set of data.
Question 58,8. Which of the following analysis is usually modeled by deterministic set of equations ?,a) Predictive,b) Causal,c) Mechanistic,d) All of the mentioned,c,Explanation: Equations are based on physical/engineering science.
Question 59,9. Which of the following analysis are incredibly hard to infer ?,a) Inferential,b) Exploratory,c) Causal,d) Mechanistic,d,Explanation: Mechanistic analysis are hard to infer except simple simulations.
Question 60,"10. Accurate prediction depends heavily on measuring right variables.",True ,FALSE,none,none,a,"Explanation: Prediction is very hard, especially for future references."
Question 61,1. Which of the following term is appropriate to the below figure ?,,a) Large Data,b) Big Data,c) Dark Data,b,Explanation: Big data is a broad term for data sets so large or complex that traditional data processing applications are inadequate.
Question 62,2. Point out the correct statement:,"a) Machine learning focuses on prediction, based on known properties learned from the training data","b) Data Cleaning focuses on prediction, based on known properties learned from the training data.",c) Representing data in a form which both mere mortals can understand and get valuable insights is as much a science as much as it is art,d) None of the Mentioned,d,Explanation: Visualization is becoming a very important aspect.
Question 63,3. Which of the following characteristic of big data is relatively more concerned to data science ?,a) Velocity,b) Variety,c) Volume,d) None of the Mentioned,b,"Explanation: Big data enables organizations to store, manage, and manipulate vast amounts of disparate data at the right speed and at the right time."
Question 64,4. Which of the following analytical capabilities are provide by information management company ?,a) Stream Computing,b) Content Management,c) Information Integration,d) All of the Mentioned,d,"Explanation: With stream computing, store less, analyze more and make better decisions faster."
Question 65,5. Point out the wrong statement:,a) The big volume indeed represents Big Data,b) The data growth and social media explosion have changed how we look at the data,c) Big Data is just about lots of data,d) All of the Mentioned,c,Explanation: Big Data is actually a concept providing an opportunity to find new insight into your existing data as well guidelines to capture and analysis your future data.
Question 66,6. Which of the following step is performed by data scientist after acquiring the data ?,a) Data Cleansing,b) Data Integration,c) Data Replication,d) All of the Mentioned,a,"Explanation: Data cleansing, data cleaning or data scrubbing is the process of detecting and correcting (or removing) corrupt or inaccurate records from a record set, table, or database."
Question 67,"7. 3Vs are not sufficient To describe big data.",True ,FALSE,none,none,a,"Explanation: IBM data scientists break big data into four dimensions: volume, variety, velocity and veracity."
Question 68,8. Which of the following focuses on the discovery of (previously) unknown properties on the data ?,a) Data mining,b) Big Data,c) Data wrangling,d) Machine Learning,a,Explanation: Data munging or data wrangling is loosely the process of manually converting or mapping data from one “raw” form into another format that allows for more convenient consumption of the data with the help of semi-automated tools.
Question 69,9. Which of the following language should be replaced with the question mark in the below figure ?,,a) Java,b) PHP,c) COBOL,a,Explanation: Java is used for processing data in Big data Analytics.
Question 70,"10. Beyond Volume, Variety and Velocity is the Issue of Big Data Veracity",True ,FALSE,none,none,a,Explanation: Data Veracity is uncertain or imprecise data.
Question 71,1. Which of the following design term is perfectly applicable to the below figure ?,,a) Correlation,b) Confounding,c) Causation,b,"Explanation: Confounding can be dealt with either at the study design stage, or at the analysis stage."
Question 72,2. Point out the correct statement:,"a) If equations are known but the parameters are not,they may be inferred with data analysis","b) If equations are not known but the parameters are,they may be inferred with data analysis","c) If equations and parameter are not,they may be inferred with data analysis",d) None of the Mentioned,a,Explanation: Usually the random component of data is measurement error.
Question 73,3. Which of the following is the top most important thing in data science ?,a) answer,b) question,c) data,d) none of the Mentioned,b,Explanation: The second most important is the data.
Question 74,4. Which of the following approach should be used if you can’t fix the variable ?,a) randomize it,b) non stratify it,c) generalize it,d) none of the Mentioned,a,"Explanation: If you can’t fix the variable,stratify it."
Question 75,5. Point out the wrong statement:,a) Randomized studies are not used to identify causation,b) Complication approached exist for inferring causation,c) Causal relationships may not apply to every individual,d) All of the Mentioned,a,Explanation: Randomized studies are usually used to identify causation.
Question 76,6. Which of the following is good way of performing experiments in data science ?,a) Measure variability,b) Generalize to the problem,c) Have Replication,d) All of the Mentioned,d,Explanation: Experiments on causal relationships investigate the effect of one or more variables on one or more outcome variables.
Question 77,7. Which of the following is commonly referred to as ‘data fishing’ ?,a) Data bagging,b) Data booting,c) Data merging,d) None of the Mentioned,d,Explanation: Data dredging is sometimes referred to as “data fishing”.
Question 78,8. Which of the following data mining technique is used to uncover patterns in data ?,a) Data bagging,b) Data booting,c) Data merging,d) Data Dredging,d,"Explanation: Data dredging, also called as data snooping, refers to the practice of misusing data mining techniques to show misleading scientific ‘research’."
Question 80,"10. If X predicts Y,it does mean X causes Y.",True ,FALSE,none,none,b,"Explanation: If X predicts Y,it does not mean X causes Y."
Question 81,1. Which of the following operations are supported on Time Frames ?,a) idxmax,b) ixmax,c) ixmin,d) none of the Mentioned,a,Explanation: Operands can also appear in a reversed order.
Question 82,2. Point out the correct statement:,"a) Timedeltas are differences in times, expressed in difference units",b) You can construct a Timedelta scalar through various argument,c) DateOffsets cannot be used in construction,d) All of the Mentioned,a,Explanation: Timedeltas can be both positive and negative.
Question 83,3. Numeric reduction operation for timedelta64[ns] will return _________ objects.,a) Timeseries,b) Timeplus,c) Timedelta,d) None of the Mentioned,c,Explanation: NaT are skipped during evaluation.
Question 84,4. Which of the following scalars can be converted to other ‘frequencies’ by astyping to a specific timedelta type?,a) Timedelta Series,b) TimedeltaIndex,c) Timedelta,d) All of the Mentioned,d,Explanation: These operations yield Series and propagate NaT -> nan.
Question 85,5. Point out the wrong statement:,"a) min, max, idxmin, idxmax operations are supported on Series",b) You cannot pass a timedelta to get a particular value,c) Division by the numpy scalar is true division,d) None of the Mentioned,b,Explanation: Dividing or multiplying a timedelta64[ns] Series by an integer or integer Series yields another timedelta64[ns] dtypes Series.
Question 86,6. Which of the following is used to generate an index with time delta ?,a) TimeIndex,b) TimedeltaIndex,c) LeadIndex,d) None of the Mentioned,b,"Explanation: Using TimedeltaIndex you can pass string-like, Timedelta, timedelta, or np.timedelta64 objects."
Question 87,7. Combination of TimedeltaIndex with DatetimeIndex allow certain combination operations that are NaT preserving.,True ,FALSE,none,none,a,Explanation: You can also convert indices to yield another index.
Question 88,8. Using _________ on categorical data will produce similar output to a Series or DataFrame of type string.,a) .desc(),b) .describe(),c) .rank(),d) none of the Mentioned,b,Explanation: Categorical data has a categories and a ordered property.
Question 89,9. Which of the following method can be used to rename categorical data ?,a) Categorical.rename_categories(),b) Categorical.rename(),c)  Categorical.mv_categories(),d) None of the Mentioned,a,Explanation: Renaming categories is done by assigning new values to the Series.cat.categories property.
Question 90,10. All values of categorical data are either in categories or np.nan.,True ,FALSE,none,none,a,Explanation: Categoricals are pandas data type.
Question 91,1. The plot method on Series and DataFrame is just a simple wrapper around :,a) gplt.plot(),b) plt.plot(),c) plt.plotgraph(),d) none of the Mentioned,b,"Explanation: If the index consists of dates, it calls gcf().autofmt_xdate() to try to format the x-axis nicely."
Question 92,2. Point out the correct combination with regards to kind keyword for graph plotting:,a) ‘hist’ for histogram,b) ‘box’ for boxplot,c) ‘area’ for area plots,d) all of the Mentioned,d,Explanation: The kind keyword argument of plot() accepts a handful of values for plots other than the default Line plot.
Question 93,3. Which of the following value is provided by kind keyword for barplot ?,a) barh,b) kde,c) hexbin,d) none of the Mentioned,a,Explanation: bar can also be used for barplot.
Question 94,4. You can create a scatter plot matrix using the __________ method in pandas.tools.plotting.,a) sca_matrix,b) scatter_matrix,c) DataFrame.plot,d) all of the Mentioned,b,Explanation: You can create density plots using the Series/DataFrame.plot.
Question 95,5. Point out the wrong combination with regards to kind keyword for graph plotting:,a) ‘scatter’ for scatter plots,b) ‘kde’ for hexagonal bin plots,c) ‘pie’ for pie plots,d) none of the Mentioned,b,Explanation: kde is used for density plots.
Question 96,6. Which of the following plots are used to check if a data set or time series is random ?,a) Lag,b) Random,c) Lead,d) None of the Mentioned,a,Explanation: Random data should not exhibit any structure in the lag plot.
Question 97,7. Plots may also be adorned with error bars or tables.,True ,FALSE,none,none,a,Explanation: There are several plotting functions in pandas.tools.plotting.
Question 98,8. Which of the following plots are often used for checking randomness in time series ?,a) Autocausation,b) Autorank,c) Autocorrelation,d) None of the Mentioned,c,"Explanation: If time series is random, such autocorrelations should be near zero for any and all time-lag separations."
Question 99,9. __________ plots are used to visually assess the uncertainty of a statistic.,a) Lag,b) RadViz,c) Bootstrap,d) None of the Mentioned,c,Explanation: Resulting plots and histograms are what constitutes the bootstrap plot.
Question 100,"10. Andrews curves allow one to plot multivariate data.a) Trueb) FalseView Answer",,,,,a,Explanation: Curves belonging to samples of the same class will usually be closer together and form larger structures.
Question 101,1. Which of the following is used to compute the percent change over a given number of periods ?,a) pct_change,b) percent_change,c) per_change,d) none of the Mentioned,a,"Explanation: Series, DataFrame, and Panel all have a method pct_change."
Question 102,2. Point out the correct statement:,a) Pandas represents timestamps in microsecond resolution,b) Pandas is 100% thread safe,"c) For Series and DataFrame objects, var normalizes by N-1 to produce unbiased estimates",d) All of the Mentioned,c,Explanation: Pandas represents timestamps in nanosecond resolution.
Question 103,3. Which of the following object has a method cov to compute covariance between series ?,a) Series,b) DataFrame,c) Panel,d) None of the Mentioned,a,"Explanation: DataFrame has a method cov to compute pairwise covariances among the series in the DataFrame, also excluding NA/null values."
Question 104,4. Which of the following specifies the required minimum number of observations for each column pair in order to have a valid result ?,a) min_periods,b) max_periods,c) minimum_periods,d) all of the Mentioned,a,Explanation: DataFrame.cov also supports an optional min_periods.
Question 105,5. Point out the wrong statement:,a) lxml is very fast,b) lxml requires Cython to install correctly,c) lxml does not make any guarantees about the results of it’s parse,d) none of the Mentioned,c,Explanation: There are some versioning issues surrounding the libraries that are used to parse HTML tables in the top-level pandas io function read_html.
Question 106,6. Which of the following is implemented on DataFrame to compute the correlation between like-labeled Series contained in different DataFrame objects ?,a) corrwith,b) corwith,c) corwit,d) none of the Mentioned,a,Explanation: A score close to 1 means their tastes are very similar.
Question 107,7. rolling_count function gives number of non-null observations.,True ,FALSE,none,none,b,Explanation: The binary operators take two Series or DataFrames.
Question 108,8. Which of the following method produces a data ranking with ties being assigned the mean of the ranks for the group ?,a) rank,b) dense_rank,c) partition_rank,d) none of the Mentioned,a,Explanation: rank is also a DataFrame method.
Question 109,9. Which of the following can potentially change the dtype of a Series ?,a) reindex_like,b) index_like,c) itime_like,d) none of the Mentioned,a,Explanation: reindex_like silently inserts NaNs and the dtype changes accordingly.
Question 110,"10. cov and corr supports the optional min_periods keyword.",True ,FALSE,none,none,a,Explanation: Non-numeric columns will be automatically excluded from the correlation calculation.
Question 111,1. Which of the following thing can be data in Pandas ?,a) a python dict,b) an ndarray,c) a scalar value,d) all of the Mentioned,d,Explanation: The passed index is a list of axis labels.
Question 112,2. Point out the correct statement:,"a) If data is a list, if index is passed the values in data corresponding to the labels in the index will be pulled out",b) NaN is the standard missing data marker used in pandas,c) Series acts very similarly to a array,d) None of the Mentioned,b,"Explanation: If data is a dict, if index is passed the values in data corresponding to the labels in the index will be pulled out."
Question 113,3. The result of an operation between unaligned Series will have the ________ of the indexes involved.,a) intersection,b) union,c) total,d) all of the Mentioned,b,"Explanation: If a label is not found in one Series or the other, the result will be marked as missing NaN."
Question 114,4. Which of the following input can be accepted by DataFrame ?,a) Structured ndarray,b) Series,c) DataFrame,d) All of the Mentioned,d,Explanation: DataFrame is a 2-dimensional labeled data structure with columns of potentially different types.
Question 115,5. Point out the wrong statement:,a) A DataFrame is like a fixed-size dict in that you can get and set values by index label,b) Series can be be passed into most NumPy methods expecting an ndarray,c) A key difference between Series and ndarray is that operations between Series automatically align the data based on label,d) None of the Mentioned,a,Explanation: A Series is like a fixed-size dict in that you can get and set values by index label.
Question 116,6. Which of the following takes a dict of dicts or a dict of array-like sequences and returns a DataFrame ?,a) DataFrame.from_items,b) DataFrame.from_records,c) DataFrame.from_dict,d) All of the Mentioned,a,Explanation: DataFrame.from_dict operates like the DataFrame constructor except for the orient parameter which is ‘columns’ by default.
Question 117,7. Series is a one-dimensional labeled array capable of holding any data type.,True ,FALSE,None,None,a,Explanation: The axis labels are collectively referred to as the index.
Question 118,8. Which of the following works analogously to the form of the dict constructor ?,a) DataFrame.from_items,b) DataFrame.from_records,c) DataFrame.from_dict,d) All of the Mentioned,a,Explanation: DataFrame.from_records takes a list of tuples or an ndarray with structured dtype.
Question 119,9. Which of the following operation works with the same syntax as the analogous dict operations ?,a) Getting columns,b) Setting columns,c) Deleting columns,d) All of the Mentioned,d,Explanation: You can treat a DataFrame semantically like a dict of like-indexed Series objects.
Question 120,"10. If data is an ndarray, index must be the same length as data.",True ,FALSE,none,none,a,"Explanation: If no index is passed, one will be created having values [0, …, len(data) – 1]."
Question 121,1. All pandas data structures are ___-mutable but not always _______-mutable.,"a) size,value","b) semantic,size","c) value,size",d) none of the Mentioned,c,Explanation: The length of a Series cannot be changed.
Question 122,2. Point out the correct statement:,a) Pandas consist of set of labeled array data structures,b) Pandas consist of an integrated group by engine for aggregating and transforming data sets,c) Pandas consist of moving window statistics,d) All of the Mentioned,d,Explanation: Some elements may be close to one another according to one distance and farther away according to another.
Question 123,3. Which of the following statement will import pandas?,a) import pandas as pd,b) import panda as py,c) import pandaspy as pd,d) all of the Mentioned,a,Explanation: You can read data from a CSV file using the read_csv function.
Question 124,4. Which of the following object you get after reading CSV file?,a) DataFrame,b) Character Vector,c) Panel,d) All of the Mentioned,a,Explanation: You get columns out of a DataFrame the same way you get elements out of a dictionary.
Question 125,5. Point out the wrong statement:,a) Series is 1D labeled homogeneously-typed array,"b) DataFrame is general 2D labeled, size-mutable tabular structure with potentially heterogeneously-typed columns","c) Panel is generally 2D labeled, also size-mutable array",d) None of the Mentioned,c,Explanation: Panel is generally 3D labeled.
Question 126,6. Which of the following library is similar to Pandas ?,a) NumPy,b) RPy,c) OutPy,d) None of the Mentioned,a,Explanation: NumPy is the fundamental package for scientific computing with Python.
Question 127,"7. Panel is a container for Series, and DataFrame is a container for DataFrame Objects.",True ,FALSE,None,none,b,"Explanation: DataFrame is a container for Series, and Panel is a container for DataFrame Objects."
Question 128,8. Which of the following is prominent python “statistics and econometrics library”?,a) Bokeh,b) Seaborn,c) Statsmodels,d) None of the Mentioned,c,Explanation: Bokeh is a Python interactive visualization library for large datasets that natively uses the latest web technologies.
Question 129,9. Which of the following is a foundational exploratory visualization package for the R language in pandas ecosystem ?,a) yhat,b) Seaborn,c) Vincent,d) None of the Mentioned,a,Explanation: It has great support for pandas data objects.
Question 130,10. Pandas consist of static and moving window linear and panel regression.,True ,FALSE,none,none,a,Explanation: Time series and cross-sectional data are special cases of panel data.
Question 131,1. Quandl API for Python wraps the ________ REST API to return Pandas DataFrames with time series indexes.,a) Quandl,b) PyDatastream,c) PyData,d) None of the Mentioned,a,Explanation: PyDatastream is a Python interface to the Thomson Dataworks Enterprise (DWE/Datastream) SOAP API to return indexed Pandas DataFrames or Panels with financial data.
Question 132,2. Point out the correct statement:,"a) Statsmodels provides powerful statistics, econometrics, analysis and modeling functionality that is out of pandas’ scope",b) Vintage leverages pandas objects as the underlying data container for computation,c) Bokeh is a Python interactive visualization library for small datasets,d) All of the Mentioned,a,"Explanation: Bokeh goal is to provide elegant, concise construction of novel graphics in the style of D3."
Question 133,3. Which of the following library is used to retrieve and acquire statistical data and metadata disseminated in SDMX 2.1?,a) pandaSDMX,b) freedapi,c) Geopandas,d) All of the Mentioned,a,Explanation: Geopandas extends pandas data objects to include geographic information which support geometric operations.
Question 134,4. Which of the following provides a standard API for doing computations with MongoDB?,a) Blaze,b) Geopandas,c) FRED,d) All of the Mentioned,a,"Explanation: If your work entails maps and geographical coordinates, and you love pandas, you should take a close look at Geopandas."
Question 135,5. Point out the wrong statement:,a) qgrid is an interactive grid for sorting and filtering DataFrames,b) Pandas DataFrames implement _repr_html_ methods which are utilized by IPython Notebook,c) Spyder is a cross-platform Qt-based open-source R IDE,d) None of the Mentioned,c,Explanation: Spyder is a cross-platform Qt-based open-source Python IDE.
Question 136,6. Which of the following makes use of pandas and returns data in a Series or DataFrame?,a) pandaSDMX,b) freedapi,c) OutPy,d) none of the Mentioned,b,Explanation: freedapi module requires a FRED API key that you can obtain for free on the FRED website.
Question 137,7. Spyder can introspect and display Pandas DataFrames.,True ,FALSE,none,none,b,Explanation: Spyder show both “column wise min/max and global min/max coloring.
Question 138,8. Which of the following is used for machine learning in python?,a) scikit-learn,b) seaborn-learn,c) stats-learn,d) none of the Mentioned,a,"Explanation: scikit-learn is built on NumPy, SciPy, and matplotlib."
Question 139,9. The ________ project builds on top of pandas and matplotlib to provide easy plotting of data.,a) yhat,b) Seaborn,c) Vincent,d) None of the Mentioned,b,Explanation: Seaborn has great support for pandas data objects.
Question 140,"10. x-ray brings the labeled data power of pandas to the physical sciences.",True ,FALSE,none,none,a,Explanation: It aims to provide a pandas-like and pandas-compatible toolkit for analytics on multi- dimensional arrays.
Question 141,1. Which of the following is the base layer for all of the sparse indexed data structures ?,a) SArray,b) SparseArray,c) PyArray,d) None of the Mentioned,b,Explanation: SparseArray is a 1-dimensional ndarray-like object storing only values distinct from the fill_value.
Question 142,2. Point out the correct statement:,a) All of the standard pandas data structures have a to_sparse method,b) Any sparse object can be converted back to the standard dense form by calling to_dense,c) The sparse objects exist for memory efficiency reasons,d) All of the Mentioned,d,Explanation: The to_sparse method takes a kind argument and a fill_value.
Question 143,3. Which of the following is not a indexed object ?,a) SparseSeries,b) SparseDataFrame,c) SparsePanel,d) None of the Mentioned,d,Explanation: SparseArray can be converted back to a regular ndarray by calling to_dense.
