Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 21,6. Reducing sugars help in the food industry in the following way-,Which of the given sentences is untrue,a) They easily dissolve in oil,"b) They attach themselves to amino acids and form compounds that affect the color, flavor and other properties of food",c) The reactive group of long chain sugar polymers can form a cross link which forms a basis for edible packaging in the food industry,a,Explanation: The sentence is irrelevant. Points b and c are true. 
Question 22,7. Sheila has to tell her teacher points as to why sugars are used in the food industry. Following is what she tells. Which point is incorrect?,"a) Easily soluble in water and forms syrups, used for their sweetness, they supply energy",b) Form crystals when water is evaporated,c) Fermented by microorganisms and prevent growth of microorganisms,d) None of the mentioned,d,Explanation: All the points mentioned pertain to sugars. 
Question 23,8. Sheila discovered certain processes in the food industry that pertain to sugars and their properties. Which point is incorrect?,a) Sucrose is recovered from sugar cane juice as sugars crystallize when evaporated,b) The caramel found in chocolate is obtained and gets its color when it is heated. When sugar is heated its properties undergo change and it becomes brown,c) Some of the sugars react with proteins and give a dark color. This reaction is called browning reaction.,d) None of the mentioned, ," Answer: dExplanation: All the points are correct. "
Question 24,9. Which of the following is incorrect with respect to the advancement in sugar technology?,a) An enzymatic process can convert glucose to fructose which is way sweeter and can be used in making syrups,b) The glucose is first obtained by hydrolyzing corn starch,c) This technology is cheaper,d) None of the mentioned,c,Explanation: The above technology isn’t cheaper. The cost varies with the availability and price of corn in the market. 
Question 25,"10. Which is untrue with respect to pectin, a naturally occurring polysaccharide in fruits, in the food industry?",a) It forms the basis for jelly manufacture,b) Pectin + Sugar + Acid = Gel,c) Pectin unstabilizes particles in orange juice and makes them settle down,d) They’re used as thickeners and stabilizers,c,"Explanation: Pectin stabilizes the particles in the orange juice which give it the color, from settling down. All the other points are correct.  "
Question 26,2.  Which of the following is false?,a) Fats provide insulation,b) Fats maintain healthy skin and hair,"c) Vitamin A, D , E and K are fat soluble only",d) Fats provide instant energy,d,Explanation: Fats are the slowest energy suppliers.
Question 27,3.  Which of the following is untrue about Essential fatty Acids ?,a) EFAs are also called Vitamin F,b) EFAs can be synthesized by the body,c) EFAs cannot be synthesized by the body,d) Omega-3 and Omega-6 are the two families of EFAs,b,Explanation: EFAs cannot be synthesized by the body and have to be supplied by an external source.
Question 28,5. Which of the following is true?,a) Fats naturally occurring unless mentioned otherwise are trans in nature.,b) Trans fats are essential and needed for the human body,c) LC-PUFA stands for long chain poly saturated fatty acids,d) SC-PUFA stands for long chain poly unsaturated fatty acids,d,Explanation: Most of the fats are cis. Trans fats are trans in nature. The ‘PU’ in LC-PUFA stands for poly unsaturated.
Question 29,6.  The class of trans-fat present in meat is _________,a) Oleic acid,b) Vaccenic acid,c) Eicosapentaenoic acid,d) Arachidonic acid,b,Explanation:  The class of trans-fat present in meat is Vaccenic acid.
Question 30,7. Following are the reasons why partially hydrogenated oils are used in the food industry. One of them is untrue. Which one?,a) Long shelf life,b) Less refrigeration required,c) Inexpensive,d) Healthy,d,Explanation: Hydrogenated oils used in fast foods are unhealthy but they’ve long shelf life and hence less refrigeration is required. They’re also inexpensive as compared to oils such as palm oil. Hence they’re popular in the food industry.
Question 31,8. Which of the following is NOT a culinary use of oil in the food industry?,a) Flavor,b) Texture,c) Softening,d) Shortening,c,"Explanation: Flavor, texture and shortening are all major culinary uses of oil in the food industry."
Question 32,9. Which of the following is untrue with respect to this sentence – proteins are popularly used in food processing industry because -?,a) Water binding capacity,b) Oil binding capacity,c) Ability to coagulate on heating,d) None of the mentioned,b,Explanation:  Proteins are popularly used in food processing industry because of their water binding capacity and ability to coagulate on heating.
Question 33,10. Which of the following sentences is correct?,a) Animal sources are high quality proteins,b) Animal sources are low quality proteins,c) Plant sources are high quality proteins,d) None of the mentioned,a,Explanation: Animal sources are high quality proteins.
Question 34,2. Which of the following sentences is untrue with respect to proteins?,a) Lysine is an essential amino acid.,b) The requirement of essential amino acids per kg of protein is called ‘reference pattern of amino acids’,c) Limiting amino acid content is the amino acid found in maximum quantity in the protein,d) There are 20 amino acids in the protein we require everyday,c,Explanation: Limiting amino acid content is the amino acid found in least quantity in the protein.
Question 35,3. Which of the following terms refers to the amount of protein absorbed by the body from a food source?,a) None of the mentioned,b) Limiting Value,c) Reference pattern,d) Biological Value,d,Explanation: Biological Value (BV) refers to the amount of protein absorbed by the body from a food source.
Question 36,4. Which of the following is untrue?,a) Biological Value of plant sources is more than animal sources,b) BV value of egg white is 100 that means almost the entire amount of nitrogen in egg white can be absorbed and used by the body,c) Food energy is the amount of energy available from food through respiration,d) Fats have the maximum amount of food energy,a,Explanation: Biological Value of animal sources is more than plant sources.
Question 37,5. Mina’s understanding of proteins in various food items is as given. Which of the following is untrue?,a) The difference in the taste and texture in milk curd and chicken muscle is due to the arrangement of amino acids in the long chains of theirs to form proteins.,b) Protein chains are perpendicular in a chicken breast,c) Proteins are changed physically from precipitate to gel and solution or vice-versa,d) Egg-white is an example of gel  to precipitate,b,Explanation: Protein chains are parallel in a chicken breast
Question 38,6. Mina notices various changes in proteins when they’re subjected to chemical physical change. Which of the following was wrongly understood by her?,a) When egg-white is heated it is irreversibly denatured that is its spatial and molecular arrangement changes,"b) When milk is coagulated by acid and heat, protein precipitates which is curd.","c) When meat is cooked, protein chains shrink and hence it shrinks",d) Mina perfectly understood all the concepts,d,Explanation: All the mentioned changes are correct.
Question 39,7. Which of the following is incorrect?,a) Controlled cheese ripening is controlling some protein break down,b) Proteins form films,c) Egg white cannot be whipped,"d) If proteins are over-whipped, the film breaks, foam collapses",c,Explanation:  Proteins form films hence egg white can be whipped.
Question 40,8. Which of the following is untrue?,a) Vitamins are inorganic elements whereas minerals are organic elements,b) Fats soluble vitamins have more tendency to lead to hypervitaminosis,c) Fat soluble vitamins are absorbed by lipids in the intestinal tract,d) B and C are water soluble vitamins,a,Explanation: Vitamins are organic elements whereas minerals are inorganic elements.
Question 41,9.  Which of the following is untrue?,a) Gut flora produces Vitamin K and Biotin in the intestine,b) Vitamin D is synthesized in the skin,c) Humans can produce some vitamins from precursors that they consume,d) None of the mentioned,d,Explanation:  All of the above sentences are correct.
Question 42,10. Which of the following is untrue?,a) Primary deficiency occurs when any vitamin is not consumed in the minimum required amount,b) Secondary deficiency occurs when proper absorption of the vitamins doesn’t take place,c) Overdosing from vitamin supplementation is possible,d) None of the mentioned,d,Explanation: All of the above sentences are correct.
Question 43,1. Which of the following is untrue about grilling meat?,a) The advantage of this process is that it reduces the saturated fat in the meat,b) It produces Hetero cyclic amines which are carcinogenic,c) It produces poly cyclic aromatic hydrocarbons which are carcinogenic,d) None of the mentioned,d,Explanation: All the given points about grilling of meat are correct.
Question 44,3. Which information is incorrect when it comes to dehydration affecting vitamins?,a) Beta-carotene and B-vitamin do not get affected,b) Vitamin C does not get affected,c) Vitamin C is retained during pickling of vegetables,d) None of the mentioned,b,Explanation: Vitamin C is lost during dehydration. 
Question 45,4.  Which of the following is untrue?,a) Many Vitamin Bs like Vitamin B6 are affected by heating,b) Vitamin C is lost in almost all food processing steps,c) Vitamin C degradation decreases by enzymes and also metals like Cu and Fe,d) Vitamin A is stable in absence of oxygen,c,Explanation:  Vitamin C degradation increases by metals like Cu and Fe and also by the action of enzymes. 
Question 46,5.  Alisha challenged her friends that one special vitamin would not be affected when she boils milk. Which vitamin is it?,a) Vitamin C,b) Vitamin D,c) Vitamin B,d) None of the mentioned,b,Explanation: Vitamin D is not affected by any processing and is very stable. 
Question 47,6. Which of the following statements is true with respect to food processing?,a) Sodium is lost during cooking and selenium is volatile and is lost by cooking or processing,b) Vitamins can be removed from food via leaching,c) Mineral losses in food processing are more compared to Vitamins,d) Boiling has less mineral losses as compared to steaming,a,Explanation:  Sodium is lost during cooking and selenium is volatile and is lost by cooking or processing. Minerals can be removed from food via leaching. Vitamin losses in food processing are more compared to minerals. Boiling has more mineral losses as compared to steaming. 
Question 48,7.  Which is correct with respect to staling of bread?,a) It is temperature dependent,b) It is called retro gradation,c) It is the reverse of gelatinization,d) All of the mentioned,d,Explanation: The given statements are true. 
Question 49,8.  Which of the following is true with respect to gelatinization?,a) It allows starch to be easily digested,"b) In this process, on heating, the crystalline structure of starch is lost and gel is formed","c) In this process, on cooling, the digestibility of starch in the intestine decreases",d) None of the mentioned,c,Explanation:  The process mentioned in c is retro grading which is the opposite of gelatinization. 
Question 50,9.  Which of the following operation reduces the dietary fibre content in cereals?,a) Drying,b) Retro gradation,c) Grinding,d) Milling,d,Explanation: Milling reduces the dietary fibre content in cereals. 
Question 51,10. Nancy works at a cheese processing unit. They subject the cheese to oxidation. Which of the following comments pertaining to the above scenario are correct?,a) Oxidation is necessary for products like cheese,b) Lipid Oxidation is otherwise a major concern for the food industry,c) Deterioration of fats and oils is called rancidity,d) All of the mentioned,d,Explanation: The given statements are true. 
Question 52,11. Which among the following statements is untrue?,a) Self oxidation of lipids is called ‘auto-oxidation’,b) High content of PUFA losing flavour is called rancidity,c) Heating and frying lead to polymerization of fats,d) None of the mentioned,b,Explanation:  High content of PUFA losing flavour is called flavour reversion. 
Question 53,12. Subjecting fats to high temperature in the presence of oxygen such that fats deteriorate is called _________,a) Hydrolytic rancidity,b) Auto- oxidation,c) Thermal decomposition,d) Lipolysis,c,Explanation: Subjecting fats to high temperature in the presence of oxygen such that fats deteriorate is called thermal decomposition. 
Question 54,13. Which of the following shows the propagation step in auto-oxidation?,a)  R_ + R_ _ R-R,b)  RH _ R_ + H_,c)  R_ + O2 _ RO2_,     RO2_ + RH _ ROOH + R_,c,"Explanation: R_ + O2 _ RO2_, RO2_ + RH _ ROOH + R_ shows propagation step. "
Question 55,14.  Which of the following is a food safety tool?,a) Good Hygiene Practice,b) Hazard Analysis Critical Control Point,c) Total Quality Management,d) All of the mentioned,d,Explanation:  All of the above mentioned are food safety tools. 
Question 56,15. Hazards affecting food are _____,"a) Chemical, Biological, Physical","b) Additives, Colour",c) Pollutants,d) All of the mentioned,d,Explanation: All the mentioned are safety hazards. 
Question 57,1. Alisha noticed that fruits after ripening lived shorter than fresh vegetables. Which of the sentences pertaining to the above observation are correct?,a) Her observation was wrong,b) Fruits have old cells as they were not meant to be survived by nature,c) They can heal wounds,d) They can live longer,b,Explanation:  Alisha’s observation was right. Fruits have old cells as they were not meant to be survived by nature. They’re incapable of healing themselves and hence cannot heal wounds.
Question 58,2.  The storage of prepared food in ____ areas in the ____ of oxygen creates conditions for ____ Which option best fits the above sentence?,"a) Cold, presence, Purification","b) Warm, absence, Putrefaction","c) Cold, presence, Putrefaction","d) Warm, absence, Purification",b,Explanation: The storage of prepared food in warm areas in the absence of oxygen creates conditions for Putrefaction.
Question 59,3. Mina learn how different minerals and vitamins are affected when exposed to certain conditions. Which one of them did she NOT comprehend properly?,"a) When milk is exposed to sun, it losses Vitamin B-2","b) Unless refrigerated immediately, meat losses Vitamin C","c) Fats and oil in cold conditions, get spoilt",d) Microorganisms are a major threat to the food industry,c,"Explanation:  Fats and oil in warm conditions, get spoilt."
Question 60,4.  Which of the following is NOT a process wherein the food becomes toxin before ingestion?,a) Botulism,b) Staphylococcus,c) Bacterial Intoxication,d) Bacterial infection,d,Explanation: Bacterial infection takes place when a bacteria consumed by the human body grows in it and becomes a toxin inside. All the other three refer to bacteria becoming toxin before ingestion.
Question 61,5. Statement 1: Botulism is more dangerous than Staphylococcus,    Statement 2: Botulism is encountered by humans only if they’ve eaten the toxin. The organism in itself is no harm. Staphylococcus needs air and grows on warm food only.,"a) True, False","b) True, True","c) False, False",b,Explanation: Both the statements are true.
Question 62,"6. Aisha comes back home after 4 days of travel and to her dismay finds out that her refrigerator has stopped working. Which among these food products is safe for consumption, based on the following assumptions: –",a) Meat had an off-odor,b) Fish had a slimy skin,c) Bananas and melons had an odor,d) None of the mentioned,d,"Explanation: According to the observations made, none of the food items were fit for consumption. Hence our sense organs can guide us a lot about food quality."
Question 63,"7.  Statement 1 : Pathogenic bacteria look, smell and taste perfectly normal.","     Statement 2 : To multiply, bacteria require warmth, food, moisture and time.",Which of the following holds true for statement 1 and statement 2 respectively?,"a) True, False","b) True, True",b,"Explanation:  Pathogenic bacteria look, smell and taste perfectly normal. That’s how we end up consuming up them and getting infections. To multiply, bacteria require food, warmth, moisture and time. Hence, we should avoid subjecting prepared food to these conditions."
Question 64,8.  Given below are certain facts about food contamination by fungus. Which one of the statements is untrue?,a) Contamination by moulds/fungi is called Mycotoxin,b) The most common fungus toxin is Alpha toxin,c) Ergotin is a mycotoxin,d) None of the mentioned,d,Explanation: All the statements are true.
Question 65,9. Statement 1 : Foreign objects entering food is called physical contamination of food.,    Statement 2 : Controlling moisture is the only precaution to be taken to prevent food contamination.,"a) True, False","b) True, True","c) False, False",a,"Explanation:  Foreign objects entering food is called physical contamination of food.Controlling moisture is one of the precautions to be taken to prevent food contamination. Temperature, time and exposure to physical contaminants are other ways of infection."
Question 66,10.  Statement 1: Processing contaminants are the contaminants that are generated during the processing of food and hence are hard to control.,       Statement 2 : Packaging materials also cause contamination.,"a) True, False","b) True, True","c) False, False",b,Explanation:  Both the statements are true.
Question 67,11. Statement 1 : Certain new contaminants called emerging contaminants are contaminants which are relatively new discovery.,       Statement 2 : Packaging materials should have sanitary precautions and agricultural products should be sterilized.,"a) True, False","b) True, True","c) False, False",b,Explanation:  Packaging materials should be sterilized and agricultural products should have sanitary precautions.
Question 68,1. A substance intentionally added that affects the nature and quality of food is called _____,a) Food poison,b) Food adulterant,c) Food contaminant,d) Food material,d,Explanation:  A substance intentionally added that affects the nature and quality of food is called Food material. 
Question 69,2.  When do we say that food is adulterated under PFA Act?,a) If it is obtained from a diseased animal,b) If spices are sold without their essence,c) If any ingredient is injurious to health,d) All of the mentioned,d,Explanation: All the mentioned points are correct.
Question 70,"3. Statement 1: In the process of making certain oils, nickel is added as a catalyst.",    Statement 2: Nickel is injurious for consumption.,"a) True, False","b) True, True","c) False, False",b,Explanation:  Both the statements are true.
Question 71,4. Statement 1: Adulteration takes place more in loosely sold items than those sold packed.,    Statement 2: Powder and paste forms are more adulterated than solid lumps.,"a) True, False","b) True, True","c) False, False",b,Explanation:  Both the statements are true.
Question 72,5.  Which stage does adulteration take place in?,a) Producer,b) Distributor,c) Retailer,d) All of the mentioned,d,Explanation: Adulteration takes place at all the three stages.
Question 73,6.  Which of the following is an adulterant?,a) Urea,b) Pesticides,c) Iron filings in tea,d) All of the mentioned,d,Explanation:  All of the mentioned are adulterants.
Question 74,7.  Why are adulterants added?,a) To increase shelf-life of products. E.g.- Urea,b) To improve flavor color and appearance,c) To sell lesser quantity at the same price,d) All the mentioned,d,Explanation: All of the mentioned are reasons as to why adulterants are added.
Question 75,8. Which of the following reason shows the impact of adulteration on the economy?,a) Adulteration _ People falling sick _ Spending money on treatment,b) Adulteration _ People falling sick _ Court cases,c) Both the reasons,d) None of the mentioned,c,Explanation: Both the reasons are valid.
Question 76,9. Methods for detection of common adulterants are _____,a) Visual tests,b) Chemical tests,c) Physical tests,d) All of the mentioned,d,"Explanation:  Methods for detection of common adulterants are visual tests, chemical tests and physical tests."
Question 77,10. Tina observed the following when she tested the specific gravity of milk to check for adulteration- the specific gravity was lesser than that of pure milk. She complained to the milk vendor and the next day checked the specific gravity again. This time it came in the range of the desired specific gravity. Can we be assured that this is pure unadulterated milk?,"a) Yes, definitely","b) No, definitely unsafe","c) Maybe safe, maybe unsafe",d) None of the above,c,"Explanation: We cannot be sure whether it is pure unadulterated milk because the specific gravity of the adulterated milk(with water) can be easily increased using other unseen adulterants such as urea, sugar etc."
Question 78,1. A substance intentionally added that preserves flavour and improves taste is called _____,a) Food additive,b) Food adulterant,c) Food contaminant,d) Food material,a,Explanation: A substance intentionally added that preserves flavour and improves taste is called a food additive.
Question 79,2.  Which of the following is NOT a function of a food additive _____,a) To maintain product consistency,b) Maintain nutritive value,c) Controlling acidity/alkalinity,d) None of the mentioned,d,Explanation: All the mentioned are functions of food additives.
Question 80,"3. Statement 1: Stabilizers, Emulsifiers are certain examples of food additives.",    Statement 2: Antioxidant is a class of food additive.,"a) True, False","b) True, True","c) False, False",b,Explanation:  Both the statements are true.
Question 81,4. Statement 1: Food additives are divided into direct and indirect types.,    Statement 2: Direct food additives become a part of the food during packaging. These are in trace amounts.,"a) True, False","b) True, True","c) False, False",a,Explanation:  Statement 1 is true. Statement 2 is false. Indirect food additives become a part of the food during packaging. These are in trace amounts. Direct food additives are added intentionally for a specific purpose.
Question 82,5.  What is “carryover” principle?,a) Additives added in the raw materials are present in the final products,b) Antioxidant added to oil is present in all oil based products made from it,c) Both of the mentioned,d) None of the mentioned,c,Explanation:  Both the statements are true.
Question 83,6.  What are Sequestrants?,a) They are added to keep the food stable,"b) Form a complex ion with metals like copper, iron etc",c) Added for color,d) They keep the food oxidized,b,"Explanation: Sequestrants form a complex ion with metals like iron etc. These metals trigger auto-oxidation. Hence, forming complexes prevents them from reacting with oxygen and leading to rancidity etc."
Question 84,7.  _____ help in maintaining / controlling the acidic/alkaline changes during food processing and hence maintain flavor and stability.,a) Buffering agents,b) Sequestrants,c) Anti-caking agents,d) Anti-foaming agents,a,Explanation:  Buffering agents help in maintaining / controlling the acidic/alkaline changes during food processing and hence maintain flavor and stability.
Question 85,"8.  Statement 1: In control of yeast in industries, baking soda is added (which is sodium bicarbonate) react with an acid which is externally added to release carbon-di-oxide which escapes.",    Statement 2: Baking soda is a leavening agent. It is an additive.,"a) True, False","b) True, True","c) False, False",b,Explanation:  Both the statements are true.
Question 86,9. Statement 1: Preservatives are food additives.,"    Statement 2: Sweeteners consist of calorie, low-calorie and non-calorie sweeteners.","a) True, False","b) True, True","c) False, False",b,Explanation:  Both the statements are true.
Question 87,10. Which sentence is untrue?,a) GRAS stands for ‘generally recognized as safe’,b) Boric acid has been banned,c) High levels of MSG leads to ‘Chinese Restaurant Syndrome’,d) Food additives need not be numbered or labelled,d,Explanation: Food additives have to be numbered or labelled properly.
Question 88,11. Statement 1:  All food additives are carcinogenic.,      Statement 2: Food additives must be avoided as far as possible.,"a) True, False","b) True, True","c) False, False",d,Explanation:  Few food additives are carcinogenic. Food additives must be avoided as far as possible as most of them have certain side effects.
Question 89,"1.In the history of packaging of the food industry, which among these was never a material of packaging?",a) Bakelite,b) Pottery and vases,c) Iron and tin plated steel,d) None of the mentioned,d,"Explanation: Bakelite, Pottery and vases and Iron and tin plated steel, all have been used in packaging."
Question 90,"2. Which of the given reasons, is NOT  valid reason for packaging of food items?",a) Security and portion control,b) Marketing and convenience,c) Protection and information transmission,d) None of the mentioned,d,"Explanation:  Security, Portion control, Marketing, Convenience, Protection and Information transmission are all valid reasons for packaging."
Question 91,"3. Statement 1: Secondary packaging is outside the primary packaging, so as to group the primarily packed objects.","     Statement 2: Packaging can be arbitrarily classified into Primary, Secondary and Tertiary Packaging.","a) True, False","b) True, True","c) False, False",b,Explanation:  Both the statements are correct.
Question 92,4. Which of the following is incorrect?,a) Packages designed for uniform shipping cannot be loaded into mixed shipping,"b) Waste prevention is the most sought after option and disposal, the least sought after.",c) Shrink wraps is one of the forms of packing used,d) None of the mentioned,d,Explanation:  All the statements given are true. 
Question 93,5.  Which of the following is a must in food labeling?,a) Name,b) Standard Specification,c) Place of Origin,d) All of the mentioned,d,Explanation:  All the mentioned are requisites on a food label.
Question 94,6.  Statement 1: ‘Use by’ date is mentioned for perishable items and  ‘Best before’ date is used to indicate when the item starts decaying/getting spoilt.,     Statement 2: Instruction of use need not be necessary unless the it is not obvious how to be used.,"a) True, False","b) True, True","c) False, False",b,Explanation:  Both the statements are true.
Question 95,7.  Which of the following need not be in the same vision of field?,a) Product name,b) Quantity,c) Date mark,d) Place of Origin,d,Explanation:  Place of origin need not be written with the other three titles.
Question 96,9.  Food Authenticity means _____,a) The food should match the description,b) The food should taste good,c) It should be cheap,d) None of the mentioned,a,Explanation:  Food Authenticity means the food should match the description on the labels.
Question 97,10. Which of the following is a form of mis-description?,a) Incorrect Origin,b) Incorrect Quantitative Description,c) Extending the food,d) All of the mentioned,d,"Explanation:  Incorrect Origin, Incorrect Quantitative Description and Extending the food are all forms of mis-description."
Question 98,1. What does FSS stand for?,a) Food set and sound,b) Food Secure and Safe,c) Food Safety and Security,d) Food sour and sign,c,Explanation:  FSS stands for Food Safety and Security. 
Question 99,3.  Statement 1: Codex Alimentarius is an international commission for food labeling.,"    Statement 2: Coffee, Tea and Spices have been exempted from food labeling.","a) True, False","b) True, True","c) False, False",b,"Explanation:  Codex Alimentarius is an international commission for food labeling. Coffee, Tea and Spices have been exempted from food labeling. "
Question 100,4. Which of the following food item has been exempted from labeling?,a) On the spot food like bakery items,b) Ready to eat food,c) Food served on plane/ vending machine,d) All of the mentioned,d,Explanation:  All of the mentioned food items have been exempted from food labeling.
Question 101,5. Statement 1: A nutrition fact panel is present where the nutrition information has to be given in the same order  that has been instructed.,    Statement 2: ‘% Daily Value’ is present at right corner to inform consumers about the quantity to be consumed.,"a) True, False","b) True, True","c) False, False",b,Explanation:  Both the statements are true.
Question 102,"7.  Statement 1: For children under 2, the infant formula doesn’t contain fat value as infants don’t have problem with consumption of fat.",    Statement 2: Nutrient claim- free means that food item is physiologically devoid of that substance.,"a) True, False","b) True, True","c) False, False",b,Explanation:  Both the statements are true.
Question 103,"8.  According to CODEX standards, which of the following food item is hypersensitive?",a) Cereals,b) Nuts,c) Milk Products,d) All of the mentioned,d,"Explanation:   Cereals, Nuts and Milk Products come under the category of hypersensitive food."
Question 104,9. Nutrition claim means _____,a) A food has certain nutritional properties including but not limited to the energy value,b) A food has certain limitations,c) Both of the mentioned,d) None of the mentioned,a,Explanation:  Nutrition claim means a food has certain nutritional properties including but not limited to the energy value.
Question 105,10. Which among the following claims is prohibited?,a) Substantiated Claims,b) Claims of Veg/non- veg,c) Both of the mentioned,d) None of the mentioned,a,Explanation: Substantiated claims are prohibited.
Question 106,"1.Food processing in India is concentrated in which sector, maximum?",a) Organized Sector,b) Unorganized sector,c) Small Scale,d) None of the mentioned,b,"Explanation:  Food processing in India is concentrated in unorganized sector, maximum."
Question 107,2.  Which among these is a factor for processed food in India?,a) Changing lifestyles,b) Food habits,c) Organized food retail,d) All of the mentioned,d,"Explanation:  Changing lifestyles, food habits and organized food retail are all factors for processed food in India. "
Question 108,"4.  Statement 1: There will be a shift of demand snacks, convenience food  and organic and diet food.",    Statement 2: High taxation is a constraint for the food processing industry.,"a) True, False","b) True, True","c) False, False",b,Explanation:  Both the statements are true.
Question 109,5. Which of the following are NOT key constraints of the food  processing industry?,a) Inadequate quality control,b) High packaging cost,c) Low demand,"d) Poor infrastructure as in no cold storage, warehouse etc",c,Explanation: The demand for food is surplus. Hence it cannot be a constraint.
