Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 17,7. What is true about generic software product design process ?,a) It begins with SRS,b) It ends with Product Design Problem,c) Analysis is done and end product is project mission statement,d) None of the mentioned,d,"Explanation: It begins with product design problem ends with SRS and starting point is project mission statement, hence all choices are false."
Question 18,8. Generic software engineering design process defined by which of these steps ?,a) Generic software engineering design process first job after analysis is detailed design,b) Attention is turned later to architectural design,c) Architectural design is not followed by Detailed design,d) All of the mentioned,d,Explanation: Following procedure is followed in engineering design process.
Question 19,9. Which of these is said to be true about resolution process in generic software engineering design process ?,a) Architectural design is low  resolution process,b) Detailed design is high resolution process,c) All of the mentioned,d) None of the mentioned,d,"Explanation: Architectural design is high resolution, detailed design is low resolution"
Question 20,10. Which step among these follows wrong sequence in software engineering design process?,a) Analyze problem,b) Generate candidate architecture,c) Finalize design,d) Select detailed design,c,Explanation: Selection of design is followed first later design is finalized.
Question 21,1. Why there is need for Software management ?,a) Software development is complex and expensive,b) It is done with few people with fixed skills and abilities,c) It is not time consuming,d) None of the mentioned,a,Explanation: Software development is carried on with group of people with varying skills.
Question 22,2. Which of these is wrong in terms of definition ?,a) Planing is formulating scheme for doing project,b) Organizing is directing people doing project work,c) Project is one time effort to achieve a particular goal for organization,d) Staffing is filing the positions in an organizational structure,b,Explanation: Leading is directing people organizing is structuring entities and assigning responsibilities.
Question 23,3. Which of these is not project development activity ?,a) Planning,b) Organizing,c) Operating,d) Tracking,c,Explanation: Operating is a business activity in contrast to rest of them.
Question 24,4. Which of these comes under business activities ?,a) Project,b) Operations,c) Planning,d) Project & Operations,d,Explanation: planning is development activity and not business activity.
Question 25,5. Which of these terms have its role in project planning ?,a) Schedule,b) Milestone,c) Estimation,d) All of the mentioned,d,Explanation: All of these have its role for planning.
Question 26,6. What fails a project ?,a) Lack of anticipation of resources to accomplish tasks,b) Problems faced by rules governing project,c) All of the mentioned,d) None of the mentioned,c,Explanation: Both the issues fails the project
Question 27,7. What makes tracking activity more essential ?,a) No need to follow rules,"b) It schedules, estimates and follows resource allocation",c) All of the mentioned,d) None of the mentioned,b,Explanation: It revisits and follows rules.
Question 28,8. What are decompositions for design project ?,a) Analysis : Design Problem,b) Resolution : Product specifications,c) Resolution : Detailed design,d) All of the mentioned,d,Explanation: A Design project is decomposed to all of these.
Question 29,9. Risk  Analysis is an orderly process for ?,a) Identification of Risks,b) Understanding Risks,c) Assessing Risks,d) All of the mentioned,d,Explanation: Risk analysis follows all of these.
Question 30,10. Why is Design a Driving Activity ?,a) Design work extends from start of development to coding,b) The two major products of designs are SRS and design document,c) Design extends to project management,d) All of the mentioned,d,"Explanation: Design is said to be driving factor, because of all of these reasons."
Question 31,1. Product development is a central business activity because ?,a) It is expensive and complicated,b) It determines organization’s future,c) It is risky,d) All of the mentioned,d,Explanation: All of the conditions are reason for central activity.
Question 32,2. What is false among these ?,"a) A product plan is a list of approved development projects, with start and delivery dates","b) Marketing is a process of conceiving products and planning and executing their promotion, distribution, and exchange with customers",c) An opportunity funnel is a mechanism for collecting product ideas from specific source,d) None of the mentioned,c,Explanation: Opportunity funnel is collection of ideas from diverse source.
Question 33,3. Which of these is not a part of product planning ?,a) Identification of opportunities,b) Evaluation and prioritizing opportunities,c) Allocation of resources and time determination,d) Finalizing process,d,Explanation: No such case is part of product planning.
Question 34,4. How does marketers study customers and products for generation of ideas ?,a) Surveys,b) Focus Groups,c) Interviews,d) All of the mentioned,d,Explanation: All of these are part for idea generation.
Question 35,5. Which of these does not account for Passive channels for opportunity funnels ?,a) Suggestion Lines,b) Bug-report Web pages,c) Monitoring trends,d) Awards for outstanding product ideas,c,Explanation: Monitoring trends are for active channels.
Question 36,6. Which is not correct for active channel ?,a) Studying User to detect problems,b) Awards,"c) Eliciting ideas through surveys,focus groups","d) Evaluating product strengths, needed features etc)",b,Explanation: It follows Passive channel
Question 37,7. Which of these is false about opportunity statement ?,a) Opportunity statement collects product ideas into opportunity funnel,b) Opportunity statement is brief description of product development idea,c) Opportunity statements for derivative and maintenance products summarize mass changes,d) None of the mentioned,a,Explanation: Product ideas are collected by opportunity funnel are stated in opportunity statement and recorded database.
Question 38,8. Decisions through which organization follows development ?,a) Competitive strategy,b) Accountability,c) All of the mentioned,d) None of the mentioned,a,Explanation: It is procedure followed for development.
Question 39,9. What are the factors Profitability depends on ?,a) Eventual cost of product for development and marketing,b) Release of competitive product,c) Concern for target markets,d) All of the mentioned,d,Explanation: Targeted markets are concerned for profitability.
Question 40,10. Which of these are incorrect for product plan ?,a) No need to revise product plan frequently,b) Product plan guides the launch of various product development activities,c) All of the mentioned,d) None of the mentioned,a,Explanation: Product plan is revised regularly.
Question 41,1. Product development is a central business activity because ?,a) It is expensive and complicated,b) It determines organization’s future,c) It is risky,d) All of the mentioned,d,Explanation: All of the conditions are reason for central activity.
Question 42,2. What is false among these ?,"a) A product plan is a list of approved development projects, with strat and delivery dates","b) Marketing is a process of conceiving products and planning and executing their promotion, distribution, and exchange with customers",c) An opportunity funnel is a mechanism for collecting product ideas from specific source,d) None of the mentioned,c,Explanation: Opportunity funnel is collection of ideas from diverse source.
Question 43,3. Which of these is not a part of product planning ?,a) Identification of opportunities,b) Evaluation and prioritizing opportunities,c) Allocation of resources and time determination,d) Finalizing process,d,Explanation: No such case is part of product planning.
Question 44,4. How does marketers study customers and products for generation of ideas ?,a) Surveys,b) Focus Groups,c) Interviews,d) All of the mentioned,d,Explanation: All of these are part for idea generation.
Question 45,5. Which of these does not account for Passive channels fo opportunity funnels ?,a) Suggestion Lines,b) Bug-report Web pages,c) Monitoring trends,d) Awards for outstanding product ideas,c,Explanation: Monitoring trends are for active channels.
Question 46,6. Which is not correct for active channel ?,a) Studying User to detect problems,b) Awards,"c) Eliciting ideas through surveys,focus groups","d) Evaluating product strengths, needed features etc",b,Explanation: It follows Passive channel
Question 47,7. Which of these is false about opportunity statement ?,a) Opportunity statement collects product ideas into opportunity funnel,b) Opportunity statement is brief description of product development idea,c)  Opportunity statements for derivative and maintenance products summarize mass changes,d) None of the mentioned,a,Explanation: Product ideas are collected by opportunity funnel are stated in opportunity statement and recorded database.
Question 48,8. Decisions through which organization follows development ?,a) Competitive strategy,b) Accountability,c) All of the mentioned,d) None of the mentioned,a,Explanation: It is procedure followed for development.
Question 49,9. What are the factors Profitability depends on ?,a) Eventual cost of product for development and marketing,b) Release of competitive product,c) Concern for target markets,d) All of the mentioned,d,Explanation: Targeted markets are concerned for profitability.
Question 50,10. Which of these are incorrect for product plan ?,a) No need to revise product plan frequently,b) Product plan guides the launch of various product development activities,c) All of the mentioned,d) None of the mentioned,a,Explanation: Product plan is revised regularly.
Question 51,1. What among these takes project mission statement as its input ?,a) Generic Software Product Design,b) Generic Software Engineering Design,c) Generic Software Product & Engineering Design,d) None of the mentioned,a,Explanation: Software Product design input is project mission statement.
Question 52,2. The design process where project mission statement is the input what will be its output ?,a) Final design document,b) SRS,c) Product plan,d) Design document,b,Explanation: The design process is generic software product design whose output is SRS.
Question 53,3. Which of these are known as Project mission statement ?,a) Business case document,b) Project charter,c) Project brief,d) All of the mentioned,d,Explanation: The project mission statement can be addressed by all of these.
Question 54,4. What is project mission statement ?,a) It is a document that defines development project’s goal,b) It is a document that specifies project’s limits,c) It is a document that defines development project’s goal & specifies project’s limits,d) It is document which specifies project mission,c,Explanation: The correct definition of project mission statement includes both.
Question 55,5. The important roles followed by project mission statement ?,a) Launching a development project,b) Stating the software design problem,c) Both Launching a development project & Stating the software design problem,d) None of the mentioned,c,Explanation: The important roles include both activities.
Question 56,6. Which of these is not a part of project mission template ?,a) Introduction,b) Product vision and project scope,c) Business requirements,d) Functional requirements,d,Explanation: It is a part of SRS and not project mission template.
Question 57,7. Which of these is correct ?,a) Assumption is any factor that limits developers,b) Constraint is something that developers tak it as granted,c) Constraint  is a restriction on the solution,d) Assumption is drawback of the problem,c,"Explanation: Rest all are false, Assumption is something that developers may take advantage for,"
Question 58,,,,,,,"Constraint is any factor that limits developers,"
Question 59,,,,,,,Assumptions are feature of problem.
Question 60,8. Which of these step is not in sequence with project mission statement ?,i. Introduction,ii. Target Markets,iii. Product vision and scope,iv. Business requirements,b,Explanation: Product vision and scope is second step to be followed.
Question 61,9. Which of these are true for product vision and project scope ?,a) Product vision is general description of product’s purpose and form,b) Project vision is work to be done in a project,c) Project scope is general description of product’s purpose and form,d) None of the mentioned,a,Explanation: Only first definition is true rest all are incorrect.
Question 62,10. Which among these is not a stakeholder ?,a) Manager,b) Marketing person,c) User,d) Audience not a part of software who does not follow or has any concerns about software,d,Explanation: A stakeholder is anyone affected by product.
Question 63,1. Which is true among these ?,"a) The job of creating, modifying, and managing requirements over a product’s lifetime is called requirement development",b) The portion of requirements engineering concerned with initially establishing requirements is termed requirements engineering,c) The portion of requirements engineering concerned with controlling requirements changes is called requirement management,d) All of the mentioned,c,Explanation: Rest all are false.
Question 64,2. Which is true for SRS ?,a) SRS is the main input of the software product design process,b) SRS is the main output to the engineering design process,c) SRS is also the main output of the requirements specification activity,d) All of the mentioned,c,Explanation: SRS is main output of the software product design process and vice versa.
Question 65,3. SRS consists of ?,a) Problem statement,b) Product design,c) Problem statement & Product design,d) None of the mentioned,c,Explanation: It includes both.
Question 66,4. Which of these are non-technical requirements ?,a) Functional Requirements,b) Non-Functional Requirements,c) Developer’s Requirements,d) Data Requirements,c,Explanation: Developer’s requirements are not necessary and also non technical one.
Question 67,5. Which is true about functional requirement ?,a) A functional requirement is also called behavioral requirement,b) A functional requirement includes development and operational requirements,c) A functional requirement is a statement of how a software product must map program inputs to program outputs,d) None of the mentioned,c,Explanation: Rest all options belongs to the non-functional requirements
Question 68,6. Which of these are true for non functional requirements ?,a) A non-functional requirement is also called behavioral requirements,b) A non-functional requirement is a statement that a software product must have certain properties,c) It consists of Development and operational requirements,d) All of the mentioned,d,Explanation: Choices are true related to non-functional requirements.
Question 69,7. Which of these does not belong to the qualities of development requirements ?,a) Performance,b) Response time,c) Maintainability,d) Performance & Response time,d,Explanation: The other choices represents operational requirements
Question 70,8. Which of these does not belong to the qualities of operational requirements ?,a) Memory usage,b) Portability,c) Reusability,d) Portability & Reusability,d,Explanation: The choices represents development requirements
Question 71,9. Which of the following does data requirements allow for data ?,a) Entering data,b) Leaving data,c) Storing data in product,d) All of the mentioned,d,Explanation: All of these actions are followed by data requirements.
Question 72,10. Technical level abstraction includes ?,a) User level requirement,b) Physical level requirement,c) Operational level requirement,d) All of the mentioned,d,Explanation: All are the abstractions of technical requirements.
Question 73,11. Which of these is true ?,a) A physical-level requirement is a statement about how a product must support stakeholders in achieving their goals or tasks,"b) A operational-level requirement is a statement about the details of the physical form of a product, its physical interface to its environment, or its data formats",c) All of the mentioned,d) None of the mentioned,d,Explanation:  Both of the choices represents incorrect definitions.
Question 74,12. Which of these is incorrect ?,"a) Interaction design, the activity of specifying products that people are able to – use effectively and enjoyably, is an essential part of product design and hence is part of requirements development",b) SRS templates structure product design documentation but must be adapted to the product’s characteristics,"c) Business requirements state client and development organization goals, while",technical requirements state product details,d,Explanation: All of the choices are correct.
Question 75,1. What does top down process follows ?,a) The overall flow of activity during product design resolution is from higher to lower levels,b) The overall flow of activity during product design resolution is from lower to higher levels,c) All of the mentioned,d) None of the mentioned,a,Explanation: Top down layer focuses on higher to lower abstraction.
Question 76,2. What are the most common scenarios for resolutions ?,a) Designers frequently work bottom up or skip levels of abstraction,b) To specify some part of product design to its physical level details before others are specified,c) All of the mentioned,d) None of the mentioned,c,Explanation: The choices represents the most common scenarios worked out under resolution techniques.
Question 77,3. Lower level of abstraction includes ?,a) Product features,b) Functions,c) Properties,d) All of the mentioned,d,Explanation: Lower abstraction includes all the choices mentioned.
Question 78,4. Product design is mainly ?,a) Top-down approach,b) Bottom-up approach,c) Top-down & Bottom-up approach,d) None of the mentioned,a,Explanation: Product design is top down approach.
Question 79,5. User- centered design comprises of which of these principles ?,a) Stakeholder focus,b) Empirical Evaluation,c) Iteration,d) All of the mentioned,d,Explanation: It includes all the following principles.
Question 80,6. Collection of stakeholder needs is called ?,a) Requirements elicitation,b) Requirements validation,c) Needs Elicitation,d) Requirements & Needs elicitation,d,"Explanation: Collection of stakeholders needs are called needs elicitation, needs identification, requirements elicitation."
Question 81,7. Understanding Stakeholder needs are called ?,a) Needs analysis,b) Needs elicitation,c) Needs identification,d) All of the mentioned,a,Explanation: Understanding of these needs are called needs analysis.
Question 82,8. Confirming with stakeholder that a product design satisfies their needs and desires are called ?,a) Requirements validation,b) Requirements elicitation,c) Requirements analysis,d) None of the mentioned,a,Explanation: It is also called as validation or requirement validation for confirming with stakeholder that a product design satisfies.
Question 83,9. Stakeholder role in analyzing needs ?,a) Answer questions,b) Clarify project mission statement,c) Review and validate models and documents,"d) Answer questions, Review and validate models and documents",d,Explanation: Clarifying project mission statement comes for analyzing product design problem.
Question 84,10. Stakeholder role for Generate/Improve alternatives ?,a) Participate in generation and improvement,b) Answer the question,c) Be subject of empirical studies,d) All of the mentioned,a,Explanation: Generate or improving alternatives includes active participation.
Question 85,1. Which of these is true ?,a) The stakeholder’s needs are part of design problem,b) The stakeholder’s needs are part of design solution,c) Stakeholder’s needs are not a part of design solution,d) None of the mentioned,a,Explanation: Stakeholder needs are part of design problem.
Question 86,2. Which of these is not a problem of stakeholder’s needs elicitation ?,a) Stakeholder’s are readily available to designers,b) Unfocused questions usually produce a jumble of responses about different product aspects at different level of abstraction,"c) Stakeholder’s are unable to explain how they work, what they want from product",d) Stakeholder’s misunderstands the limits and capabilities of technology,a,Explanation: Stakeholder’s are not readily available.
Question 87,3. Which among these is not a heuristic for stakeholder’s needs elicitation ?,a) Determine stakeholder goal as the context of stakeholder needs and desires,b) Study user tasks,c) Learn about problem domain at the later stages,d) All of the mentioned,c,Explanation: Learn Problem domain at first stage.
Question 88,4. Elicitation techniques includes ?,a) Interviews,b) Observation,c) Focus Groups,d) All of the mentioned,d,Explanation: All the choices are techniques for elicitation.
Question 89,5. Which of these is true ?,a) A prototype is a working model of part or final product,b) A focus group is a facilitated and directed decision aimed at describing product design problem or establishing stakeholder’s needs and desires,c) An elicitation workshop is an informal discussion among few people leb by facilitator who keeps groupon topic,d) All of the mentioned,a,Explanation: A focus group is an informal discussion among people whereas an workshop is facilitated directed discussion.
Question 90,6. Which of these is incorrect ?,a) Data about the  problem domain can further categorized to form organization chart and Data about stakeholder’s organization can be made into problem domain glossary,b) Data about the  problem domain can further categorized  to form problem domain glossary and  Data about stakeholder’s organization can be made into organizational chart,c) All of the mentioned,d) None of the mentioned,a,Explanation: Choice b is true and choice a is false.
Question 91,7. Which of these statements justify needs documentation and analysis ?,a) Stakeholders-goals list is a catalog of important stakeholder categories and their goals,"b) A need list documents a single product feature, function, or property needed or desired by one or more stakeholders",c) A need statement catalogs need statements,d) All of the mentioned,a,Explanation: A need list catalogs need statements whereas need statement documents product features.
Question 92,8. Main item checked for errors while eliciting needs ?,a) Correctness,b) Terminological Consistency,c) Scope,d) All of the mentioned,d,Explanation: All of these are considered while error checking for elicitation.
Question 93,9. Which of these is false ?,a) Terminological consistency is simply using words with same meaning and always using the same words to refer to particular thing,b) A stakeholder goal or need is within the project scope,c) A statement is correct if it is contingent and accords with the facts,d) None of the mentioned,d,Explanation: All of the choices are true.
Question 94,10.  Which of these are not purchaser (stakeholder) goals ?,a) Pay the least for a product that meets irrigation needs,b) Purchase a product that is cheap to operate,c) Purchase a product that is cheap to maintain,d) Have a product that is easy and fast to install,d,Explanation: Having a product which is easy and fast to install is role of installer and not purchaser.
Question 95,1. What is necessary in generation of candidate requirements ?,a) Understand stakeholder needs,b) Generative alternative solutions,c) Studying existing products,d) All of the mentioned,d,Explanation: For generating candidate requirements all of these stages must be followed.
Question 96,2. Which of these is not an external sources for design ideas ?,a) Users and other stakeholders,b) Experts,c) Team brainstorming,d) Competitive products,c,Explanation: It is method for generating ideas through team and it is not an external source.
Question 97,3. Which of these are methods for team generation for design ideas ?,a) Team brainstorming,b) Individual brainstorming,c) Modelling,d) All of the mentioned,d,Explanation: All are the valid methods to follow design ideas generation.
Question 98,4. Generation step for product design resolution consists of ?,a) Making up new candidate requirements,b) Refining existing requirements,c) None of the mentioned,d) All of the mentioned,d,Explanation: All choices follows product design resolution.
Question 99,5. Which is false with the context of stating requirements ?,a) The advantage is that the language is precise,b) The disadvantage is language is not easily understandable,c) All of the mentioned,d) None of the mentioned,c,Explanation: The advantage is that language is easily understandable and disadvantage is that language is not precise.
Question 100,6. Which among these is true ?,a) Formal notations are more precise and concise than natural language and not defined by mathematical rigor and precision,b) Semi-Formal notations are defined with mathematical rigor and precision,c) None of the mentioned,d) All of the mentioned,c,Explanation: Formal notations are mathematically rigor and precise whereas semi formal are not.
Question 101,7. Rules for stating good technical writing includes ?,"a) Write complete, simple sentences in active voice",b) Define terms clearly and use them consistently,c) Express all requirements using the words “must” or  “shall”,d) All of the mentioned,d,Explanation: All of these are rules for good technical writing.
Question 102,8. Which is correct for the following ?,a) A specification is verifiable if there is a definitive procedure to determine whether it is met,b) A specification is testable if there is no such definative procedure,c) All of the mentioned,d) None of the mentioned,a,Explanation: A testable and verifiable specification are same.
Question 103,9. When is a requirement atomic ?,a) If it does not state product function and also does not have a unique identifier,b) If it doesn’t not state product function but has a unique identifier,c) It does have state product function but no unique identifier,d) if has state product function and also has a unique identifier,d,Explanation: A requirement is atomic if it has both of the qualities.
Question 104,10. Which of these is false ?,a) Atomizing requirements lays the foundation for requirements trace ability,b) Each labeled statement should express a single requirement,c) Atomic requirements statements are expressed in complex sentences rather than simple sentences,"d) Non-natural-language specifications, such as equations, tables, trees and diagrams should be unchanged but included",c,Explanation: Atomic requirements statements are expressed in simple sentences rather than complex sentences.
Question 105,1. What considerations should be accounted while evaluating requirements ?,a) The degree to which the alternative meets stakeholder needs,b) The priority of the needs met,c) The quality of the alternative with respect to basic principles of product design,d) All of the mentioned,d,Explanation: All the considerations are to be followed while evaluation of requirements.
Question 106,2. Stakeholders can be involved in evaluating design alternatives in what ways ?,a) Stakeholder surveys,b) Usability Studies,c) None of the mentioned,d) All of the mentioned,d,Explanation: Both of the choices are different ways in which stakeholder can contribute.
Question 107,3. Which of these does not belong to the basic principles of good product design ?,a) Adequacy,b) Feasibility,c) Portability,d) Economy,c,Explanation: Portability is not a part of good product design.
Question 108,4. Which is incorrect among the following choices ?,"a) Adequacy – Design that meets more stakeholder needs, subject to constraints, are better",b) Feasibility – Simpler designs are better,c) Beauty – Beautiful designs are better,d) None of the mentioned,b,Explanation: Feasibility : A design is acceptable only if it is realized.
Question 109,5. Selection of  candidate requirements can be made by which parties ?,a) Stakeholders,b) Designers,c) Testers,d) Stakeholders & Designers,d,Explanation: Parties like stakeholders and designers follow selection procedure.
Question 110,6. Techniques for selecting alternative requirements ?,a) Stakeholder participation,b) Crucial expectation,c) Multidimensional ranking,d) Pros and Cons,a,Explanation: Stakeholder participation is not a technique.
Question 111,7.  Which of these are included in multidimensional ranking ?,a) It includes scoring matrix,b) It provides objective base for making the selection,c) Alternative receives weighted scores for each selection criterion,d) All of the mentioned,d,Explanation: All choices are included in multidimensional ranking
Question 112,8. What is false about pros and cons technique ?,a) Selectors list each alternatives advantages and disadvantages,b) Technique is slow and not easy to use,c) Selection is made by consensus or vote,d) The results depends more on the persuasiveness of individual team member than on the objective quality of alternative designs,b,Explanation: Technique is fast and easy to use.
Question 113,9. What is scoring matrix ?,a) Scoring matrix are included in pros and cons,b) Scoring matrix evaluates based on numerical data,c) Scoring matrix is a table showing alternative requirements in columns and weighted selection criteria in the rows,d) All of the mentioned,c,Explanation: Choice c is true rest all are false.
Question 114,10. Which of these is not true ?,"a) Once alternative requirements have been selected for inclusion in the design solution, they can be prioritized in case some must later be thrown out or deferred",b) Multidimensional ranking can be done using scoring matrices,c) Either of Stakeholders or designers can select alternative requirements,d) All of the mentioned,c,"Explanation: Stakeholders, designers, even both can select alternative requirements."
Question 115,1. Which among these are the quality characteristics concentrated by designers ?,a) Well Formedness,b) Clarity,c) Correctness,d) Both Well Formedness & Clarity,d,Explanation: WellFormdness and Clarity are design characteristics whereas correctness validation characteristic.
Question 116,2. Which statements are followed by Well Formedness?,a) Requirements must be atomized),b) Requirements should include keywords like”must and ” shall”,c) Requirements are written in active voice,d) All of the mentioned,d,Explanation: All of the statements are true and comes under Well Formedness.
Question 117,3. Which among this is false?,a) An SRS is clear if it is easily understood,b) A set of requirement is consistent if a single product can satisfy them all,c) Not all requirements can be verifiable,d) Requirements must be realized to check feasibility,c,Explanation: All requirements should be verifiable.
Question 118,4. What are the characteristics for validation of requirements ?,a) Correctness,b) Proper Requirement prioritization,c) All of the mentioned,d) None of the mentioned,c,Explanation: All the mentioned are the characteristics which helps in validating requirements.
Question 119,5. Which of the following gives true meaning for a review?,a) A review is examination of work product by qualified individuals,b) A review is evaluation of work process by qualified teams,c) All of the mentioned,d) None of the mentioned,c,Explanation: A review includes individuals as well as teams and hence the combinations is true definition.
Question 120,6. Different types of review are ?,a) Desk Check,b) Walk through,c) Inspection,d) All of the mentioned,d,Explanation: All of the mentioned are types of review.
Question 121,7. What are the main roles played by requirement inspectors ?,a) Moderator,b) Designer,c) Manager,d) All of the mentioned,a,"Explanation: The main roles played are moderator, Inspector, Author, Reader."
Question 122,8. Which of these are true ?,a) Inspections are driven by checklists that the inspectors used to guide,b) Team inspection meeting begins with Inspector,c) Inspection meetings can be late for more than 2 hours,d) All of the mentioned,a,Explanation: Team inspection meeting begins with manager and Inspection meeting can not last for more than 2 hours.
Question 123,9. Which is False among the following ?,a) Inspections are driven by checklist that inspector uses to guide their review,b) Designer should modify requirements inspection continuously,c) Inspection meeting is aimed at detecting defects,d) None of the mentioned,d,Explanation: All of the statements are true.
Question 124,10. What are Critical reviews ?,a) Critical review is an evaluation of finished product to determine whether it is of acceptable quality,b) Critical reviews are intended as quality gated that keep poor quality work products,c) All of the mentioned,d) None of the mentioned,c,Explanation: All are true for critical review.
Question 125,1. What are prototypes ?,a) Prototypes is a working model of part or all of a final product,b) Prototypes does not represent any sort of models,c) Prototype can never consist of full size,d) All of the mentioned,a,"Explanation: Prototypes exits usually in full size, Prototype itself is a model."
Question 126,2. What are the types of prototypes ?,a) Horizontal prototypes,b) Vertical Prototypes,c) All of the mentioned,d) None of the mentioned,c,Explanation: These are the types of prototypes.
Question 127,3. Which of these is true for prototypes?,a) Horizontal Prototypes does some processing apart from the required for presenting the product’s user interface,b) Vertical Prototype realizes part or all of a product’s user interface,c) All of the mentioned,d) None of the mentioned,d,Explanation: Horizontal prototype realizes part or all of product’s user interface and vice versa)
Question 128,4. What are the notations for the Use case Diagrams ?,a) Use case,b) Actor,c) Prototype,d) Use case and Actor,d,Explanation: Use Case diagram consists of Use cases and Actors.
Question 129,5. Which description is inappropriate ?,a) A usecase is a type of agent that interacts with a product,b) An actor is a type of complete interaction between product and its environment,c) All of the mentioned,d) None of the mentioned,c,Explanation: An actor is a type of agent that interacts with the product.
Question 130,6. Which statements are considered correct in reference to use case diagram ?,a) A scenario is an interaction  between product and particular interaction,b) A use case diagram represent a product’s use cases and actors involved in each use case,c) All of the mentioned,d) None of the mentioned,c,Explanation: All the statements are the respective definitions of the terms.
Question 131,7. Which among the following can be heuristic for Use case diagram ?,a) Product can be made actor,b) Never name actors with noun phrases,c) Name Use cases with verb phrases,d) All of the mentioned,c,Explanation: Actors are noun phrases and never make a product as an actor.
Question 132,8. What is incorrect among the following ?,a) Make use cases that uniform in size and complexity,"b) Organize use cases by actor, problem domain categories or solution categories",c) Use cases can last for more than one session,d) Achieve a stakeholder goal in a usecase,c,Explanation: Use cases should be finished in one session.
Question 133,9. Use case models can be summarized under which of these  category ?,a) Usecase Diagram,b) Usecase Description,c) All of the mentioned,d) None of the mentioned,c,Explanation: Use case models are summarized as usecase diagram and description.
Question 134,10. Which of these is true ?,a) Use case diagram is a dynamic model of interaction between product and actors in a use case,b) Use case Description is a static model of usecase supported by a product,c) All of the mentioned,d) None of the mentioned,d,Explanation: Use case description is dynamic model of interaction between product and actors in a use case.
