Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 40,The forward exchange rate __________,is the rate today for exchanging one currency for another for immediate delivery,is the rate today for exchanging one currency for another at a specific future date,is the rate today for exchanging one currency for another at a specific location on a specific future date,is the rate today for exchanging one currency for another at a specific location for immediate delivery,A,No explanation
Question 41,Which organisation of the World Bank Group deals with matters related to the development of the poorest countries in the world?,The International Bank for Reconstruction and Development,The International Development Association,The International Finance Corporation,The Multilateral Investment Agency,B,No explanation
Question 42,India s foreign exchange rate system is?,Fixed target,Managed float,Free float,Fixed and Float,C,No explanation
Question 43,The index of Financial Inclusion has been launched for the first time in 2008,Confederation of Indian Industries (CII),Federation of Indian Chamber of Commerce and Industry (FICCI),National Council of Applied Economic Research (NCAER),Indian Council for Research on International Economic Relations (ICRIER),B,No explanation
Question 44,A deposit or borrowing domiciled outside the home country of the currency is called as,foreign bond,euro bond,euro currency,domestic bond,C,No explanation
Question 45,The system operated by the WTO is known as the,multilateral trading system,bilateral trading system,ratified system,ungratified system,A,No explanation
Question 46,The price at which a market maker is prepared to sell a currency or lend money,forward rate,sport rate,bid rate,offer rate,D,No explanation
Question 47,Bretton woods agreement arrived at in,01/07/94,01/07/54,31-06-60,01/06/64,A,No explanation
Question 48,A contract that gives the buyer the right to buy commodity or a foreign currency from the seller at a fixed price is called as,put option,call option,cross option,currency swap,B,No explanation
Question 49,SIBOR refers to,static interest bonds offered rate,Singapore international bonds offered rate,simple interest bearing offshore rate,Singapore interbank offered rate,D,No explanation
Question 50,The market where long term securities (shares bonds etc. are bought and sold is called as,money market,capital market,primary market,secondary market,C,No explanation
Question 51,A bank located usually in another country that provides service for another bank is,Foreign bank,Central bank,Correspondent ban,World Bank,D,No explanation
Question 52,The maximum amount that an Indian company can issue as ADR/GDR in a year is,USD 500 million,USD 30 million,USD 20 million,No monetary ceiling,A,No explanation
Question 53,Difference between buying and selling rates in an exchange rate or interest rate quotation is known as,Strike price,Spread,Swap points,Spot rate,B,No explanation
Question 54,International Finance Corporation established in,1956,1960,1966,1970,A,No explanation
Question 55,Which exchange rate theory focuses on the inflation exchange rate relationship?,Interest rate parity,International Fisher Effect,Purchasing power parity,Traditional Model,C,No explanation
Question 56,The exchange rate prevailing at a financial reporting date,Closing exchange rate,Opening exchange rate,Fixed exchange rate,Fluctuating exchange rate,A,No explanation
Question 57,The bank account of a non-resident of a country where the amount of currency in the account cannot be transferred to another country is called as,Nostro account,Blocked Account,Foreign account,Capital account,B,No explanation
Question 58,Exchange rate between currency A and currency B given the values of currencies A and B with respect to a third currency is known as,Golden standard,Flexible exchange rate,Fixed exchange rate,Cross exchange rate,D,No explanation
Question 59,Agreement to exchange one currency for another at a specified exchange rate and date is,Currency swap,Swap points,Currency put option,Currency call option,A,No explanation
Question 60,Long-term securities denominated in two currencies is called as,Euro bond,Dual currency bonds,Foreign bonds,Euro dollar deposit,B,No explanation
Question 61,Foreign exchange transactions involve monetary transactions,among residents of the same country,between residents of two countries only,between residents of two or more countries,among residents of at least three countries,C,No explanation
Question 62,The index of Financial Inclusion has been launched for the first time in 2008,Confederation of Indian Industries (CII),Federation of Indian Chamber of Commerce and Industry (FICCI),National Council of Applied Economic Research (NCAER),Indian Council for Research on International Economic Relations (ICRIER),B,No explanation
Question 63,A deposit or borrowing domiciled outside the home country of the currency is called as,foreign bond,euro bond,euro currency,domestic bond,C,No explanation
Question 64,The system operated by the WTO is known as the,multilateral trading system,bilateral trading system,ratified system,ungratified system,A,No explanation
Question 65,The price at which a market maker is prepared to sell a currency or lend money,forward rate,sport rate,bid rate,offer rate,D,No explanation
Question 66,Bretton woods agreement arrived at in,01/07/94,01/07/54,31-06-60,01/06/64,A,No explanation
Question 67,A contract that gives the buyer the right to buy commodity or a foreign currency from the seller at a fixed price is called as,put option,call option,cross option,currency swap,B,No explanation
Question 68,SIBOR refers to,static interest bonds offered rate,Singapore international bonds offered rate,simple interest bearing offshore rate,Singapore interbank offered rate,D,No explanation
Question 69,The market where long term securities (shares bonds etc. are bought and sold is called as,money market,capital market,primary market,secondary market,C,No explanation
Question 70,A bank located usually in another country that provides service for another bank is,Foreign bank,Central bank,Correspondent ban,World Bank,D,No explanation
Question 71,The maximum amount that an Indian company can issue as ADR/GDR in a year is,USD 500 million,USD 30 million,USD 20 million,No monetary ceiling,A,No explanation
Question 72,Difference between buying and selling rates in an exchange rate or interest rate quotation is known as,Strike price,Spread,Swap points,Spot rate,B,No explanation
Question 73,International Finance Corporation established in,1956,1960,1966,1970,A,No explanation
Question 74,Which exchange rate theory focuses on the inflation exchange rate relationship?,Interest rate parity,International Fisher Effect,Purchasing power parity,Traditional Model,C,No explanation
Question 75,The exchange rate prevailing at a financial reporting date,Closing exchange rate,Opening exchange rate,Fixed exchange rate,Fluctuating exchange rate,A,No explanation
Question 76,The bank account of a non-resident of a country where the amount of currency in the account cannot be transferred to another country is called as,Nostro account,Blocked Account,Foreign account,Capital account,B,No explanation
Question 77,Exchange rate between currency A and currency B given the values of currencies A and B with respect to a third currency is known as,Golden standard,Flexible exchange rate,Fixed exchange rate,Cross exchange rate,D,No explanation
Question 78,Agreement to exchange one currency for another at a specified exchange rate and date is,Currency swap,Swap points,Currency put option,Currency call option,A,No explanation
Question 79,Long-term securities denominated in two currencies is called as,Euro bond,Dual currency bonds,Foreign bonds,Euro dollar deposit,B,No explanation
Question 80,Foreign exchange transactions involve monetary transactions,among residents of the same country,between residents of two countries only,between residents of two or more countries,among residents of at least three countries,C,No explanation
Question 81,The bank account of a non-resident of a country where the amount of currency in the account cannot be transferred to another country is called as,Nostro account,Blocked Account,Foreign account,Capital account,B,No explanation
Question 82,Exchange rate between currency A and currency B given the values of currencies A and B with respect to a third currency is known as,Golden standard,Flexible exchange rate,Fixed exchange rate,Cross exchange rate,D,No explanation
Question 83,Agreement to exchange one currency for another at a specified exchange rate and date is,Currency swap,Swap points,Currency put option,Currency call option,A,No explanation
Question 84,Long-term securities denominated in two currencies is called as,Euro bond,Dual currency bonds,Foreign bonds,Euro dollar deposit,B,No explanation
Question 85,Foreign exchange transactions involve monetary transactions,among residents of the same country,between residents of two countries only,between residents of two or more countries,among residents of at least three countries,C,No explanation
Question 86,The index of Financial Inclusion has been launched for the first time in 2008,Confederation of Indian Industries (CII),Federation of Indian Chamber of Commerce and Industry (FICCI),National Council of Applied Economic Research (NCAER),Indian Council for Research on International Economic Relations (ICRIER),B,No explanation
Question 87,A deposit or borrowing domiciled outside the home country of the currency is called as,foreign bond,euro bond,euro currency,domestic bond,C,No explanation
Question 88,The system operated by the WTO is known as the,multilateral trading system,bilateral trading system,ratified system,ungratified system,A,No explanation
Question 89,The price at which a market maker is prepared to sell a currency or lend money,forward rate,sport rate,bid rate,offer rate,D,No explanation
Question 90,Bretton woods agreement arrived at in,01/07/94,01/07/54,31-06-60,01/06/64,A,No explanation
Question 91,A contract that gives the buyer the right to buy commodity or a foreign currency from the seller at a fixed price is called as,put option,call option,cross option,currency swap,B,No explanation
Question 92,SIBOR refers to,static interest bonds offered rate,Singapore international bonds offered rate,simple interest bearing offshore rate,Singapore interbank offered rate,D,No explanation
Question 93,The market where long term securities (shares bonds etc. are bought and sold is called as,money market,capital market,primary market,secondary market,C,No explanation
Question 94,A bank located usually in another country that provides service for another bank is,Foreign bank,Central bank,Correspondent ban,World Bank,D,No explanation
Question 95,The maximum amount that an Indian company can issue as ADR/GDR in a year is,USD 500 million,USD 30 million,USD 20 million,No monetary ceiling,A,No explanation
Question 96,Difference between buying and selling rates in an exchange rate or interest rate quotation is known as,Strike price,Spread,Swap points,Spot rate,B,No explanation
Question 97,International Finance Corporation established in,1956,1960,1966,1970,A,No explanation
Question 98,Which exchange rate theory focuses on the inflation exchange rate relationship?,Interest rate parity,International Fisher Effect,Purchasing power parity,Traditional Model,C,No explanation
Question 99,The exchange rate prevailing at a financial reporting date,Closing exchange rate,Opening exchange rate,Fixed exchange rate,Fluctuating exchange rate,A,No explanation
Question 100,The bank account of a non-resident of a country where the amount of currency in the account cannot be transferred to another country is called as,Nostro account,Blocked Account,Foreign account,Capital account,B,No explanation
