Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 35,An association of 25 people not registered under the companies act but carrying on business is a/an _________.,partnership,private company,public company,illegal association,D,No explanation
Question 36,A partnership firm cannot raise funds by __________.,bank loan,Partner loan,debentures,partner capital,C,No explanation
Question 37,The term Capitalization is used in relation to __________.,Sole-proprietorship,Partnership,Joint stock companies,Co-operative societies,C,No explanation
Question 38,Over-capitalization results from __________.,payment of excessive amount for goodwill,underestimating the rate of capitalization,raising more money than can be profitably used,raising only the money,C,No explanation
Question 39,Which of the following securities is not redeemable?,Equity shares,Preference shares,Cumulative preference shares,Debentures,A,No explanation
Question 40,Preference shares are those which carry preferential right in respect of __________.,dividends,repayment of capital,both dividend and repayment of capital,right to vote on all important motions in AGM,C,No explanation
Question 41,Investment in which of the following is most risky?,Equity shares,Preference shares,Debentures,Land,A,No explanation
Question 42,Which of the following is not an ownership security?,Equity shares,Preference shares,Debentures,Both B and C,C,No explanation
Question 43,In which of the following interest / dividend is payable even if the company does not earn profit?,Equity capital,Preference capital,Debentures,All of above,C,No explanation
Question 44,Debentures cannot be ________.,irredeemable,participating,registered,bearer,C,No explanation
Question 45,Ploughing back of profits means __________.,earning of black money,dividends not claimed by shareholders,retaining the earnings,not paying dividends in a particular year,C,The Ploughing Back of Profits is a management policy under which all profits are not distributed amongst the shareholders but a part of the profit is Ploughed back or retained in the company.
Question 46,Deferred shares can be issued by ________.,public company,private company,private company which is deemed to be a public,government company,B,According to Companies Act 1956 no public limited company or which is a subsidiary of a public company can issue deferred shares.
Question 47,Which of the following companies may issue share warrants?,Companies limited by guarantee,Private limited companies,Public limited companies,Trust,C,No explanation
Question 48,A bearer of a share warrant of a company is _____.,a creditor of the company,a member of the company,a member subject to certain conditions,not a member of the company,D,No explanation
Question 49,Bank overdraft is a good source of finance for _________.,Short term,Medium term,Long term,Short and long term,A,No explanation
Question 50,The most important economic function of new issue market is to ___________.,provide liquidity to securities,provide facilities for converting saving into investments,give proper direction to the flow of capital,give direction,B,No explanation
Question 51,Which of the following are components of organized sector of stock exchange?,Commercial banks,Investors in securities,Financial institutions like LFC IDBI,Other financial institutions,B,No explanation
Question 52,Which of the following methods is not used for raising capital through the sale of new securities?,By issue of prospectus,Rights issue,Stock exchange placing,Private placing,C,No explanation
Question 53,The most common method used for marketing of new securities is _________.,sale of existing shareholders,stock exchange placing,direct sale to public through prospectus,sale to biometers,C,No explanation
Question 54,The first stock exchange was set up in India in __________.,Calcutta,Bombay,New Delhi,Chennai,B,No explanation
Question 55,Stock Exchanges in India are under the control of ____________.,SEBI,SEC,RBI,financial Institution,A,The stock market in each country now is governed/controlled by the corresponding governing bodies in that country. Ex: SEC (Securities Exchange Commission) for USA  SEBI (Securities & Exchanges Board of India) for India. Earlier Stock Exchanges in India were continued to be regulated directly by the Government of India. In the year 1988 the Government of India constituted SEBI to act as the independent regulator of Stock exchanges the primary market Mutual Funds etc. Securities Scam of 1990-91 mastered by the stockbroker Harshad Mehta exposed by journalist Sucheta Dalal prompted Government to make SEBI a statutory and autonomous regulatory board with responsibilities to cover both development & regulation of the market.
Question 56,A speculator who applies for new share is ________.,a stag,middle man,jobber,lame duck,A,No explanation
Question 57,Dealings in stock exchanges can be done by public __________.,directly,directly or through brokers,only through brokers,only by corporate houses,C,No explanation
Question 58,Members of Bombay stock exchange are unofficially classified into ___________.,brokers and jobbers,brokers and tarawaniwalas,jobbers and tarawaniwalas,there is no such classification of members of stock exchange,B,No explanation
Question 59,Speculation in stock exchange means __________.,Investment in securities,Gambling in securities,Buying and selling securities in the hope of making profile due to change in prices,Creating secret profits,C,No explanation
Question 60,Which of the following speculators expect fall in the prices of securities in the near future?,Bull,Bear,Stag,Under inter,B,No explanation
Question 61,Which of the following speculative activities is based on disparity in quoted prices in different markets?,Option dealing,Arbitrage,Margin trading,Blank transfers,B,No explanation
Question 62,When the name of the transferee is not filled in not filled in the transfer deed without filling in the name of the transferee it is called _______.,option dealing,forward dealing,blank transfers,carry over,C,A transfer signed by the transferor but with a blank for the name of the transferee is called a blank transfer. In a blank transfer neither the transfereeâ€™s name and signature nor the date of sale are filed in the transfer form. The transferee is at liberty to sell it again without filling his name and signature to a subsequent buyer.
Question 63,When a right to sell a security is acquired it is known as __________.,call option,put option,double option,single option,B,No explanation
Question 64,Stock exchange deals with the ___________.,second hand securities,issued of equity shares,issue of preference shares,issue of debentures,A,No explanation
Question 65,Dividend and interest are _______.,synonymous terms,different from each other,debited to profit and loss account,divisible profits,C,No explanation
Question 66,The price of a share quoted in the stock exchange is cum dividend when _________.,it is inclusive of dividend declared,it is exclusive of dividend declared,it excludes interest,it includes interest,A,No explanation
Question 67,When SEBI came into force?,1992,1991,1990,1993,A,No explanation
Question 68,Indexing is an important ________.,method of filing,method of maintaining account books,aid to filing,method of maintaining statistical books,B,No explanation
Question 69,A certain percentage of the sum assured is paid periodically according to the terms of policy is known as ________ .,Term policy,Endowment policy,Money-Back Policy,Group insurance policy,C,No explanation
Question 70,What is called to buying of shares by taking money from brokers?,Margin trading,Curb dealing,Badla,Forward,A,No explanation
Question 71,The charter of a company is its _________.,prospectus,statement lieu of prospectus,memorandum of association,articles of association,C,No explanation
Question 72,An association of 25 people not registered under the companies act but carrying on business is a/an _________.,partnership,private company,public company,illegal association,D,No explanation
Question 73,A partnership firm cannot raise funds by __________.,bank loan,Partner loan,debentures,partner capital,C,No explanation
Question 74,The term Capitalization is used in relation to __________.,Sole-proprietorship,Partnership,Joint stock companies,Co-operative societies,C,No explanation
Question 75,Over-capitalization results from __________.,payment of excessive amount for goodwill,underestimating the rate of capitalization,raising more money than can be profitably used,raising only the money,C,No explanation
Question 76,Which of the following securities is not redeemable?,Equity shares,Preference shares,Cumulative preference shares,Debentures,A,No explanation
Question 77,Preference shares are those which carry preferential right in respect of __________.,dividends,repayment of capital,both dividend and repayment of capital,right to vote on all important motions in AGM,C,No explanation
Question 78,Investment in which of the following is most risky?,Equity shares,Preference shares,Debentures,Land,A,No explanation
Question 79,Which of the following is not an ownership security?,Equity shares,Preference shares,Debentures,Both B and C,C,No explanation
Question 80,In which of the following interest / dividend is payable even if the company does not earn profit?,Equity capital,Preference capital,Debentures,All of above,C,No explanation
Question 81,Debentures cannot be ________.,irredeemable,participating,registered,bearer,C,No explanation
Question 82,Ploughing back of profits means __________.,earning of black money,dividends not claimed by shareholders,retaining the earnings,not paying dividends in a particular year,C,The Ploughing Back of Profits is a management policy under which all profits are not distributed amongst the shareholders but a part of the profit is Ploughed back or retained in the company.
Question 83,Deferred shares can be issued by ________.,public company,private company,private company which is deemed to be a public,government company,B,According to Companies Act 1956 no public limited company or which is a subsidiary of a public company can issue deferred shares.
Question 84,Which of the following companies may issue share warrants?,Companies limited by guarantee,Private limited companies,Public limited companies,Trust,C,No explanation
Question 85,A bearer of a share warrant of a company is _____.,a creditor of the company,a member of the company,a member subject to certain conditions,not a member of the company,D,No explanation
Question 86,Bank overdraft is a good source of finance for _________.,Short term,Medium term,Long term,Short and long term,A,No explanation
Question 87,The most important economic function of new issue market is to ___________.,provide liquidity to securities,provide facilities for converting saving into investments,give proper direction to the flow of capital,give direction,B,No explanation
Question 88,Which of the following are components of organized sector of stock exchange?,Commercial banks,Investors in securities,Financial institutions like LFC IDBI,Other financial institutions,B,No explanation
Question 89,Which of the following methods is not used for raising capital through the sale of new securities?,By issue of prospectus,Rights issue,Stock exchange placing,Private placing,C,No explanation
Question 90,The most common method used for marketing of new securities is _________.,sale of existing shareholders,stock exchange placing,direct sale to public through prospectus,sale to biometers,C,No explanation
Question 91,The first stock exchange was set up in India in __________.,Calcutta,Bombay,New Delhi,Chennai,B,No explanation
Question 92,Stock Exchanges in India are under the control of ____________.,SEBI,SEC,RBI,financial Institution,A,The stock market in each country now is governed/controlled by the corresponding governing bodies in that country. Ex: SEC (Securities Exchange Commission) for USA  SEBI (Securities & Exchanges Board of India) for India. Earlier Stock Exchanges in India were continued to be regulated directly by the Government of India. In the year 1988 the Government of India constituted SEBI to act as the independent regulator of Stock exchanges the primary market Mutual Funds etc. Securities Scam of 1990-91 mastered by the stockbroker Harshad Mehta exposed by journalist Sucheta Dalal prompted Government to make SEBI a statutory and autonomous regulatory board with responsibilities to cover both development & regulation of the market.
Question 93,A speculator who applies for new share is ________.,a stag,middle man,jobber,lame duck,A,No explanation
Question 94,Dealings in stock exchanges can be done by public __________.,directly,directly or through brokers,only through brokers,only by corporate houses,C,No explanation
Question 95,Members of Bombay stock exchange are unofficially classified into ___________.,brokers and jobbers,brokers and tarawaniwalas,jobbers and tarawaniwalas,there is no such classification of members of stock exchange,B,No explanation
Question 96,Speculation in stock exchange means __________.,Investment in securities,Gambling in securities,Buying and selling securities in the hope of making profile due to change in prices,Creating secret profits,C,No explanation
Question 97,Which of the following speculators expect fall in the prices of securities in the near future?,Bull,Bear,Stag,Under inter,B,No explanation
Question 98,Which of the following speculative activities is based on disparity in quoted prices in different markets?,Option dealing,Arbitrage,Margin trading,Blank transfers,B,No explanation
Question 99,When the name of the transferee is not filled in not filled in the transfer deed without filling in the name of the transferee it is called _______.,option dealing,forward dealing,blank transfers,carry over,C,A transfer signed by the transferor but with a blank for the name of the transferee is called a blank transfer. In a blank transfer neither the transfereeâ€™s name and signature nor the date of sale are filed in the transfer form. The transferee is at liberty to sell it again without filling his name and signature to a subsequent buyer.
Question 100,When a right to sell a security is acquired it is known as __________.,call option,put option,double option,single option,B,No explanation
