Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 30,Factors that can help in differentiation of services include,delivery and installation,customer training and consultation,ordering ease,all of the above,D,No explanation
Question 31,Duplication of market leader's product and sells it in black market or through illegal dealers is classified as,counterfeiter,cloner,imitator ,adapter ,A,No explanation
Question 32,In BVA measurement of loyalty perceptions and how well brand is respected is classified as,esteem ,perceived esteem,energized esteem,energized similarities ,A,No explanation
Question 33,People who seek products with functional or practical purposes are considered as,makers ,destroyers ,non-makers ,non-destroyers,A,No explanation
Question 34,In industry market is affected by marketing expenditures of companies is called,expansible market,no expansible market,expanding expenditure,limited expenditure,A,No explanation
Question 35,A company can create differentiation for its product with help of,channel differentiation ,image differentiation ,employee differentiation,all of the above ,D,No explanation
Question 36,Deciders and buyers in companies are classified as,evaluators,approvers ,buyers,selectors,B,No explanation
Question 37,Organizational division which makes decision on amount of available resources is part of,corporate level,division level,business unit,decision level,A,No explanation
Question 38,Technique which is not included in co-branding is,retail co-branding,wholesale co-branding,joint-venture co-branding,multiple-sponsor co-branding,B,No explanation
Question 39,In marketing 'Relative Employee Satisfaction' is best classified as,internal marketing metrics,perceived metrics,quality metrics,loyalty metrics,A,No explanation
Question 40,Long-term social and economic changes on a highly large scale is classified as,minor trends,mega trends,special followers,introductory products,B,No explanation
Question 41,Type of research in which finders use tools from social sciences disciplines is called,ethnographic research,demographic research ,psychographic research,geographical research,A,No explanation
Question 42,First step in marketing research process is to,define problem,stating research objectives,deciding research approach,both A and B,D,No explanation
Question 43,Consumers who buy branded products are classified as,non-switchers,switchers,non-shifting loyal,shifting loyal,B,No explanation
Question 44,Maximum number of sales of all firms in an industry for a given period of time is called,total market potential ,total production potential ,total demand potential,current demand,A,No explanation
Question 45,Type of auctions which considers both situations such as many buyers and one seller or one seller and many buyers is classified as,Australian auctions,English auctions,Dutch auctions,Sealed-bid auctions,C,No explanation
Question 46,Step in information search in buying process milder search state is classified as,less attention,heightened attention,data attention,research attention,B,No explanation
Question 47,Business markets buy phases include,proposal solicitation,product specification,order-routine specification,all of the above,D,No explanation
Question 48,System in which company creates partnerships with different channels to deliver their market offering is classified as,functional network,predatory network,hybrid network,value network,D,No explanation
Question 49,An analysis of income distribution and person's savings is part of,geographic environment analysis,economic environment analysis ,demographic environment analysis ,analysis of natural environment ,B,No explanation
Question 50,Collection of individual customer comprehensive information which is accessible and actionable is classified as,company database ,individual database,customer database,detailed database,C,No explanation
Question 51,Plausible representation of possible future based on assumptions is called,scenario analysis,market analysis,segmentation analysis,targeted factors,A,No explanation
Question 52,Relatively high priced brands offer by company are classified as,low end prestige,high end prestige,open end prestige,close end prestige ,B,No explanation
Question 53,Narrowly defined consumer group seeking mix of benefits in a segment is classified as,niche,individuals ,custom group ,costly customization,A,No explanation
Question 54,Persuasion route based on customer rational consideration and buying diligence is explained in,value cues,central route ,peripheral route,central cues,B,No explanation
Question 55,According to service quality model willingness of employees to solve problems of customers is classified as,responsiveness,assurance,empathy,reliability,A,No explanation
Question 56,Product or service that can be differentiate competitors but can satisfy same need is classified as,customized brands ,super brands,brand ,value products ,C,No explanation
Question 57,Strategies such as vertical and horizontal integration are classified as,integrative growth,disintegrative growth,extensive growth,intensive growth,A,No explanation
Question 58,Purchasing agents of companies in business markets dominate the,buyer selection ,trial supplier?s ,product components,supplier selection,D,No explanation
Question 59,Endowment of products or services with power of specific name or logo is considered as,branding,packaging,advertising,valuing,A,No explanation
Question 60,In sampling plan question 'To whom should we survey?' is part of,sampling size,sampling procedure,sampling unit,sampling scale,C,No explanation
Question 61,Parents and siblings are part of,family orientation,inspirational orientation,group orientation,opinion orientation,A,No explanation
Question 62,State which describes how well market offering fulfill customer's needs is considered as,brand imagery,brand feelings,brand salience,brand performance,D,No explanation
Question 63,Goods that are frequently and immediately bought by consumer's are classified as,unsought goods,specialty goods,convenience goods,shopping goods,C,No explanation
Question 64,Goods that enter completely into manufacturing of product are classified as,supplies services,materials and parts,capital items,business services,B,No explanation
Question 65,'selective distortion' and 'selective attention' are types of,motivational process,sampling process,perceptual process,technical process,C,No explanation
Question 66,An ability to determine marketing strategy to affect customer mind-set is considered as,develop multiplier,program multiplier,market multiplier,customer multiplier ,B,No explanation
Question 67,Estimation of total brand value in financial terms are classified as,brand audit ,brand tracking,brand valuation,liabilities evaluation,C,No explanation
Question 68,Specific brand lines supplied to specific retailers are classified as,branded variants ,product variants ,sub-brand variants ,line variants ,A,No explanation
Question 69,Considering categories of services mix air travel with eatable is classified as ,tangible goods with accompanying services,pure tangible goods,pure services,major service with minor goods,D,No explanation
Question 70,A coordinate collection of procedures data systems with supporting hardware and software is defined as,marketing decision support system,sampling decision support system,planning support system ,marketing support system,A,No explanation
Question 71,Concept which defines 'person' and it's interaction with environment is classified as,lifestyle ,personality,role ,status,A,No explanation
Question 72,Approaches used to measure marketing productivity are,marketing metrics,marketing mix modelings,marketing equity,both A and B,D,No explanation
Question 73,A group whose values and behaviors are rejected by individuals is classified as,aspiration groups group,associative group,dissociative group,inspiration group,C,No explanation
Question 74,Failure of any product that can have health risk for user is classified as,financial risk,social risk ,physical risk,functional risk,C,No explanation
Question 75,Considering Dutch auctions technique in which auctioneer lower announced price till bidder accepts price is used in situation of,One seller many buyers,One buyer many sellers,many sellers many buyers,None of above,A,No explanation
Question 76,Form of countertrade in which seller sells equipment to some other country and receives money and goods as payments is called ,barter,compensation deal,offset,buy back arrangement,D,No explanation
Question 77,Administrator who assists in selection and deselection of purchasing goods and services by screening information about products are ,purchasing agents,system agents ,evaluation agents ,awareness agents ,A,No explanation
Question 78,Pricing technique according to which seller's charge high prices every day and offer low prices on temporary basis is classified as,high low pricing,value pricing,perceived pricing,everyday low pricing,A,No explanation
Question 79,Considering accumulated production experience decreasing in average cost is classified as,experience curve,learning curve,observational curve,both A and B,D,No explanation
Question 80,Program multiplier includes,channel support ,distinctiveness,market dynamics,competitive reactions,B,No explanation
Question 81,Telephone operators and receptionists who prevent contacts to deciders are classified as,initiators,influencers ,buyers ,gatekeepers ,D,No explanation
Question 82,Groups that people think to join are classified as,leader groups,party groups ,aspiration groups ,associative groups,C,No explanation
Question 83,Sales forecast is graphically shown horizontal axis shows,raw material cost,production,sales ,marketing effort,D,No explanation
Question 84,Way how information taken out from customer's memory or mind is classified as,memory revival,memory retrieval,memory encoding,memory decoding,B,No explanation
Question 85,Comparison of brands attributes and elimination of attributes with minimum acceptable cutoffs by customer is classified as ,lexicographic heuristics,eliminating-by-acceptance heuristic,heuristics,conjunctive heuristic,B,No explanation
Question 86,Index showing that it is expensive to attract few or more prospects is referred in,low market penetration index,strict demand,high market penetration index,stretched market penetration index,C,No explanation
Question 87,Supplier?s goal is to enlarge their share of purchasing over time it is a characteristic of buying situation and called as,supplier?s rebuy,purpose buying,straight rebuy,turned rebuy,C,No explanation
Question 88,Legal staff computer operators and accountants are examples of services of,government sector,private non-profit sector,manufacturing sector,business sector,C,No explanation
Question 89,A company's buying products such as chemicals or steel from specialized hubs are classified as,horizontal markets ,vertical markets ,auction markets ,private markets ,B,No explanation
Question 90,Research is designed to study causes and effects relationships and eliminating competing explanations is called,experimental research ,survey groups ,observational group ,special variables,A,No explanation
Question 91,All individuals and groups participants that make purchasing decision and share common goals and risks are classified as,supplier center ,buying center ,evaluation center ,initial awareness stage,B,No explanation
Question 92,Hospitals loan agencies postal services and schools are examples of services of,government sector,private non-profit sector,manufacturing sector,business sector,A,No explanation
Question 93,Price discrimination in which seller charges different prices for different classes for buyers is classified as,fourth-degree discrimination,second-degree price discrimination,first-degree price discrimination,third-degree discrimination,D,No explanation
Question 94,Process of doing two or more tasks at a single time is called,multitasking,motivational aspects,time constrained,money constrained,A,No explanation
Question 95,A tool or process used to create more value for customer is,value chain,delivery network,supply chain,value delivery network,A,No explanation
Question 96,Long lasting products that facilitate development of finished product is classified as,capital items,natural items,farm items,heterogeneous items,A,No explanation
Question 97,An area that company can profitably satisfies according to buyer's needs is called,marketing opportunity,production opportunity,new market,new customers,A,No explanation
Question 98,When good opportunities exist outside present business this is called,extensive growth,integrative growth,diversification growth,downsizing the business,C,No explanation
Question 99,Activities in researching and developing with high quality is part of,the customer acquisition process,the new-offering process,the product-sensing process,the fulfill management process,B,No explanation
Question 100,An instrument for directing and coordinating whole market effort is called as,marketing plan ,business plan,financial plan,corporate plan,A,No explanation
Question 101,Cereal brand converted low involvement into high involvement by introducing it healthy is classified as,adding an important feature,triggering emotions to personal values,linking product to engaging issue,linking product to personal situation,B,No explanation
Question 102,In third level of customer value hierarchy marketer creates basic products into,expected products,basic product,augmented products,potential product,A,No explanation
Question 103,Act of specific performance offered by one party to another and tangible in nature is classified as,service,product,co-branding,None of the above,A,No explanation
Question 104,In hypercompetitive economy a company can win only by tuning the,providing superior value,communicating value,managing the superior value,all of the above,D,No explanation
Question 105,Manufacturer of microscope selling its product to colleges universities and specific laboratories is an example of,single product concentration,mass customization,product specialization,market specialization,C,No explanation
Question 106,Brand awareness and market share is classified as,marketing external metrics,sampling metrics,unit metrics,procedural metrics,A,No explanation
Question 107,Added value on products and services is called,advertising,brand equity ,branding,valuing,B,No explanation
Question 108,Traditional supply situation in which focus is on competition rather than cooperation is classified as,customer supply,contract supply,cooperation supply,bare buying,A,No explanation
Question 109,Technique to ask respondents to identify possible brands association in consumer's mind is classified as,story associations,word associations,picture associations,structure associations,B,No explanation
Question 110,Analysis of opportunities and threats include,internal environment,external environment,market environment,product environment,B,No explanation
Question 111,Type of research in which researcher observes customer's databases and catalog purchases is said to be,behavioral research,experimental research ,survey groups ,focus group,B,No explanation
Question 112,A company's ability to perform in more than one way but competitor?s cannot match is classified as,comparative advantage,competitive advantage ,announcing advantage ,relying advantage ,B,No explanation
Question 113,A company's survey to access people's knowledge preferences and beliefs are classified as,survey research,focus group researcher,ethnographic research,observational research ,A,No explanation
Question 114,Price increasing technique in which company sell goods in a bundle start included in bundle separately is classified as,reduction of discounts,unbundling,delayed quotation pricing,escalator clauses,B,No explanation
Question 115,Type of buyer and supplier relationship that are together in operational ways is classified as,operational systems ,cooperative systems ,structural commitment ,structural adaptation,B,No explanation
Question 116,Type of exchange relationship in a specific adaptation without strong cooperation is called,mutually contracts,mutually adaptive,mutual structure commitment ,commitment selling,B,No explanation
Question 117,Strategy of marketing channel system in which company's sales force carry promote and sell products to end users is classified as,shallow strategy,push strategy,pull strategy,bundle strategy,B,No explanation
Question 118,Five forces model of Michael Porter determines attractiveness in long-run does not include,threat of new entrants,threat of rivalry,threat of substitute products ,opportunity to alliance,D,No explanation
Question 119,Mature and reflective people motivated by ideals who know value of responsibility and knowledge are classified as,thinkers ,non-thinkers ,motivators,non-motivators ,A,No explanation
Question 120,Considering marketing channel system strategies used by companies to manage intermediaries are,push strategy,pull strategy,bundle strategy,both A and B,D,No explanation
Question 121,Specialized community of employees' whose activities are focused around brand is classified as,brand community ,impression community ,external community ,internal community,A,No explanation
Question 122,Process of determining distinct segments profitability on basis of lifestyles and demographics is classified as,segment identification,segment attractiveness,solution based segmentation,need based segmentation,A,No explanation
Question 123,Process of defining business shaping its scope and repositioning brand entity is part of,business realignment,business workflow,cross functional teams,various department strategies,A,No explanation
Question 124,Structured approach to assess sources of brand's equity and its outcomes to create brand's value is classified as,brand value chain,company supply chain ,direct supply chain,indirect supply chain,A,No explanation
Question 125,In business markets demand of business goods is more volatile than demand for consumer goods is classified as,fluctuating demand,stable demand,unstable demand,freeze demand,A,No explanation
Question 126,When a company agrees to promote product of other company it is classified as,product alliance,service alliances,promotional alliances,logistic alliances,C,No explanation
Question 127,Guarantees of products by its manufacturers and offer payment terms are classified as,price policy,distribution policy,conditions of sale,territorial rights,C,No explanation
Question 128,In marketing metrics 'willingness to change' is best classified as,quality metrics,loyalty metrics,internal marketing metrics,perceived metrics,C,No explanation
Question 129,Establishing of dams irrigation sanitation systems pipelines and utilities are examples of,systems contracting ,system selling,systems buying,management supplies,B,No explanation
Question 130,Buying center includes all organizations who play roles as,initiators and users ,deciders and approvers,buyers and gatekeepers,all of the above,D,No explanation
Question 131,Unit numbers permitted by channels for a typical customer in one single purchase is classified as,shopper size,lot size,spatial size,jobber size,B,No explanation
Question 132,Technique of asking respondents for completing presented sentences is said to be,completely unstructured,word association,sentence completion,thematic appreciation test,C,No explanation
Question 133,'consumer's satisfaction' level is classified as,unit metrics,procedural metrics,marketing external metrics,sampling metrics,C,No explanation
Question 134,Strategy of using individual family brand names is referred as,house of brands ,strategy house,house of products,extended strategy,A,No explanation
Question 135,Situation when companies use two or more different channels is classified as,facilitator marketing,interchanging marketing,integrated marketing,multichannel marketing,D,No explanation
Question 136,Marketing intelligence helps to gather,data based on real happenings,data based on results,data based on raw materials,data based on sales,A,No explanation
Question 137,Total number of product items included in product mix is classified as,depth of product mix,consistency of product mix,width of product mix,length of product mix,D,No explanation
Question 138,Sales goals set for company division or product lines are referred as,sales quota,production quota,demand potential ,marketing expenses quota,A,No explanation
Question 139,Defense which supports possible counterattack of other marketer's is classified as,counter defense,offensive defense,position defense ,flank defense,D,No explanation
Question 140,Process of managing information about customers to maximize loyalty is said to be,company relationship management,supplier management,retailer?s management,customer relationship management,D,No explanation
Question 141,Market multiplier includes,market dynamics,competitive reactions,channel support ,distinctiveness,A,No explanation
Question 142,Intermediaries that perform functions of selling goods of different manufacturers are classified as,trade channel,escalator channel,shallow channels,predatory channels,A,No explanation
Question 143,Technique that allows company to determine price which helps in yielding targeted return on investment is classified as,markup pricing,target return pricing,target return costing,markup costing,B,No explanation
Question 144,First step in procedure of setting price is to,analyzing prices of competitor's,estimating costs,determining demand,select pricing objective,D,No explanation
Question 145,In brand dynamics brand active familiarity based on trial and saliency of promising brand is classified as,presence ,brand relevance,performance,advantage,A,No explanation
Question 146,Brand association which can be made with personal relevance is classified as,differentiability ,feasibility ,desirability ,deliverability ,C,No explanation
Question 147,While considering marketing channels examples of agents are,retailers and wholesalers,sales agents and brokers,transportation companies,independent warehouses,B,No explanation
Question 148,Goal of customer relationship management is to produce,medium customer equity ,high customer equity ,low customer equity ,equity portfolio,B,No explanation
Question 149,Optional-feature pricing captive-product pricing product-bundling pricing and by-product pricing are considered as techniques of,product mix pricing,line stretching pricing,line filling pricing,line deepening pricing,A,No explanation
Question 150,In marketing channels level of company selling its products through retailers and wholesalers is classified as,one-level channel,Zero-level channel,Three-level channel,Two-level channel,D,No explanation
Question 151,Brand attributes associations that are not unique but similar to some other brands are classified as,points of disparity ,points of parity ,points of difference,similar attributes,B,No explanation
Question 152,Price cutting technique leads to various possible traps including,price-war traps,shallow-pockets traps,low-quality traps,all of above,D,No explanation
Question 153,Type of heuristic in which customer adjust initial judgment on basis of additional information is classified as,peripheral heuristic,anchoring heuristic,geographical heuristic,adjusting heuristic,B,No explanation
Question 154,Collection of data through primary and secondary data sources is classified as,data sources,observational research,objective research ,applied research,A,No explanation
Question 155,Division of target market such as upper uppers upper lowers middle class and working class are classic examples of,internal factors,external factors ,social classes,economic variables,C,No explanation
Question 156,Considering marketing channels examples of facilitators are,sales agents,wholesalers,independent warehouses,retailers,C,No explanation
Question 157,Strategy based on intermediaries involve in marketing channels do not include,exclusive distribution,descriptive distribution,intensive distribution,selective distribution,B,No explanation
Question 158,Price increasing technique in which customers are asked to pay today's price as well as inflation increased before delivery of goods is classified as,escalator clauses,reduction of discounts,unbundling,delayed quotation pricing,A,No explanation
Question 159,Defense stating occupation of most desirable place in customer's perception is considered as,position defense ,flank defense,counter defense,offensive defense,A,No explanation
Question 160,When a firm offers logistical services for some other company's product it is said to be,logistic alliance,production alliances,raw materials alliance,employee alliances,A,No explanation
Question 161,Electronic markets in which prices fluctuate in every second are classified as,spot markets ,exchange markets ,vertical markets ,both A and B,D,No explanation
Question 162,When companies have effective and efficient distribution channels this differentiation is classified as,effective differentiation ,channel differentiation ,efficient differentiation ,working differentiation ,B,No explanation
Question 163,Measurement of current brand position in previous years is considered as,brand audits ,extract brands,bait brands ,retained brands ,A,No explanation
Question 164,A company which satisfies needs of customers with same products are considered as,competitor?s ,industry ,Corporation ,organization,A,No explanation
Question 165,Marketing channel strategy is used for products with low brand loyalty and product is an impulse item is classified as,bundle strategy,shallow strategy,push strategy,pull strategy,C,No explanation
Question 166,System with special equipment people and methods to gather and analyze information for marketers is called,management information system,marketing information system ,financial information system,corporate information system,B,No explanation
Question 167,Market consists of a set of consumers having income access and interest in a product is called,target market ,penetrated market,potential market,available market,D,No explanation
Question 168,Kind of shoppers who seek stores that are convenient for them and join aspired products group are classified as,service âÅ„ quality shoppers,price âÅ„ value customers,affinity customers,interactive customers,C,No explanation
Question 169,Celebrity endorsements and objects that bring positive feeling in attitude formation of customer's is classified in,central cues,value cues,peripheral cues,value route,C,No explanation
Question 170,Pricing technique in which buyers place an order within 20 minutes after watching paid ad on TV is classified as,season pricing,emergency pricing,channel pricing,time pricing,D,No explanation
Question 171,Brand element 'building brand' does not include,adaptable ,memorable ,meaningful,likeable ,A,No explanation
Question 172,First step in buying decision process is to,recognize problem,search of information,deciding information sources,problem analysis,A,No explanation
Question 173,Policy which allows producers to make a list of discounted price that are seen equitable for all intermediaries is classified as,selective policy,price policy,trade policy,distributive policy,B,No explanation
Question 174,Business markets include,insurance companies,public utilities,government institutions,all of the above,D,No explanation
Question 175,In buyer decision process percentage of potential customers in a given target market is called,customer funnel,company funnel ,marketing funnel ,retailers funnel,C,No explanation
Question 176,Marketer who finds a stated need and fulfills it with best market offering is classified as,responsive marketers,anticipative marketers,creative marketers ,market driven marketers ,A,No explanation
Question 177,When companies have better-trained employees' for customer services this differentiation is classified as,image differentiation ,working differentiation ,employee differentiation ,process differentiation ,C,No explanation
Question 178,Floor of product's price is set with help of,supply,cost,discount and allowance,demand,B,No explanation
Question 179,Purchase of customer information from outside firms and vendors is classified as,marketing intelligence system,market information system,market development system ,market record system,A,No explanation
Question 180,Technique of asking in which researcher is asked to write first word to come in mind is classified as,word appreciation test,graphic appreciation test,completely unstructured,word association,D,No explanation
Question 181,Group of firm's offer a class of products and substitutes for one another is classified as,industry ,Corporation ,organization,subsidiary ,A,No explanation
Question 182,Assessment of growth opportunities is part of,corporate planning,tactical planning,strategic planning,financial planning,A,No explanation
Question 183,Kind of qualities that buyers used to evaluate before purchasing product are classified as,search qualities,credence qualities,experience qualities,minor qualities,A,No explanation
Question 184,Process of defining customer focuses on selling a product to existing market is called,target market definition,strategic market definition,financial market definition,business analysis definition,A,No explanation
Question 185,For planning of period development of specific goals is called,goal formulation,goal achievement,goal hierarchy,quantitative objective,A,No explanation
Question 186,Overhead costs are also known as,employees' salaries,labor wages,fixed costs,variable costs,C,No explanation
Question 187,Retention spending level and retention rate is influenced for dimension of customer lifetime value is classified as,visualization,acquisition ,add-on spending ,retention,D,No explanation
Question 188,Basic determinant of any customer's buying behavior is classified as,culture,relatives,supply by company,demand by others,A,No explanation
Question 189,Degree in which manufactured units are identical and meet specification given by customers is classified as,reliability,durability,performance quality,conformance quality,D,No explanation
Question 190,Consumers who seek answer of 'how we see ourselves' is a concept named,ideal self-concept,actual self-concept,self-concept,self-monitors,B,No explanation
Question 191,Series of procedures in which customer is focused help to assess brand's health and leverage equity are classified as,brand audit ,brand tracking,brand valuation,brand evaluation,A,No explanation
Question 192,Concept of product mix which refers to wide range of product lines carried by company is classified as,width of product mix,length of product mix,depth of product mix,consistency of product mix,A,No explanation
Question 193,Set of interdependent channels that participate in process of availability of product is classified as,over demand channels,marketing channels,functional channels,quotation channels,B,No explanation
Question 194,Extra payment awarded for sales program and advertising is classified as,seasonal allowances,trade-off allowances,promotional allowances,trade-in allowances,C,No explanation
Question 195,Value creation practices such as evangelizing and justifying is classified as,social networking,impression management,community engagement ,brand use,B,No explanation
Question 196,Aggregate value of customer's base is classified as,shareholder value,base value,retention value,marketer's base value,A,No explanation
Question 197,Types of electronic procurement hubs are,geographical hubs,vertical hubs,functional hubs ,both B and C,D,No explanation
Question 198,Customer's activity which is often unpredictable and short lived is best classified as,marketing shade,short-term marketing wave,fad,fade,C,No explanation
Question 199,Price increasing technique in which companies with long lead times do not set price until product is finished is classified as,reduction of discounts,unbundling,delayed quotation pricing,escalator clauses,C,No explanation
Question 200,Value proposition in which customer is focused is result of,targeting ,positioning ,extract target,segmenting,B,No explanation
Question 201,People who favors stylish products and have limited income are classified as,strivers,non-strivers ,non-believers,believers ,A,No explanation
Question 202,Firm uses any existing brand to introduce in market as a new product brand is classified as,brand extension,sub-brand ,parent brand ,product extension,A,No explanation
Question 203,Concept which refers how much process of order placement is easy is classified as,ordering ease,delivery,customer training,customer consulting,A,No explanation
Question 204,Planning of target market and value proposition of firm is part of,tactical marketing plan,strategic marketing plan,firm's financial plan,market opportunities,B,No explanation
Question 205,Record which is based on business customer's past purchases sales price and volumes is classified as,business database,customer database,databases marketing,company marketing ,A,No explanation
Question 206,In a market group of consumer's who are currently buying company's product are classified as,target market ,available market,penetrated market,potential market,C,No explanation
Question 207,Buying mode in which buyer changes product prices and requirements is classified as,modified rebuy,modified buy,modified buyers,modified task ,A,No explanation
Question 208,An analysis of long term marketing impacts through measuring brand equity is called,customer's metrics pathway,unit metrics pathway,cash-flow metrics pathway,brand metrics pathway,D,No explanation
Question 209,Complete set of stored information and information strength is classified as,associative network memory model,distributive network memory model,classified network memory model,representative network memory model,A,No explanation
Question 210,Activities carry by company to design and produce a differentiated container for particular product is classified as,guarantees,warranties,labeling,packaging,D,No explanation
Question 211,Differentiated marketing in comparison of undifferentiated marketing creates,more total sales,less total sales,less total cost,more total purchases,A,No explanation
Question 212,Demand of market corresponding to level of industry is called as,market forecast,demand forecast,product forecast,market share forecast,A,No explanation
Question 213,Calculation of 'area market potential' includes methods which are,market-buildup method,multiple-factor index method,chain-ratio method,both A and B,D,No explanation
Question 214,Pricing technique according to which low price is charged for a quality offering is classified as,break-even pricing,perceived value pricing,target return pricing,value pricing,D,No explanation
Question 215,Influential model of attitude change and attitude formation is,elaboration likelihood model ,value likelihood model ,expectancy elaboration model ,value elaboration model ,A,No explanation
Question 216,Branding strategies alternatively use by marketer's do not include,individual brand names ,company brand name ,sub-brand name ,variant brands ,D,No explanation
Question 217,When two companies join hands to market new or complementary products it is best classified as,product alliance,logistic alliances,service alliance,market collaborations,A,No explanation
Question 218,Customers who loss averse tend to underweight the,integrate probabilities,segregate probabilities,high probabilities ,low probabilities,C,No explanation
Question 219,Services such as repair and installation services are classified as,empathy services,value-augmenting services,facilitating services,assurance services,C,No explanation
Question 220,Process of determining profitability of each segment is classified as,segment profitability ,segment positioning,acid test segments ,marketing mix,A,No explanation
Question 221,Theory in which consumers make their own alternatives on basis of benefits and failure is classified as,prospect theory ,integration theory,segregation theory ,alternative theory,A,No explanation
Question 222,Analysis of society is based on views of ourselves others and nature is classified as,demographic analysis,socio cultural environment analysis,competitor?s analysis ,natural environment analysis,B,No explanation
Question 223,Whole cluster of benefits when company promises to deliver through its market offering is called,value proposition,customer proposition,product proposition,brand proposition,A,No explanation
Question 224,Marketing strategy in which a firm sells different segments and offers different product is classified as,individual marketing,differentiated marketing,mass marketing,niche marketing,B,No explanation
Question 225,According to service quality model ability to provide service accurately and dependably is classified as,empathy,reliability,responsiveness,assurance,B,No explanation
Question 226,In marketing channels intermediaries whose function is to buy label and resell goods are classified as,facilitators,terminators,merchants,agents,C,No explanation
Question 227,Compelling images which appeal customer's psychological needs is considered as,employee differentiation ,process differentiation ,image differentiation ,working differentiation ,C,No explanation
Question 228,Promotional pricing technique adopted by retailers and lowering selling prices of well-known brands is classified as,loss leader pricing,cash rebates,special customer pricing,special event pricing,A,No explanation
Question 229,Form of countertrade in which seller receives some money and some goods for due payments is classified as,offset,buy back arrangement,barter,compensation deal,D,No explanation
Question 230,In product hierarchy product classes that help in satisfying core needs are considered as,product line,product class,need family,product family,D,No explanation
Question 231,Past sales analysis techniques do not include in,time-series analysis,exponential ratio method,exponential smoothing,econometric analysis,B,No explanation
Question 232,One who offers market leader's product and improves it is classified as,imitator ,adapter ,counterfeiter,cloner,B,No explanation
Question 233,According to loyalty status marketer's divide brand loyalty into groups do not include,hard-core loyal,split loyal,shifting loyal,non-switchers,D,No explanation
Question 234,Kind of shoppers that care of their spending and buying products wisely are classified as,affinity customers,interactive customers,service âÅ„ quality shoppers,price âÅ„ value customers,D,No explanation
